variable_name,actions,week
border/:pressed,0,2025-07-06
Object sizes/default/6xl-objectSize,0,2025-07-06
spacing/l,0,2025-07-06
border-radius/none,0,2025-07-06
background/:selected,0,2025-07-06
border-radius/m,0,2025-07-06
border-width/l,0,2025-07-06
text/sale,0,2025-07-06
border/interactive,0,2025-07-06
border-radius/rounded,0,2025-07-06
spacing/xl,0,2025-07-06
background/overlay,0,2025-06-29
border/positive,0,2025-06-29
spacing/2xs,0,2025-06-29
Object sizes/default/3xl-objectSize,0,2025-06-29
border/:pressed,0,2025-06-29
spacing/3xs,0,2025-06-29
Object sizes/default/sm-objectSize,0,2025-06-29
border-radius/rounded,0,2025-06-29
background/brand,0,2025-06-29
Object sizes/interactive/4xl-objectSize,0,2025-06-29
spacing/l,0,2025-06-29
border-width/m,0,2025-06-29
spacing/xl,0,2025-06-29
border-radius/none,0,2025-06-29
text/negative,0,2025-06-29
Object sizes/default/2xl-objectSize,0,2025-06-29
opacity/disabled,0,2025-06-29
text/:focus,0,2025-06-29
Object sizes/interactive/xl-objectSize,0,2025-06-29
text/positive,0,2025-06-29
Object sizes/default/6xl-objectSize,0,2025-06-29
background/secondary,0,2025-06-29
background/default,0,2025-06-29
background/sale,0,2025-06-29
Object sizes/interactive/5xl-objectSize,0,2025-06-29
spacing/2xl,0,2025-06-29
background/primary,0,2025-06-29
text/sale,0,2025-06-29
border/interactive,0,2025-06-29
Object sizes/interactive/2xl-objectSize,0,2025-06-29
spacing/m,0,2025-06-29
border/secondary,0,2025-06-29
background/positive,0,2025-06-29
Object sizes/default/xl-objectSize,0,2025-06-29
Object sizes/interactive/xs-objectSize,0,2025-06-29
Object sizes/interactive/sm-objectSize,0,2025-06-29
Object sizes/default/xxs-objectSize,0,2025-06-29
background/tertiary,0,2025-06-29
text/inverse,0,2025-06-29
border/primary,0,2025-06-29
border-width/s,0,2025-06-29
text/interactive,0,2025-06-29
background/:pressed,0,2025-06-29
border-width/l,0,2025-06-29
border-radius/m,0,2025-06-29
spacing/s,0,2025-06-29
border-radius/l,0,2025-06-29
Object sizes/interactive/lg-objectSize,0,2025-06-29
Object sizes/default/lg-objectSize,0,2025-06-29
background/negative,0,2025-06-29
text/brand,0,2025-06-29
text/secondary,0,2025-06-29
background/:hover,0,2025-06-29
text/:hover,0,2025-06-29
Object sizes/interactive/6xl-objectSize,0,2025-06-29
Object sizes/interactive/3xl-objectSize,0,2025-06-29
border/negative,0,2025-06-29
spacing/none,0,2025-06-29
background/:selected,0,2025-06-29
text/primary,0,2025-06-29
spacing/xs,0,2025-06-29
Object sizes/interactive/md-objectSize,0,2025-06-22
spacing/2xl,0,2025-06-22
spacing/m,0,2025-06-22
Object sizes/interactive/5xl-objectSize,0,2025-06-22
Object sizes/default/6xl-objectSize,0,2025-06-22
background/:hover,0,2025-06-22
border-width/s,0,2025-06-22
Object sizes/default/2xl-objectSize,0,2025-06-22
background/brand,0,2025-06-22
text/brand,0,2025-06-22
border/negative,0,2025-06-22
background/default,0,2025-06-22
background/:pressed,0,2025-06-22
spacing/3xs,0,2025-06-22
Object sizes/default/xl-objectSize,0,2025-06-22
spacing/s,0,2025-06-22
Object sizes/default/3xl-objectSize,0,2025-06-22
spacing/2xs,0,2025-06-22
border-radius/none,0,2025-06-22
background/positive,0,2025-06-22
border/secondary,0,2025-06-22
text/primary,0,2025-06-22
background/:selected,0,2025-06-22
text/interactive,0,2025-06-22
border-width/m,0,2025-06-22
border/positive,0,2025-06-22
Object sizes/interactive/6xl-objectSize,0,2025-06-22
text/sale,0,2025-06-22
Object sizes/interactive/xs-objectSize,0,2025-06-22
Object sizes/interactive/xl-objectSize,0,2025-06-22
spacing/l,0,2025-06-22
border/:hover,0,2025-06-22
spacing/none,0,2025-06-22
border-radius/rounded,0,2025-06-22
text/:hover,0,2025-06-22
background/primary,0,2025-06-22
spacing/xl,0,2025-06-22
spacing/xs,0,2025-06-22
Object sizes/default/sm-objectSize,0,2025-06-22
Object sizes/interactive/sm-objectSize,0,2025-06-22
opacity/disabled,0,2025-06-22
border-radius/l,0,2025-06-22
border/primary,0,2025-06-22
text/negative,0,2025-06-22
text/positive,0,2025-06-22
text/:pressed,0,2025-06-22
Object sizes/interactive/2xl-objectSize,0,2025-06-22
background/tertiary,0,2025-06-22
background/negative,0,2025-06-22
background/sale,0,2025-06-22
border/interactive,0,2025-06-22
Object sizes/default/lg-objectSize,0,2025-06-22
Object sizes/interactive/4xl-objectSize,0,2025-06-22
Object sizes/interactive/xxs-objectSize,0,2025-06-22
background/secondary,0,2025-06-22
Object sizes/interactive/3xl-objectSize,0,2025-06-22
background/overlay,0,2025-06-22
border-width/l,0,2025-06-22
Object sizes/interactive/lg-objectSize,0,2025-06-22
text/secondary,0,2025-06-22
text/inverse,0,2025-06-22
background/:pressed,0,2025-06-15
Object sizes/interactive/3xl-objectSize,0,2025-06-15
border/positive,0,2025-06-15
border/:focus,0,2025-06-15
spacing/xs,0,2025-06-15
background/overlay,0,2025-06-15
border-width/s,0,2025-06-15
Object sizes/interactive/5xl-objectSize,0,2025-06-15
background/:selected,0,2025-06-15
Object sizes/interactive/lg-objectSize,0,2025-06-15
background/default,0,2025-06-15
spacing/xl,0,2025-06-15
Object sizes/interactive/md-objectSize,0,2025-06-15
text/brand,0,2025-06-15
text/secondary,0,2025-06-15
Object sizes/default/4xl-objectSize,0,2025-06-15
border-radius/rounded,0,2025-06-15
background/negative,0,2025-06-15
spacing/3xs,0,2025-06-15
spacing/l,0,2025-06-15
Object sizes/default/lg-objectSize,0,2025-06-15
Object sizes/interactive/4xl-objectSize,0,2025-06-15
background/brand,0,2025-06-15
border-radius/l,0,2025-06-15
border/secondary,0,2025-06-15
border/negative,0,2025-06-15
Object sizes/interactive/xl-objectSize,0,2025-06-15
border-radius/none,0,2025-06-15
text/:focus,0,2025-06-15
text/interactive,0,2025-06-15
Object sizes/default/6xl-objectSize,0,2025-06-15
text/:hover,0,2025-06-15
background/primary,0,2025-06-15
border-width/m,0,2025-06-15
spacing/none,0,2025-06-15
Object sizes/interactive/sm-objectSize,0,2025-06-15
text/primary,0,2025-06-15
Object sizes/default/xl-objectSize,0,2025-06-15
background/secondary,0,2025-06-15
border/:pressed,0,2025-06-15
text/negative,0,2025-06-15
Object sizes/interactive/6xl-objectSize,0,2025-06-15
Object sizes/default/sm-objectSize,0,2025-06-15
border/primary,0,2025-06-15
text/:selected,0,2025-06-15
spacing/m,0,2025-06-15
spacing/2xs,0,2025-06-15
background/tertiary,0,2025-06-15
background/positive,0,2025-06-15
text/sale,0,2025-06-15
border-radius/m,0,2025-06-15
spacing/2xl,0,2025-06-15
border/interactive,0,2025-06-15
Object sizes/interactive/xs-objectSize,0,2025-06-15
text/inverse,0,2025-06-15
background/sale,0,2025-06-15
border-radius/s,0,2025-06-15
Object sizes/default/2xl-objectSize,0,2025-06-15
border-width/l,0,2025-06-15
text/positive,0,2025-06-15
opacity/disabled,0,2025-06-15
Object sizes/interactive/2xl-objectSize,0,2025-06-15
spacing/s,0,2025-06-15
Object sizes/interactive/3xl-objectSize,0,2025-06-08
Object sizes/interactive/6xl-objectSize,0,2025-06-08
border/:hover,0,2025-06-08
border/negative,0,2025-06-08
border-width/m,0,2025-06-08
Object sizes/default/xl-objectSize,0,2025-06-08
spacing/s,0,2025-06-08
Object sizes/default/2xl-objectSize,0,2025-06-08
Object sizes/interactive/2xl-objectSize,0,2025-06-08
background/primary,0,2025-06-08
spacing/3xs,0,2025-06-08
border-radius/none,0,2025-06-08
background/:hover,0,2025-06-08
text/secondary,0,2025-06-08
spacing/2xl,0,2025-06-08
border/secondary,0,2025-06-08
border-width/s,0,2025-06-08
border-radius/l,0,2025-06-08
Object sizes/default/xxs-objectSize,0,2025-06-08
border/positive,0,2025-06-08
background/default,0,2025-06-08
background/positive,0,2025-06-08
border-radius/rounded,0,2025-06-08
background/tertiary,0,2025-06-08
background/overlay,0,2025-06-08
Object sizes/interactive/4xl-objectSize,0,2025-06-08
Object sizes/default/3xl-objectSize,0,2025-06-08
spacing/2xs,0,2025-06-08
spacing/xs,0,2025-06-08
opacity/disabled,0,2025-06-08
background/secondary,0,2025-06-08
spacing/xl,0,2025-06-08
Object sizes/interactive/5xl-objectSize,0,2025-06-08
background/negative,0,2025-06-08
Object sizes/default/6xl-objectSize,0,2025-06-08
text/:pressed,0,2025-06-08
Object sizes/interactive/xs-objectSize,0,2025-06-08
Object sizes/default/sm-objectSize,0,2025-06-08
Object sizes/interactive/sm-objectSize,0,2025-06-08
border/:selected,0,2025-06-08
text/:focus,0,2025-06-08
Object sizes/interactive/xxs-objectSize,0,2025-06-08
text/negative,0,2025-06-08
background/:pressed,0,2025-06-08
border-radius/s,0,2025-06-08
Object sizes/default/4xl-objectSize,0,2025-06-08
Object sizes/default/lg-objectSize,0,2025-06-08
border-radius/m,0,2025-06-08
text/primary,0,2025-06-08
text/brand,0,2025-06-08
text/interactive,0,2025-06-08
text/positive,0,2025-06-08
background/brand,0,2025-06-08
border/:pressed,0,2025-06-08
spacing/none,0,2025-06-08
border/primary,0,2025-06-08
text/:selected,0,2025-06-08
Object sizes/interactive/xl-objectSize,0,2025-06-08
border/interactive,0,2025-06-08
text/:hover,0,2025-06-08
background/:focus,0,2025-06-08
background/sale,0,2025-06-08
spacing/l,0,2025-06-08
text/inverse,0,2025-06-08
spacing/m,0,2025-06-08
text/sale,0,2025-06-08
background/:selected,0,2025-06-08
border-width/l,0,2025-06-08
border/:focus,0,2025-06-08
Object sizes/interactive/lg-objectSize,0,2025-06-08
text/:pressed,0,2025-06-01
Object sizes/interactive/6xl-objectSize,0,2025-06-01
spacing/2xs,0,2025-06-01
spacing/xs,0,2025-06-01
opacity/disabled,0,2025-06-01
border-radius/rounded,0,2025-06-01
border/:selected,0,2025-06-01
background/:hover,0,2025-06-01
Object sizes/interactive/5xl-objectSize,0,2025-06-01
border-radius/m,0,2025-06-01
text/brand,0,2025-06-01
background/:pressed,0,2025-06-01
text/primary,0,2025-06-01
background/secondary,0,2025-06-01
text/interactive,0,2025-06-01
Object sizes/interactive/2xl-objectSize,0,2025-06-01
text/positive,0,2025-06-01
Object sizes/default/lg-objectSize,0,2025-06-01
Object sizes/default/xl-objectSize,0,2025-06-01
Object sizes/interactive/sm-objectSize,0,2025-06-01
text/negative,0,2025-06-01
Object sizes/default/6xl-objectSize,0,2025-06-01
border/interactive,0,2025-06-01
border/:pressed,0,2025-06-01
text/:hover,0,2025-06-01
background/negative,0,2025-06-01
border-radius/l,0,2025-06-01
background/default,0,2025-06-01
border/negative,0,2025-06-01
border-width/m,0,2025-06-01
border/primary,0,2025-06-01
spacing/none,0,2025-06-01
background/brand,0,2025-06-01
Object sizes/default/sm-objectSize,0,2025-06-01
Object sizes/default/2xl-objectSize,0,2025-06-01
spacing/2xl,0,2025-06-01
spacing/s,0,2025-06-01
Object sizes/interactive/xl-objectSize,0,2025-06-01
spacing/l,0,2025-06-01
background/tertiary,0,2025-06-01
text/:selected,0,2025-06-01
background/:selected,0,2025-06-01
text/sale,0,2025-06-01
border-radius/none,0,2025-06-01
Object sizes/interactive/4xl-objectSize,0,2025-06-01
background/sale,0,2025-06-01
background/overlay,0,2025-06-01
text/secondary,0,2025-06-01
background/:focus,0,2025-06-01
spacing/3xs,0,2025-06-01
Object sizes/interactive/lg-objectSize,0,2025-06-01
text/inverse,0,2025-06-01
border-width/l,0,2025-06-01
border/positive,0,2025-06-01
border/:focus,0,2025-06-01
Object sizes/default/4xl-objectSize,0,2025-06-01
border/secondary,0,2025-06-01
Object sizes/default/3xl-objectSize,0,2025-06-01
text/:focus,0,2025-06-01
spacing/xl,0,2025-06-01
background/primary,0,2025-06-01
Object sizes/interactive/xxs-objectSize,0,2025-06-01
Object sizes/default/xs-objectSize,0,2025-06-01
border-width/s,0,2025-06-01
background/positive,0,2025-06-01
border/:hover,0,2025-06-01
Object sizes/interactive/3xl-objectSize,0,2025-06-01
spacing/m,0,2025-06-01
border-radius/s,0,2025-06-01
Object sizes/default/6xl-objectSize,0,2025-05-25
background/secondary,0,2025-05-25
Object sizes/default/sm-objectSize,0,2025-05-25
border/positive,0,2025-05-25
border-radius/l,0,2025-05-25
text/:hover,0,2025-05-25
border-radius/none,0,2025-05-25
background/negative,0,2025-05-25
text/primary,0,2025-05-25
background/:focus,0,2025-05-25
Object sizes/interactive/xl-objectSize,0,2025-05-25
background/sale,0,2025-05-25
Object sizes/interactive/4xl-objectSize,0,2025-05-25
border/:hover,0,2025-05-25
border/secondary,0,2025-05-25
border-width/l,0,2025-05-25
border-radius/rounded,0,2025-05-25
spacing/2xs,0,2025-05-25
spacing/m,0,2025-05-25
Object sizes/interactive/6xl-objectSize,0,2025-05-25
background/:hover,0,2025-05-25
Object sizes/interactive/lg-objectSize,0,2025-05-25
background/positive,0,2025-05-25
spacing/none,0,2025-05-25
text/:pressed,0,2025-05-25
border/primary,0,2025-05-25
border/:pressed,0,2025-05-25
spacing/s,0,2025-05-25
opacity/disabled,0,2025-05-25
Object sizes/interactive/2xl-objectSize,0,2025-05-25
border-width/m,0,2025-05-25
Object sizes/default/xs-objectSize,0,2025-05-25
border/negative,0,2025-05-25
Object sizes/default/2xl-objectSize,0,2025-05-25
spacing/xs,0,2025-05-25
Object sizes/interactive/sm-objectSize,0,2025-05-25
background/brand,0,2025-05-25
text/secondary,0,2025-05-25
Object sizes/interactive/3xl-objectSize,0,2025-05-25
text/positive,0,2025-05-25
text/sale,0,2025-05-25
background/default,0,2025-05-25
background/tertiary,0,2025-05-25
Object sizes/default/xxs-objectSize,0,2025-05-25
border/:selected,0,2025-05-25
Object sizes/default/3xl-objectSize,0,2025-05-25
Object sizes/default/lg-objectSize,0,2025-05-25
Object sizes/default/4xl-objectSize,0,2025-05-25
text/:focus,0,2025-05-25
border/:focus,0,2025-05-25
background/:selected,0,2025-05-25
Object sizes/default/xl-objectSize,0,2025-05-25
border-radius/m,0,2025-05-25
border/interactive,0,2025-05-25
spacing/3xs,0,2025-05-25
border-width/s,0,2025-05-25
spacing/l,0,2025-05-25
background/:pressed,0,2025-05-25
spacing/xl,0,2025-05-25
text/interactive,0,2025-05-25
text/brand,0,2025-05-25
background/overlay,0,2025-05-25
text/negative,0,2025-05-25
text/inverse,0,2025-05-25
text/:selected,0,2025-05-25
background/primary,0,2025-05-25
spacing/2xl,0,2025-05-25
spacing/2xs,0,2025-05-18
Object sizes/default/5xl-objectSize,0,2025-05-18
spacing/none,0,2025-05-18
Object sizes/interactive/lg-objectSize,0,2025-05-18
spacing/s,0,2025-05-18
Object sizes/default/4xl-objectSize,0,2025-05-18
background/negative,0,2025-05-18
text/positive,0,2025-05-18
border/negative,0,2025-05-18
border/secondary,0,2025-05-18
background/brand,0,2025-05-18
text/brand,0,2025-05-18
spacing/m,0,2025-05-18
border-width/s,0,2025-05-18
text/negative,0,2025-05-18
text/:hover,0,2025-05-18
spacing/2xl,0,2025-05-18
text/sale,0,2025-05-18
spacing/xl,0,2025-05-18
border-radius/m,0,2025-05-18
Object sizes/default/lg-objectSize,0,2025-05-18
Object sizes/interactive/2xl-objectSize,0,2025-05-18
Object sizes/interactive/4xl-objectSize,0,2025-05-18
border/primary,0,2025-05-18
background/positive,0,2025-05-18
background/:selected,0,2025-05-18
Object sizes/interactive/3xl-objectSize,0,2025-05-18
background/default,0,2025-05-18
border-width/m,0,2025-05-18
border/positive,0,2025-05-18
border-radius/none,0,2025-05-18
background/tertiary,0,2025-05-18
border-width/l,0,2025-05-18
text/inverse,0,2025-05-18
spacing/xs,0,2025-05-18
background/secondary,0,2025-05-18
spacing/3xs,0,2025-05-18
Object sizes/default/2xl-objectSize,0,2025-05-18
background/sale,0,2025-05-18
text/interactive,0,2025-05-18
background/:hover,0,2025-05-18
background/:pressed,0,2025-05-18
border/interactive,0,2025-05-18
background/primary,0,2025-05-18
Object sizes/interactive/sm-objectSize,0,2025-05-18
border-radius/l,0,2025-05-18
Object sizes/default/xl-objectSize,0,2025-05-18
opacity/disabled,0,2025-05-18
Object sizes/default/3xl-objectSize,0,2025-05-18
Object sizes/interactive/xl-objectSize,0,2025-05-18
Object sizes/default/6xl-objectSize,0,2025-05-18
Object sizes/interactive/6xl-objectSize,0,2025-05-18
spacing/l,0,2025-05-18
text/primary,0,2025-05-18
Object sizes/default/sm-objectSize,0,2025-05-18
Object sizes/interactive/5xl-objectSize,0,2025-05-18
text/secondary,0,2025-05-18
border-radius/rounded,0,2025-05-18
Object sizes/default/xs-objectSize,0,2025-05-18
background/overlay,0,2025-05-18
Object sizes/default/3xl-objectSize,0,2025-05-11
text/:pressed,0,2025-05-11
border-radius/s,0,2025-05-11
border-radius/rounded,0,2025-05-11
spacing/xl,0,2025-05-11
border/:pressed,0,2025-05-11
Object sizes/interactive/4xl-objectSize,0,2025-05-11
Object sizes/default/sm-objectSize,0,2025-05-11
Object sizes/interactive/sm-objectSize,0,2025-05-11
background/default,0,2025-05-11
text/:hover,0,2025-05-11
text/inverse,0,2025-05-11
background/brand,0,2025-05-11
background/sale,0,2025-05-11
border/positive,0,2025-05-11
border/primary,0,2025-05-11
border-radius/l,0,2025-05-11
border/:focus,0,2025-05-11
background/overlay,0,2025-05-11
border-width/m,0,2025-05-11
Object sizes/default/xl-objectSize,0,2025-05-11
text/brand,0,2025-05-11
background/negative,0,2025-05-11
background/:selected,0,2025-05-11
text/:focus,0,2025-05-11
border/secondary,0,2025-05-11
background/:pressed,0,2025-05-11
spacing/2xs,0,2025-05-11
text/secondary,0,2025-05-11
Object sizes/default/xs-objectSize,0,2025-05-11
Object sizes/interactive/lg-objectSize,0,2025-05-11
border-width/s,0,2025-05-11
Object sizes/interactive/3xl-objectSize,0,2025-05-11
text/negative,0,2025-05-11
spacing/l,0,2025-05-11
background/positive,0,2025-05-11
text/primary,0,2025-05-11
Object sizes/interactive/xxs-objectSize,0,2025-05-11
text/interactive,0,2025-05-11
border/:hover,0,2025-05-11
opacity/disabled,0,2025-05-11
text/positive,0,2025-05-11
text/:selected,0,2025-05-11
spacing/2xl,0,2025-05-11
border-radius/none,0,2025-05-11
Object sizes/default/6xl-objectSize,0,2025-05-11
spacing/3xs,0,2025-05-11
background/secondary,0,2025-05-11
text/sale,0,2025-05-11
background/tertiary,0,2025-05-11
Object sizes/default/xxs-objectSize,0,2025-05-11
Object sizes/interactive/2xl-objectSize,0,2025-05-11
spacing/xs,0,2025-05-11
border-width/l,0,2025-05-11
border-radius/m,0,2025-05-11
border/negative,0,2025-05-11
spacing/none,0,2025-05-11
border/:selected,0,2025-05-11
spacing/s,0,2025-05-11
Object sizes/default/lg-objectSize,0,2025-05-11
background/:hover,0,2025-05-11
Object sizes/interactive/xl-objectSize,0,2025-05-11
Object sizes/default/md-objectSize,0,2025-05-11
border/interactive,0,2025-05-11
spacing/m,0,2025-05-11
background/:focus,0,2025-05-11
Object sizes/default/2xl-objectSize,0,2025-05-11
background/primary,0,2025-05-11
Object sizes/interactive/xl-objectSize,0,2025-05-04
spacing/2xs,0,2025-05-04
border/:focus,0,2025-05-04
border-radius/m,0,2025-05-04
background/:selected,0,2025-05-04
text/sale,0,2025-05-04
spacing/none,0,2025-05-04
border/:pressed,0,2025-05-04
background/sale,0,2025-05-04
spacing/2xl,0,2025-05-04
Object sizes/default/2xl-objectSize,0,2025-05-04
background/tertiary,0,2025-05-04
border/secondary,0,2025-05-04
Object sizes/interactive/6xl-objectSize,0,2025-05-04
spacing/3xs,0,2025-05-04
border-width/m,0,2025-05-04
spacing/l,0,2025-05-04
text/:hover,0,2025-05-04
text/secondary,0,2025-05-04
border-width/s,0,2025-05-04
text/interactive,0,2025-05-04
border/positive,0,2025-05-04
background/:hover,0,2025-05-04
Object sizes/default/xs-objectSize,0,2025-05-04
border/negative,0,2025-05-04
border/:hover,0,2025-05-04
text/:focus,0,2025-05-04
Object sizes/interactive/lg-objectSize,0,2025-05-04
spacing/m,0,2025-05-04
border-radius/rounded,0,2025-05-04
Object sizes/interactive/4xl-objectSize,0,2025-05-04
background/secondary,0,2025-05-04
background/:focus,0,2025-05-04
Object sizes/interactive/xs-objectSize,0,2025-05-04
border-width/l,0,2025-05-04
Object sizes/default/xxs-objectSize,0,2025-05-04
border-radius/s,0,2025-05-04
text/positive,0,2025-05-04
Object sizes/interactive/3xl-objectSize,0,2025-05-04
border/primary,0,2025-05-04
text/brand,0,2025-05-04
Object sizes/default/lg-objectSize,0,2025-05-04
background/positive,0,2025-05-04
Object sizes/interactive/2xl-objectSize,0,2025-05-04
border-radius/l,0,2025-05-04
opacity/disabled,0,2025-05-04
spacing/xs,0,2025-05-04
spacing/s,0,2025-05-04
Object sizes/interactive/sm-objectSize,0,2025-05-04
text/:selected,0,2025-05-04
text/negative,0,2025-05-04
text/:pressed,0,2025-05-04
spacing/xl,0,2025-05-04
text/primary,0,2025-05-04
text/inverse,0,2025-05-04
border-radius/none,0,2025-05-04
Object sizes/default/xl-objectSize,0,2025-05-04
Object sizes/default/6xl-objectSize,0,2025-05-04
background/negative,0,2025-05-04
background/overlay,0,2025-05-04
background/brand,0,2025-05-04
background/primary,0,2025-05-04
border/:selected,0,2025-05-04
Object sizes/default/sm-objectSize,0,2025-05-04
background/:pressed,0,2025-05-04
border/interactive,0,2025-05-04
Object sizes/interactive/5xl-objectSize,0,2025-05-04
Object sizes/default/3xl-objectSize,0,2025-05-04
background/default,0,2025-05-04
spacing/s,0,2025-04-27
border/secondary,0,2025-04-27
background/sale,0,2025-04-27
Object sizes/interactive/md-objectSize,0,2025-04-27
Object sizes/interactive/2xl-objectSize,0,2025-04-27
Object sizes/default/lg-objectSize,0,2025-04-27
Object sizes/interactive/3xl-objectSize,0,2025-04-27
border/negative,0,2025-04-27
Object sizes/default/2xl-objectSize,0,2025-04-27
text/brand,0,2025-04-27
border-radius/rounded,0,2025-04-27
spacing/xl,0,2025-04-27
spacing/m,0,2025-04-27
Object sizes/interactive/6xl-objectSize,0,2025-04-27
border-radius/none,0,2025-04-27
background/positive,0,2025-04-27
border/primary,0,2025-04-27
border-radius/l,0,2025-04-27
background/:selected,0,2025-04-27
spacing/xs,0,2025-04-27
background/tertiary,0,2025-04-27
Object sizes/interactive/lg-objectSize,0,2025-04-27
opacity/disabled,0,2025-04-27
spacing/l,0,2025-04-27
Object sizes/interactive/sm-objectSize,0,2025-04-27
text/secondary,0,2025-04-27
Object sizes/default/3xl-objectSize,0,2025-04-27
spacing/3xs,0,2025-04-27
Object sizes/default/xl-objectSize,0,2025-04-27
background/primary,0,2025-04-27
background/brand,0,2025-04-27
spacing/2xs,0,2025-04-27
text/positive,0,2025-04-27
Object sizes/interactive/xl-objectSize,0,2025-04-27
Object sizes/default/5xl-objectSize,0,2025-04-27
background/default,0,2025-04-27
text/primary,0,2025-04-27
spacing/none,0,2025-04-27
background/secondary,0,2025-04-27
border-width/m,0,2025-04-27
text/inverse,0,2025-04-27
spacing/2xl,0,2025-04-27
background/negative,0,2025-04-27
background/overlay,0,2025-04-27
border/positive,0,2025-04-27
border-radius/s,0,2025-04-27
text/interactive,0,2025-04-27
Object sizes/default/6xl-objectSize,0,2025-04-27
Object sizes/default/sm-objectSize,0,2025-04-27
Object sizes/default/xxs-objectSize,0,2025-04-27
text/negative,0,2025-04-27
border-width/l,0,2025-04-27
border-width/s,0,2025-04-27
border/interactive,0,2025-04-27
Object sizes/interactive/5xl-objectSize,0,2025-04-27
Object sizes/interactive/4xl-objectSize,0,2025-04-27
text/sale,0,2025-04-27
border-width/s,0,2025-04-20
Object sizes/default/lg-objectSize,0,2025-04-20
Object sizes/default/xxs-objectSize,0,2025-04-20
text/brand,0,2025-04-20
border/negative,0,2025-04-20
background/:pressed,0,2025-04-20
background/default,0,2025-04-20
text/positive,0,2025-04-20
spacing/m,0,2025-04-20
border/:focus,0,2025-04-20
Object sizes/default/2xl-objectSize,0,2025-04-20
spacing/3xs,0,2025-04-20
border/:hover,0,2025-04-20
text/negative,0,2025-04-20
border-radius/rounded,0,2025-04-20
Object sizes/default/6xl-objectSize,0,2025-04-20
border/:selected,0,2025-04-20
background/positive,0,2025-04-20
Object sizes/interactive/3xl-objectSize,0,2025-04-20
background/:hover,0,2025-04-20
text/sale,0,2025-04-20
background/overlay,0,2025-04-20
border/:pressed,0,2025-04-20
spacing/xl,0,2025-04-20
background/brand,0,2025-04-20
background/:focus,0,2025-04-20
spacing/2xl,0,2025-04-20
opacity/disabled,0,2025-04-20
background/negative,0,2025-04-20
text/secondary,0,2025-04-20
Object sizes/interactive/md-objectSize,0,2025-04-20
text/interactive,0,2025-04-20
spacing/xs,0,2025-04-20
Object sizes/default/4xl-objectSize,0,2025-04-20
Object sizes/interactive/6xl-objectSize,0,2025-04-20
spacing/none,0,2025-04-20
Object sizes/interactive/4xl-objectSize,0,2025-04-20
border-radius/l,0,2025-04-20
spacing/l,0,2025-04-20
border-width/m,0,2025-04-20
border-radius/none,0,2025-04-20
border-radius/s,0,2025-04-20
border/secondary,0,2025-04-20
Object sizes/default/xl-objectSize,0,2025-04-20
border-radius/m,0,2025-04-20
border/interactive,0,2025-04-20
Object sizes/interactive/sm-objectSize,0,2025-04-20
text/inverse,0,2025-04-20
background/secondary,0,2025-04-20
border/positive,0,2025-04-20
spacing/2xs,0,2025-04-20
background/tertiary,0,2025-04-20
background/sale,0,2025-04-20
Object sizes/interactive/xl-objectSize,0,2025-04-20
border-width/l,0,2025-04-20
background/:selected,0,2025-04-20
background/primary,0,2025-04-20
spacing/s,0,2025-04-20
Object sizes/interactive/lg-objectSize,0,2025-04-20
Object sizes/interactive/5xl-objectSize,0,2025-04-20
Object sizes/default/3xl-objectSize,0,2025-04-20
border/primary,0,2025-04-20
text/primary,0,2025-04-20
Object sizes/default/sm-objectSize,0,2025-04-20
Object sizes/default/xs-objectSize,0,2025-04-20
Object sizes/interactive/2xl-objectSize,0,2025-04-20
background/:pressed,0,2025-04-13
background/positive,0,2025-04-13
Object sizes/default/6xl-objectSize,0,2025-04-13
spacing/3xs,0,2025-04-13
spacing/l,0,2025-04-13
border/secondary,0,2025-04-13
border-width/m,0,2025-04-13
border-radius/l,0,2025-04-13
border/positive,0,2025-04-13
background/overlay,0,2025-04-13
Object sizes/default/xl-objectSize,0,2025-04-13
border-width/s,0,2025-04-13
Object sizes/interactive/6xl-objectSize,0,2025-04-13
background/primary,0,2025-04-13
Object sizes/default/sm-objectSize,0,2025-04-13
border-radius/rounded,0,2025-04-13
spacing/2xl,0,2025-04-13
border-width/l,0,2025-04-13
background/secondary,0,2025-04-13
spacing/none,0,2025-04-13
border/interactive,0,2025-04-13
Object sizes/default/3xl-objectSize,0,2025-04-13
spacing/2xs,0,2025-04-13
Object sizes/interactive/xxs-objectSize,0,2025-04-13
Object sizes/interactive/5xl-objectSize,0,2025-04-13
Object sizes/default/xs-objectSize,0,2025-04-13
text/:focus,0,2025-04-13
text/primary,0,2025-04-13
Object sizes/default/lg-objectSize,0,2025-04-13
background/brand,0,2025-04-13
border-radius/m,0,2025-04-13
text/secondary,0,2025-04-13
spacing/xl,0,2025-04-13
background/:selected,0,2025-04-13
text/inverse,0,2025-04-13
text/interactive,0,2025-04-13
spacing/m,0,2025-04-13
Object sizes/default/xxs-objectSize,0,2025-04-13
border/negative,0,2025-04-13
spacing/xs,0,2025-04-13
text/negative,0,2025-04-13
background/negative,0,2025-04-13
Object sizes/interactive/xl-objectSize,0,2025-04-13
Object sizes/interactive/4xl-objectSize,0,2025-04-13
Object sizes/interactive/lg-objectSize,0,2025-04-13
text/:hover,0,2025-04-13
border-radius/none,0,2025-04-13
Object sizes/default/4xl-objectSize,0,2025-04-13
border/primary,0,2025-04-13
text/positive,0,2025-04-13
background/tertiary,0,2025-04-13
