variable_name,actions,week
border/primary,0,2025-09-21
Object sizes/interactive/lg-objectSize,0,2025-09-21
Object sizes/default/xxs-objectSize,0,2025-09-21
background/:selected,0,2025-09-21
Object sizes/interactive/2xl-objectSize,0,2025-09-21
border/:pressed,0,2025-09-21
Object sizes/default/6xl-objectSize,0,2025-09-21
spacing/l,0,2025-09-21
text/:focus,0,2025-09-21
border/interactive,0,2025-09-21
spacing/m,0,2025-09-21
border-width/l,0,2025-09-21
spacing/2xl,0,2025-09-21
background/default,0,2025-09-21
Object sizes/default/sm-objectSize,0,2025-09-21
text/inverse,0,2025-09-21
text/interactive,0,2025-09-21
Object sizes/default/lg-objectSize,0,2025-09-21
background/overlay,0,2025-09-21
background/:pressed,0,2025-09-21
Object sizes/default/2xl-objectSize,0,2025-09-21
border-radius/l,0,2025-09-21
spacing/3xs,0,2025-09-21
border-width/s,0,2025-09-21
background/positive,0,2025-09-21
Object sizes/default/xs-objectSize,0,2025-09-21
border-radius/rounded,0,2025-09-21
text/negative,0,2025-09-21
background/tertiary,0,2025-09-21
text/primary,0,2025-09-21
text/secondary,0,2025-09-21
Object sizes/interactive/xl-objectSize,0,2025-09-21
Object sizes/interactive/sm-objectSize,0,2025-09-21
spacing/xs,0,2025-09-21
background/brand,0,2025-09-21
text/brand,0,2025-09-21
background/:hover,0,2025-09-21
border-radius/none,0,2025-09-21
text/sale,0,2025-09-21
background/sale,0,2025-09-21
border/negative,0,2025-09-21
spacing/xl,0,2025-09-21
text/[🚧 Deprecated—USE INVERSE] on-positive,0,2025-09-21
Object sizes/interactive/2xl-objectSize,0,2025-09-14
spacing/s,0,2025-09-14
Object sizes/interactive/xl-objectSize,0,2025-09-14
spacing/2xs,0,2025-09-14
text/:pressed,0,2025-09-14
text/:hover,0,2025-09-14
border-width/s,0,2025-09-14
text/[🚧 Deprecated—USE INVERSE] on-positive,0,2025-09-14
spacing/xl,0,2025-09-14
border/primary,0,2025-09-14
spacing/3xs,0,2025-09-14
text/:focus,0,2025-09-14
border/:selected,0,2025-09-14
background/positive,0,2025-09-14
border/positive,0,2025-09-14
Object sizes/interactive/6xl-objectSize,0,2025-09-14
spacing/2xl,0,2025-09-14
Object sizes/default/lg-objectSize,0,2025-09-14
border-radius/rounded,0,2025-09-14
Object sizes/default/6xl-objectSize,0,2025-09-14
text/negative,0,2025-09-14
border-width/l,0,2025-09-14
background/:selected,0,2025-09-14
opacity/disabled,0,2025-09-14
Object sizes/default/2xl-objectSize,0,2025-09-14
Object sizes/interactive/4xl-objectSize,0,2025-09-14
spacing/m,0,2025-09-14
border/secondary,0,2025-09-14
spacing/none,0,2025-09-14
Object sizes/interactive/lg-objectSize,0,2025-09-14
border-radius/l,0,2025-09-14
border/:hover,0,2025-09-14
background/sale,0,2025-09-14
border/:focus,0,2025-09-14
Object sizes/interactive/3xl-objectSize,0,2025-09-14
text/interactive,0,2025-09-14
background/secondary,0,2025-09-14
Object sizes/interactive/xs-objectSize,0,2025-09-14
Object sizes/default/xl-objectSize,0,2025-09-14
border/interactive,0,2025-09-14
Object sizes/default/sm-objectSize,0,2025-09-14
spacing/xs,0,2025-09-14
border-width/m,0,2025-09-14
background/primary,0,2025-09-14
background/brand,0,2025-09-14
border-radius/s,0,2025-09-14
border-radius/none,0,2025-09-14
text/sale,0,2025-09-14
background/tertiary,0,2025-09-14
border/negative,0,2025-09-14
background/negative,0,2025-09-14
Object sizes/default/xxs-objectSize,0,2025-09-14
text/positive,0,2025-09-14
background/:pressed,0,2025-09-14
background/:hover,0,2025-09-14
text/primary,0,2025-09-14
text/[🚧 Deprecated—USE INVERSE] on-sale,0,2025-09-14
text/inverse,0,2025-09-14
text/secondary,0,2025-09-14
text/brand,0,2025-09-14
Object sizes/interactive/5xl-objectSize,0,2025-09-14
background/overlay,0,2025-09-14
background/:focus,0,2025-09-14
text/:selected,0,2025-09-14
border/:pressed,0,2025-09-14
spacing/l,0,2025-09-14
Object sizes/interactive/sm-objectSize,0,2025-09-14
border-radius/m,0,2025-09-14
background/default,0,2025-09-14
Object sizes/default/3xl-objectSize,0,2025-09-14
border/:selected,0,2025-09-07
border-width/l,0,2025-09-07
border/negative,0,2025-09-07
border/:hover,0,2025-09-07
border-radius/m,0,2025-09-07
Object sizes/interactive/md-objectSize,0,2025-09-07
background/primary,0,2025-09-07
text/inverse,0,2025-09-07
background/negative,0,2025-09-07
text/brand,0,2025-09-07
spacing/none,0,2025-09-07
spacing/2xl,0,2025-09-07
Object sizes/interactive/lg-objectSize,0,2025-09-07
border-radius/rounded,0,2025-09-07
Object sizes/default/5xl-objectSize,0,2025-09-07
text/negative,0,2025-09-07
spacing/xl,0,2025-09-07
background/:focus,0,2025-09-07
opacity/disabled,0,2025-09-07
text/[🚧 Deprecated—USE INVERSE] on-positive,0,2025-09-07
Object sizes/interactive/sm-objectSize,0,2025-09-07
border-width/s,0,2025-09-07
border/positive,0,2025-09-07
text/sale,0,2025-09-07
background/:hover,0,2025-09-07
Object sizes/interactive/3xl-objectSize,0,2025-09-07
text/positive,0,2025-09-07
text/:focus,0,2025-09-07
Object sizes/interactive/5xl-objectSize,0,2025-09-07
Object sizes/default/sm-objectSize,0,2025-09-07
Object sizes/default/2xl-objectSize,0,2025-09-07
spacing/2xs,0,2025-09-07
border/primary,0,2025-09-07
text/interactive,0,2025-09-07
text/secondary,0,2025-09-07
Object sizes/interactive/xl-objectSize,0,2025-09-07
spacing/s,0,2025-09-07
text/primary,0,2025-09-07
border-width/m,0,2025-09-07
background/default,0,2025-09-07
Object sizes/default/xl-objectSize,0,2025-09-07
text/:hover,0,2025-09-07
Object sizes/default/3xl-objectSize,0,2025-09-07
border-radius/l,0,2025-09-07
text/:pressed,0,2025-09-07
Object sizes/interactive/6xl-objectSize,0,2025-09-07
text/[🚧 Deprecated—USE INVERSE] on-sale,0,2025-09-07
background/brand,0,2025-09-07
Object sizes/default/lg-objectSize,0,2025-09-07
border/interactive,0,2025-09-07
Object sizes/interactive/4xl-objectSize,0,2025-09-07
background/sale,0,2025-09-07
Object sizes/default/4xl-objectSize,0,2025-09-07
border/:pressed,0,2025-09-07
background/tertiary,0,2025-09-07
spacing/xs,0,2025-09-07
spacing/3xs,0,2025-09-07
background/:selected,0,2025-09-07
background/positive,0,2025-09-07
spacing/m,0,2025-09-07
Object sizes/default/6xl-objectSize,0,2025-09-07
background/secondary,0,2025-09-07
border/secondary,0,2025-09-07
border/:focus,0,2025-09-07
background/:pressed,0,2025-09-07
border-radius/none,0,2025-09-07
background/overlay,0,2025-09-07
text/:selected,0,2025-09-07
spacing/l,0,2025-09-07
Object sizes/interactive/2xl-objectSize,0,2025-09-07
background/positive,0,2025-08-31
background/tertiary,0,2025-08-31
Object sizes/default/4xl-objectSize,0,2025-08-31
border-radius/rounded,0,2025-08-31
border-width/l,0,2025-08-31
border/interactive,0,2025-08-31
Object sizes/default/3xl-objectSize,0,2025-08-31
text/brand,0,2025-08-31
border-radius/none,0,2025-08-31
border-width/s,0,2025-08-31
Object sizes/default/2xl-objectSize,0,2025-08-31
text/primary,0,2025-08-31
Object sizes/default/xl-objectSize,0,2025-08-31
text/negative,0,2025-08-31
text/positive,0,2025-08-31
border/secondary,0,2025-08-31
text/:focus,0,2025-08-31
spacing/none,0,2025-08-31
text/inverse,0,2025-08-31
border/primary,0,2025-08-31
background/secondary,0,2025-08-31
background/negative,0,2025-08-31
text/interactive,0,2025-08-31
spacing/l,0,2025-08-31
text/secondary,0,2025-08-31
Object sizes/interactive/6xl-objectSize,0,2025-08-31
background/primary,0,2025-08-31
border/:selected,0,2025-08-31
Object sizes/interactive/xl-objectSize,0,2025-08-31
spacing/m,0,2025-08-31
spacing/s,0,2025-08-31
border/negative,0,2025-08-31
border/:pressed,0,2025-08-31
Object sizes/interactive/3xl-objectSize,0,2025-08-31
Object sizes/default/lg-objectSize,0,2025-08-31
spacing/xs,0,2025-08-31
text/[🚧 Deprecated—USE INVERSE] on-sale,0,2025-08-31
Object sizes/default/sm-objectSize,0,2025-08-31
border-width/m,0,2025-08-31
Object sizes/interactive/5xl-objectSize,0,2025-08-31
background/default,0,2025-08-31
spacing/3xs,0,2025-08-31
border-radius/m,0,2025-08-31
opacity/disabled,0,2025-08-31
Object sizes/interactive/md-objectSize,0,2025-08-31
spacing/2xs,0,2025-08-31
border-radius/s,0,2025-08-31
Object sizes/default/6xl-objectSize,0,2025-08-31
background/:selected,0,2025-08-31
Object sizes/interactive/lg-objectSize,0,2025-08-31
background/sale,0,2025-08-31
border-radius/l,0,2025-08-31
text/:hover,0,2025-08-31
spacing/xl,0,2025-08-31
text/sale,0,2025-08-31
border/positive,0,2025-08-31
Object sizes/default/xxs-objectSize,0,2025-08-31
Object sizes/interactive/sm-objectSize,0,2025-08-31
text/[🚧 Deprecated—USE INVERSE] on-positive,0,2025-08-31
Object sizes/interactive/4xl-objectSize,0,2025-08-31
Object sizes/interactive/2xl-objectSize,0,2025-08-31
background/brand,0,2025-08-31
spacing/2xl,0,2025-08-31
background/overlay,0,2025-08-31
spacing/s,0,2025-08-24
background/overlay,0,2025-08-24
Object sizes/default/2xl-objectSize,0,2025-08-24
border/primary,0,2025-08-24
Object sizes/interactive/4xl-objectSize,0,2025-08-24
border-width/m,0,2025-08-24
border-radius/none,0,2025-08-24
border/negative,0,2025-08-24
background/positive,0,2025-08-24
opacity/disabled,0,2025-08-24
text/interactive,0,2025-08-24
border/:selected,0,2025-08-24
border/:hover,0,2025-08-24
background/secondary,0,2025-08-24
Object sizes/interactive/3xl-objectSize,0,2025-08-24
background/:selected,0,2025-08-24
border-width/l,0,2025-08-24
border/positive,0,2025-08-24
spacing/none,0,2025-08-24
text/:focus,0,2025-08-24
spacing/m,0,2025-08-24
Object sizes/interactive/2xl-objectSize,0,2025-08-24
border/interactive,0,2025-08-24
border-radius/rounded,0,2025-08-24
Object sizes/interactive/xl-objectSize,0,2025-08-24
spacing/2xl,0,2025-08-24
text/positive,0,2025-08-24
spacing/xs,0,2025-08-24
border/:pressed,0,2025-08-24
background/default,0,2025-08-24
text/[🚧 Deprecated—USE INVERSE] on-positive,0,2025-08-24
border-radius/m,0,2025-08-24
spacing/xl,0,2025-08-24
Object sizes/interactive/lg-objectSize,0,2025-08-24
background/primary,0,2025-08-24
Object sizes/default/lg-objectSize,0,2025-08-24
spacing/3xs,0,2025-08-24
background/negative,0,2025-08-24
background/:focus,0,2025-08-24
Object sizes/default/xl-objectSize,0,2025-08-24
text/sale,0,2025-08-24
Object sizes/interactive/sm-objectSize,0,2025-08-24
background/tertiary,0,2025-08-24
background/:hover,0,2025-08-24
background/brand,0,2025-08-24
text/:selected,0,2025-08-24
text/negative,0,2025-08-24
text/:hover,0,2025-08-24
spacing/l,0,2025-08-24
background/:pressed,0,2025-08-24
border/secondary,0,2025-08-24
spacing/2xs,0,2025-08-24
border-radius/l,0,2025-08-24
Object sizes/default/sm-objectSize,0,2025-08-24
Object sizes/default/6xl-objectSize,0,2025-08-24
text/primary,0,2025-08-24
text/brand,0,2025-08-24
border-width/s,0,2025-08-24
Object sizes/interactive/5xl-objectSize,0,2025-08-24
Object sizes/interactive/6xl-objectSize,0,2025-08-24
Object sizes/default/3xl-objectSize,0,2025-08-24
text/[🚧 Deprecated—USE INVERSE] on-sale,0,2025-08-24
text/secondary,0,2025-08-24
background/sale,0,2025-08-24
text/inverse,0,2025-08-24
Object sizes/interactive/sm-objectSize,0,2025-08-17
Object sizes/interactive/6xl-objectSize,0,2025-08-17
Object sizes/interactive/4xl-objectSize,0,2025-08-17
border-radius/l,0,2025-08-17
Object sizes/default/6xl-objectSize,0,2025-08-17
background/:pressed,0,2025-08-17
background/tertiary,0,2025-08-17
spacing/none,0,2025-08-17
text/primary,0,2025-08-17
Object sizes/interactive/xl-objectSize,0,2025-08-17
Object sizes/default/3xl-objectSize,0,2025-08-17
text/positive,0,2025-08-17
spacing/2xl,0,2025-08-17
spacing/3xs,0,2025-08-17
background/sale,0,2025-08-17
background/positive,0,2025-08-17
Object sizes/interactive/2xl-objectSize,0,2025-08-17
border-radius/rounded,0,2025-08-17
Object sizes/default/xl-objectSize,0,2025-08-17
spacing/m,0,2025-08-17
Object sizes/default/xxs-objectSize,0,2025-08-17
border-radius/s,0,2025-08-17
background/:selected,0,2025-08-17
border/negative,0,2025-08-17
text/:selected,0,2025-08-17
border/:pressed,0,2025-08-17
spacing/xl,0,2025-08-17
spacing/2xs,0,2025-08-17
Object sizes/default/xs-objectSize,0,2025-08-17
background/:focus,0,2025-08-17
border-radius/m,0,2025-08-17
border-width/s,0,2025-08-17
border/secondary,0,2025-08-17
text/secondary,0,2025-08-17
text/negative,0,2025-08-17
background/secondary,0,2025-08-17
background/overlay,0,2025-08-17
text/sale,0,2025-08-17
spacing/l,0,2025-08-17
text/inverse,0,2025-08-17
text/[🚧 Deprecated—USE INVERSE] on-sale,0,2025-08-17
border-width/l,0,2025-08-17
background/negative,0,2025-08-17
text/brand,0,2025-08-17
background/primary,0,2025-08-17
background/brand,0,2025-08-17
border/:selected,0,2025-08-17
Object sizes/interactive/md-objectSize,0,2025-08-17
Object sizes/default/lg-objectSize,0,2025-08-17
border/positive,0,2025-08-17
border/primary,0,2025-08-17
spacing/xs,0,2025-08-17
text/interactive,0,2025-08-17
border-radius/none,0,2025-08-17
background/default,0,2025-08-17
spacing/s,0,2025-08-17
border-width/m,0,2025-08-17
text/[🚧 Deprecated—USE INVERSE] on-positive,0,2025-08-17
text/:hover,0,2025-08-17
Object sizes/default/2xl-objectSize,0,2025-08-17
border/interactive,0,2025-08-17
Object sizes/interactive/3xl-objectSize,0,2025-08-17
Object sizes/default/sm-objectSize,0,2025-08-17
Object sizes/interactive/lg-objectSize,0,2025-08-17
opacity/disabled,0,2025-08-17
background/:hover,0,2025-08-17
Object sizes/interactive/xs-objectSize,0,2025-08-17
border/interactive,0,2025-08-10
border/:pressed,0,2025-08-10
border/positive,0,2025-08-10
Object sizes/default/lg-objectSize,0,2025-08-10
background/primary,0,2025-08-10
text/positive,0,2025-08-10
text/secondary,0,2025-08-10
background/secondary,0,2025-08-10
border-width/l,0,2025-08-10
Object sizes/interactive/3xl-objectSize,0,2025-08-10
Object sizes/default/5xl-objectSize,0,2025-08-10
background/:pressed,0,2025-08-10
border/:focus,0,2025-08-10
border/:selected,0,2025-08-10
text/sale,0,2025-08-10
text/[🚧 Deprecated—USE INVERSE] on-positive,0,2025-08-10
background/:selected,0,2025-08-10
border/negative,0,2025-08-10
background/overlay,0,2025-08-10
background/default,0,2025-08-10
Object sizes/default/3xl-objectSize,0,2025-08-10
spacing/l,0,2025-08-10
Object sizes/default/xl-objectSize,0,2025-08-10
text/interactive,0,2025-08-10
Object sizes/default/sm-objectSize,0,2025-08-10
spacing/xl,0,2025-08-10
Object sizes/interactive/6xl-objectSize,0,2025-08-10
border/:hover,0,2025-08-10
border/secondary,0,2025-08-10
spacing/2xs,0,2025-08-10
Object sizes/default/xxs-objectSize,0,2025-08-10
text/inverse,0,2025-08-10
background/positive,0,2025-08-10
background/:hover,0,2025-08-10
Object sizes/interactive/4xl-objectSize,0,2025-08-10
Object sizes/interactive/xl-objectSize,0,2025-08-10
background/negative,0,2025-08-10
border-radius/none,0,2025-08-10
border-width/m,0,2025-08-10
border-width/s,0,2025-08-10
spacing/s,0,2025-08-10
text/:hover,0,2025-08-10
spacing/none,0,2025-08-10
border/primary,0,2025-08-10
opacity/disabled,0,2025-08-10
Object sizes/default/6xl-objectSize,0,2025-08-10
text/brand,0,2025-08-10
text/primary,0,2025-08-10
spacing/m,0,2025-08-10
Object sizes/default/2xl-objectSize,0,2025-08-10
background/sale,0,2025-08-10
Object sizes/interactive/sm-objectSize,0,2025-08-10
text/:selected,0,2025-08-10
background/:focus,0,2025-08-10
background/tertiary,0,2025-08-10
border-radius/rounded,0,2025-08-10
text/[🚧 Deprecated—USE INVERSE] on-sale,0,2025-08-10
background/brand,0,2025-08-10
text/:pressed,0,2025-08-10
spacing/2xl,0,2025-08-10
spacing/xs,0,2025-08-10
Object sizes/interactive/lg-objectSize,0,2025-08-10
Object sizes/interactive/2xl-objectSize,0,2025-08-10
border-radius/l,0,2025-08-10
border-radius/m,0,2025-08-10
Object sizes/default/xs-objectSize,0,2025-08-10
text/negative,0,2025-08-10
spacing/3xs,0,2025-08-10
Object sizes/interactive/4xl-objectSize,0,2025-08-03
Object sizes/interactive/5xl-objectSize,0,2025-08-03
Object sizes/default/sm-objectSize,0,2025-08-03
spacing/l,0,2025-08-03
border-width/l,0,2025-08-03
text/secondary,0,2025-08-03
Object sizes/default/xxs-objectSize,0,2025-08-03
border-radius/m,0,2025-08-03
border/interactive,0,2025-08-03
border/:focus,0,2025-08-03
background/brand,0,2025-08-03
border/:pressed,0,2025-08-03
text/sale,0,2025-08-03
border/:selected,0,2025-08-03
Object sizes/default/2xl-objectSize,0,2025-08-03
opacity/disabled,0,2025-08-03
Object sizes/interactive/6xl-objectSize,0,2025-08-03
background/secondary,0,2025-08-03
spacing/xs,0,2025-08-03
text/:selected,0,2025-08-03
spacing/3xs,0,2025-08-03
background/sale,0,2025-08-03
text/primary,0,2025-08-03
background/positive,0,2025-08-03
border-radius/l,0,2025-08-03
Object sizes/default/xl-objectSize,0,2025-08-03
text/negative,0,2025-08-03
text/positive,0,2025-08-03
spacing/s,0,2025-08-03
spacing/none,0,2025-08-03
background/overlay,0,2025-08-03
background/tertiary,0,2025-08-03
Object sizes/default/6xl-objectSize,0,2025-08-03
border/positive,0,2025-08-03
text/interactive,0,2025-08-03
text/[🚧 Deprecated—USE INVERSE] on-positive,0,2025-08-03
Object sizes/default/3xl-objectSize,0,2025-08-03
border-width/s,0,2025-08-03
text/inverse,0,2025-08-03
Object sizes/interactive/2xl-objectSize,0,2025-08-03
spacing/2xs,0,2025-08-03
Object sizes/interactive/xl-objectSize,0,2025-08-03
border-width/m,0,2025-08-03
background/primary,0,2025-08-03
border/primary,0,2025-08-03
text/brand,0,2025-08-03
border/negative,0,2025-08-03
Object sizes/default/lg-objectSize,0,2025-08-03
border-radius/none,0,2025-08-03
background/:pressed,0,2025-08-03
Object sizes/interactive/3xl-objectSize,0,2025-08-03
background/default,0,2025-08-03
background/negative,0,2025-08-03
spacing/xl,0,2025-08-03
spacing/2xl,0,2025-08-03
text/[🚧 Deprecated—USE INVERSE] on-sale,0,2025-08-03
border-radius/rounded,0,2025-08-03
border/secondary,0,2025-08-03
spacing/m,0,2025-08-03
background/:selected,0,2025-08-03
Object sizes/interactive/lg-objectSize,0,2025-08-03
background/positive,0,2025-07-27
background/negative,0,2025-07-27
Object sizes/interactive/2xl-objectSize,0,2025-07-27
spacing/2xl,0,2025-07-27
Object sizes/default/sm-objectSize,0,2025-07-27
border/:hover,0,2025-07-27
Object sizes/interactive/5xl-objectSize,0,2025-07-27
background/:hover,0,2025-07-27
Object sizes/interactive/md-objectSize,0,2025-07-27
text/positive,0,2025-07-27
border/:pressed,0,2025-07-27
Object sizes/interactive/xl-objectSize,0,2025-07-27
background/:selected,0,2025-07-27
text/:focus,0,2025-07-27
background/:pressed,0,2025-07-27
border/:selected,0,2025-07-27
background/tertiary,0,2025-07-27
text/secondary,0,2025-07-27
text/interactive,0,2025-07-27
Object sizes/default/6xl-objectSize,0,2025-07-27
border/primary,0,2025-07-27
border/negative,0,2025-07-27
text/[🚧 Deprecated—USE INVERSE] on-positive,0,2025-07-27
border-width/m,0,2025-07-27
spacing/3xs,0,2025-07-27
Object sizes/default/xxs-objectSize,0,2025-07-27
border/interactive,0,2025-07-27
text/negative,0,2025-07-27
border-radius/m,0,2025-07-27
border-width/l,0,2025-07-27
background/overlay,0,2025-07-27
text/inverse,0,2025-07-27
text/:pressed,0,2025-07-27
background/brand,0,2025-07-27
Object sizes/default/xl-objectSize,0,2025-07-27
background/primary,0,2025-07-27
text/:selected,0,2025-07-27
text/primary,0,2025-07-27
spacing/s,0,2025-07-27
border/secondary,0,2025-07-27
Object sizes/interactive/6xl-objectSize,0,2025-07-27
spacing/none,0,2025-07-27
Object sizes/default/lg-objectSize,0,2025-07-27
spacing/xs,0,2025-07-27
border/positive,0,2025-07-27
opacity/disabled,0,2025-07-27
border-radius/rounded,0,2025-07-27
spacing/2xs,0,2025-07-27
border-radius/l,0,2025-07-27
background/sale,0,2025-07-27
background/:focus,0,2025-07-27
border-radius/s,0,2025-07-27
border/:focus,0,2025-07-27
border-radius/none,0,2025-07-27
spacing/xl,0,2025-07-27
spacing/m,0,2025-07-27
text/:hover,0,2025-07-27
text/sale,0,2025-07-27
Object sizes/default/4xl-objectSize,0,2025-07-27
spacing/l,0,2025-07-27
border-width/s,0,2025-07-27
Object sizes/default/2xl-objectSize,0,2025-07-27
background/secondary,0,2025-07-27
background/default,0,2025-07-27
text/brand,0,2025-07-27
Object sizes/interactive/lg-objectSize,0,2025-07-27
Object sizes/interactive/3xl-objectSize,0,2025-07-27
Object sizes/default/3xl-objectSize,0,2025-07-27
spacing/2xs,0,2025-07-20
text/sale,0,2025-07-20
text/secondary,0,2025-07-20
spacing/xs,0,2025-07-20
background/positive,0,2025-07-20
text/:hover,0,2025-07-20
background/:hover,0,2025-07-20
spacing/s,0,2025-07-20
background/:pressed,0,2025-07-20
text/primary,0,2025-07-20
Object sizes/interactive/6xl-objectSize,0,2025-07-20
border/:focus,0,2025-07-20
border/interactive,0,2025-07-20
Object sizes/interactive/3xl-objectSize,0,2025-07-20
Object sizes/interactive/2xl-objectSize,0,2025-07-20
Object sizes/default/4xl-objectSize,0,2025-07-20
border/primary,0,2025-07-20
border-radius/s,0,2025-07-20
Object sizes/interactive/5xl-objectSize,0,2025-07-20
Object sizes/interactive/md-objectSize,0,2025-07-20
background/sale,0,2025-07-20
text/:selected,0,2025-07-20
Object sizes/default/lg-objectSize,0,2025-07-20
border-width/l,0,2025-07-20
Object sizes/default/sm-objectSize,0,2025-07-20
opacity/disabled,0,2025-07-20
border-radius/m,0,2025-07-20
background/negative,0,2025-07-20
Object sizes/default/3xl-objectSize,0,2025-07-20
Object sizes/interactive/xl-objectSize,0,2025-07-20
border/negative,0,2025-07-20
text/negative,0,2025-07-20
spacing/3xs,0,2025-07-20
background/:selected,0,2025-07-20
background/overlay,0,2025-07-20
background/default,0,2025-07-20
border-width/s,0,2025-07-20
Object sizes/default/xl-objectSize,0,2025-07-20
border-radius/l,0,2025-07-20
spacing/xl,0,2025-07-20
Object sizes/interactive/sm-objectSize,0,2025-07-20
spacing/none,0,2025-07-20
text/positive,0,2025-07-20
border-width/m,0,2025-07-20
background/primary,0,2025-07-20
Object sizes/default/xxs-objectSize,0,2025-07-20
text/:focus,0,2025-07-20
spacing/m,0,2025-07-20
border/:pressed,0,2025-07-20
border/secondary,0,2025-07-20
border-radius/rounded,0,2025-07-20
text/interactive,0,2025-07-20
Object sizes/default/2xl-objectSize,0,2025-07-20
border/positive,0,2025-07-20
background/tertiary,0,2025-07-20
background/brand,0,2025-07-20
border-radius/none,0,2025-07-20
text/brand,0,2025-07-20
spacing/l,0,2025-07-20
border/:hover,0,2025-07-20
Object sizes/interactive/lg-objectSize,0,2025-07-20
background/secondary,0,2025-07-20
Object sizes/default/6xl-objectSize,0,2025-07-20
spacing/2xl,0,2025-07-20
Object sizes/interactive/4xl-objectSize,0,2025-07-20
text/inverse,0,2025-07-20
background/primary,0,2025-07-13
text/negative,0,2025-07-13
border/positive,0,2025-07-13
border-radius/rounded,0,2025-07-13
border/primary,0,2025-07-13
border/interactive,0,2025-07-13
background/default,0,2025-07-13
Object sizes/interactive/md-objectSize,0,2025-07-13
spacing/2xs,0,2025-07-13
background/:selected,0,2025-07-13
border-radius/none,0,2025-07-13
border/negative,0,2025-07-13
background/secondary,0,2025-07-13
text/secondary,0,2025-07-13
Object sizes/interactive/xl-objectSize,0,2025-07-13
Object sizes/default/3xl-objectSize,0,2025-07-13
Object sizes/interactive/6xl-objectSize,0,2025-07-13
background/brand,0,2025-07-13
Object sizes/default/4xl-objectSize,0,2025-07-13
spacing/xl,0,2025-07-13
Object sizes/interactive/xs-objectSize,0,2025-07-13
background/positive,0,2025-07-13
Object sizes/interactive/4xl-objectSize,0,2025-07-13
Object sizes/default/xs-objectSize,0,2025-07-13
Object sizes/default/xl-objectSize,0,2025-07-13
Object sizes/interactive/lg-objectSize,0,2025-07-13
border-radius/m,0,2025-07-13
background/sale,0,2025-07-13
opacity/disabled,0,2025-07-13
Object sizes/interactive/5xl-objectSize,0,2025-07-13
text/:selected,0,2025-07-13
Object sizes/default/sm-objectSize,0,2025-07-13
border-width/s,0,2025-07-13
Object sizes/interactive/2xl-objectSize,0,2025-07-13
border/:hover,0,2025-07-13
Object sizes/interactive/sm-objectSize,0,2025-07-13
Object sizes/default/lg-objectSize,0,2025-07-13
spacing/xs,0,2025-07-13
text/:focus,0,2025-07-13
text/inverse,0,2025-07-13
background/:focus,0,2025-07-13
border/:pressed,0,2025-07-13
background/tertiary,0,2025-07-13
spacing/2xl,0,2025-07-13
text/primary,0,2025-07-13
Object sizes/default/6xl-objectSize,0,2025-07-13
spacing/l,0,2025-07-13
spacing/3xs,0,2025-07-13
Object sizes/default/xxs-objectSize,0,2025-07-13
spacing/s,0,2025-07-13
spacing/m,0,2025-07-13
Object sizes/interactive/3xl-objectSize,0,2025-07-13
Object sizes/default/2xl-objectSize,0,2025-07-13
spacing/none,0,2025-07-13
border/:focus,0,2025-07-13
border/secondary,0,2025-07-13
text/sale,0,2025-07-13
background/negative,0,2025-07-13
text/brand,0,2025-07-13
border-width/m,0,2025-07-13
text/interactive,0,2025-07-13
background/:hover,0,2025-07-13
background/:pressed,0,2025-07-13
text/positive,0,2025-07-13
border-radius/l,0,2025-07-13
background/overlay,0,2025-07-13
border-width/l,0,2025-07-13
spacing/s,0,2025-07-06
spacing/m,0,2025-07-06
border-radius/l,0,2025-07-06
spacing/3xs,0,2025-07-06
background/negative,0,2025-07-06
text/positive,0,2025-07-06
Object sizes/interactive/3xl-objectSize,0,2025-07-06
Object sizes/interactive/xl-objectSize,0,2025-07-06
spacing/2xs,0,2025-07-06
background/tertiary,0,2025-07-06
border/secondary,0,2025-07-06
background/secondary,0,2025-07-06
Object sizes/interactive/sm-objectSize,0,2025-07-06
Object sizes/default/3xl-objectSize,0,2025-07-06
Object sizes/default/xl-objectSize,0,2025-07-06
Object sizes/default/lg-objectSize,0,2025-07-06
border/primary,0,2025-07-06
text/negative,0,2025-07-06
background/sale,0,2025-07-06
background/positive,0,2025-07-06
border-width/s,0,2025-07-06
Object sizes/interactive/lg-objectSize,0,2025-07-06
background/overlay,0,2025-07-06
border/positive,0,2025-07-06
opacity/disabled,0,2025-07-06
background/:pressed,0,2025-07-06
spacing/2xl,0,2025-07-06
Object sizes/default/sm-objectSize,0,2025-07-06
spacing/xs,0,2025-07-06
Object sizes/interactive/2xl-objectSize,0,2025-07-06
spacing/none,0,2025-07-06
border/negative,0,2025-07-06
Object sizes/default/2xl-objectSize,0,2025-07-06
Object sizes/interactive/5xl-objectSize,0,2025-07-06
background/default,0,2025-07-06
border-radius/s,0,2025-07-06
text/:focus,0,2025-07-06
Object sizes/interactive/md-objectSize,0,2025-07-06
Object sizes/interactive/4xl-objectSize,0,2025-07-06
Object sizes/default/xxs-objectSize,0,2025-07-06
text/inverse,0,2025-07-06
text/:selected,0,2025-07-06
border-width/m,0,2025-07-06
background/:hover,0,2025-07-06
text/secondary,0,2025-07-06
Object sizes/interactive/6xl-objectSize,0,2025-07-06
text/brand,0,2025-07-06
background/primary,0,2025-07-06
Object sizes/interactive/xs-objectSize,0,2025-07-06
text/primary,0,2025-07-06
Object sizes/default/4xl-objectSize,0,2025-07-06
background/brand,0,2025-07-06
text/interactive,0,2025-07-06
