component_name,component_set_name,week,insertions,detachments
Icon - Sale,,2025-08-10,111,0
"Platform=App, Type=Error",Notifications,2025-08-10,27,0
"Type=Color Swatch, State=Default",Dropdown Trigger (default),2025-08-10,2,0
"State=Hover, Type=Swatch",🚧 [DEPRECATED] Selector,2025-08-10,1,0
"Platform=App, Size=Large (48x48), Outline=Yes, State=Deselected",Icon button - Wishlist,2025-08-10,13,0
Icon - Pinterest,,2025-08-10,28,0
"Panel=Default, State=Expanded, Optional=Off, Subtext=Off, Static content=On",Panel,2025-08-10,38,0
Pill,,2025-08-10,4598,1
Icon - Share (Web),,2025-08-10,17,1
"Platform=App, Type=Success",Notifications,2025-08-10,63,0
Icon - Magnifying glass,,2025-08-10,214,1
Icon - Facecare,,2025-08-10,13,0
Type=Down,Icon button - Navigation arrow,2025-08-10,24,0
Icon - Handshake,,2025-08-10,6,0
"Platform=Web, Type=Standard, Size=Small, State=Hover",Link,2025-08-10,1,0
Alignment=Fixed,Tabs group,2025-08-10,23,0
"Panel=Default, State=Expanded, Optional=On, Subtext=On, Static content=On",Panel,2025-08-10,5,0
"Type=Tertiary, State=Default, Size=Small",Button,2025-08-10,153,3
Platform=Web,Icon button - More,2025-08-10,5,0
Icon - Bags,,2025-08-10,2,0
"Type=Tertiary, State=Focus, Size=Default",Button,2025-08-10,1,1
"Type=Color Swatch, State=Disabled",Dropdown Trigger (default),2025-08-10,1,0
Icon - Zalando Plus,,2025-08-10,13,0
"Level=3 Star, Size=Small",Plus Levels Logo,2025-08-10,20,0
"Platform=iOS, Type=Icon link, State=Default, Size=Small",🚧 [DEPRECATED] Link,2025-08-10,77,0
"Expanded=Off, State=Default, Style=Bold",Accordion (Default),2025-08-10,329,0
"Type=Filter, Platform=Desktop, State=Focused filled",Search bar,2025-08-10,2,0
Icon - Face Strong Negative (Outlined),,2025-08-10,25,0
"State=Default, Label=Yes, Optional=On, Message=None, Icon=Trailing",Text input,2025-08-10,48,0
Breakpoints=320 - 374,Header,2025-08-10,7,2
"Platform=App, Type=Default",Notifications,2025-08-10,9,0
Icon - Thumbs Up (outline),,2025-08-10,11,0
"Checked=On, State=Selected",Checkbox,2025-08-10,53,0
"Type=Single/Multi-select, Lines=Single, State=Selected, With icon=Yes",🚧 [DEPRECATED] List - Controls,2025-08-10,20,0
"Breakpoint=1280+ (Desktop), Size=Medium, Header (Optional)=On, Title (Optional)=On, Footer (Optional)=On",Dialog (Web),2025-08-10,1,1
Icon - Photo,,2025-08-10,3,0
Icon - Butterfly,,2025-08-10,1,0
"State=Default, Size=Large",Text buttons,2025-08-10,884,0
"Platform=Web, Type=Navigation link, State=Default, Size=Large",🚧 [DEPRECATED] Link,2025-08-10,58,1
"Type=List Item, Lines=Two, Style=Bold, States=Default, Icon=True, Chevron=True",List - Item (Default),2025-08-10,585,2
Icon - Swimwear (Women),,2025-08-10,41,0
Breakpoints=375 - 1023,Header,2025-08-10,56,0
Type=3 Levels,Breadcrumbs,2025-08-10,5,0
"Thickness=2px, Colour=Black",Divider (Horizontal),2025-08-10,114,0
Platform=App,Icon button - More,2025-08-10,11,0
Type=Default,🚧 [DEPRECATED] Plus short,2025-08-10,1,0
"Type=Filter, Platform=mWeb, State=Focused filled",Search bar,2025-08-10,4,0
Icon - Audio Off (Mute),,2025-08-10,3,0
Icon - Chevron Right,,2025-08-10,1426,1
Icon - Truck (Fast),,2025-08-10,78,0
Type=Subtle,🚧 [DEPRECATED] Plus short,2025-08-10,139,0
Icon - Chevron Left,,2025-08-10,43,0
"Platform=Mobile/App, Link color=Black, Overlay=Off",Embedded Navigation,2025-08-10,180,0
Size=48px (XL),Spacer,2025-08-10,33,0
Icon - Spinner,,2025-08-10,28,1
Icon - Shoes (High Heels),,2025-08-10,3,0
"Type=Tertiary, State=Selected, Size=Default",Button,2025-08-10,13,0
Icon - Credit Card,,2025-08-10,28,0
"Level=2 Shine, Size=Small",Plus Levels Logo,2025-08-10,10,0
Type=Positive,Flag,2025-08-10,7186,1
Icon - Star (Outlined),,2025-08-10,84,0
"Number=Double, Resize=Original",Badge,2025-08-10,273,0
Icon - Ruler vertical,,2025-08-10,3,0
"State=Default, Platform=Web",Filter Dropdown Trigger,2025-08-10,220,0
Country=Switzerland (CH),Country flag,2025-08-10,5,0
"Breakpoint=375 (Mobile), Size=Small, Header (Optional)=Off, Title (Optional)=On, Footer (Optional)=On",Dialog (Web),2025-08-10,1,0
Icon -  Arrow (Down),,2025-08-10,6,0
Icon - Cross (X) (Circle - Filled),,2025-08-10,57,0
Icon - Copy,,2025-08-10,123,0
Icon - Email Approved,,2025-08-10,28,0
"State=Default, Label=No, Optional=Off, Message=None, Icon=Trailing",Text input,2025-08-10,64,1
"Platform=App, Type=Success, Icon (Optional)=Off, Text link (Optional)=On",🚧 [DEPRECATED] Notifications,2025-08-10,2,0
"With icon=False, State=Selected, Size=Small",Follow button,2025-08-10,3,0
"Type=With label, State=Default",Rating stars,2025-08-10,131,0
Icon - Face Strong Positive (Outlined),,2025-08-10,54,0
"Platform=Web, Type=Success",Notifications,2025-08-10,14,0
Icon - Truck (Premium) ,,2025-08-10,10,0
"Number=Triple, Resize=Original",Badge,2025-08-10,267,0
Icon - Select,,2025-08-10,5,0
"State=Default, Label=Yes, Optional=Off, Message=None, Icon=Trailing",Text input,2025-08-10,12,0
"Type=Category, Platform=iOS, State=Focused filled",Search bar,2025-08-10,3,0
"Left action=Back (Arrow), Action=Text action",Top bar (iOS),2025-08-10,230,0
"Panel=Default, State=Collapsed, Optional=On, Subtext=Off, Static content=Off",Panel,2025-08-10,23,0
Icon - Protection,,2025-08-10,16,0
Icon - Instagram,,2025-08-10,28,0
Icon - Microphone,,2025-08-10,9,0
"Platform=Desktop, Link color=Black, Overlay=On",Embedded Navigation,2025-08-10,2,0
"States=Completed, Type=Icon, Orientation=Horizontal, Text=None (Zero)",🚧 [DEPRECATED] Progress Stepper,2025-08-10,1,0
Icon - Barcode,,2025-08-10,28,0
Type=Default,🚧 [DEPRECATED] Plus short,2025-08-10,7391,0
Icon - Avocado,,2025-08-10,14,0
Icon - Confetti,,2025-08-10,25,0
"Type=Single/Multi-select, Lines=Single, State=Selected, With icon=No",🚧 [DEPRECATED] List - Controls,2025-08-10,1,0
Platform=App,Icon button - More,2025-08-10,856,1
"Platform=App, Type=Error, Icon (Optional)=On, Text link (Optional)=Off",🚧 [DEPRECATED] Notifications,2025-08-10,9,0
State=Disabled,.Breadcrumb link,2025-08-10,2,0
Icon - Calendar Star,,2025-08-10,22,0
Country=Germany (DE),Country flag,2025-08-10,54,0
Type=Default,🚧 [DEPRECATED] Plus short,2025-08-10,2,0
Size=16px (S),Spacer,2025-08-10,439,0
Color=Original,🚧 [DEPRECATED] Zalando Plus Pill Logo (Wordmark),2025-08-10,68,0
"State=Default, Platform=App & mWeb",Filter Dropdown Trigger,2025-08-10,152,0
"Breakpoint=375 (Mobile), Size=Small, Header (Optional)=On, Title (Optional)=On, Footer (Optional)=On",Dialog (Web),2025-08-10,3,0
"Left action=Close (X), Action=Icon",Top bar (iOS),2025-08-10,167,0
Icon -  Arrow (Right),,2025-08-10,531,0
Icon - Inspiration (Other),,2025-08-10,2,0
"Platform=Web, Type=Standard, Size=Large, State=Default",Link,2025-08-10,72,0
Icon - Clothing,,2025-08-10,34,0
"Platform=Web, Type=Standard, Size=Small, State=Default",Link,2025-08-10,74,0
"Platform=Web, Type=Success, Icon (Optional)=On, Text link (Optional)=On",🚧 [DEPRECATED] Notifications,2025-08-10,2,0
Divider (Vertical),,2025-08-10,866,1
"Type=Follow button, Lines=Single, State=Deselected, With icon=No",🚧 [DEPRECATED] List - Controls,2025-08-10,36,1
Icon -  Arrow (Up),,2025-08-10,24,0
"Platform=iOS, Type=Standard link, State=Default, Size=Small",🚧 [DEPRECATED] Link,2025-08-10,271,0
"State=Selected, Platform=Web",Filter Dropdown Trigger,2025-08-10,1,0
Type=1. Portrait,Image ratio,2025-08-10,116,0
Icon - Pause,,2025-08-10,64,0
"Platform=Web, Type=Standard link, State=Hover (web), Size=Medium",🚧 [DEPRECATED] Link,2025-08-10,305,0
"Platform=Web, Type=Navigation link, State=Default, Size=Small",🚧 [DEPRECATED] Link,2025-08-10,357,0
Icon - Skirts (Kids),,2025-08-10,23,0
Type=Default,🚧 [DEPRECATED] Plus short,2025-08-10,11,0
"Breakpoint=1280+ (Desktop), Size=Large, Header (Optional)=Off, Title (Optional)=On, Footer (Optional)=On",Dialog (Web),2025-08-10,2,0
Icon - Fire,,2025-08-10,14,0
"Expanded=false, State=Default",Expandable container [Based on current component],2025-08-10,15,0
"Left action=Close (X), Action=Text action",Top bar (iOS),2025-08-10,75,0
State=Selected,Reminder button,2025-08-10,2,0
Icon - Clothing Set (Kids),,2025-08-10,6,0
Icon - Shapes (Grid),,2025-08-10,7,0
"Type=List Item, Lines=One, Style=Regular, States=Default, Icon=False, Chevron=False",List - Item (Default),2025-08-10,5,0
"Platform=Web, Type=Standard, Size=Medium, State=Default",Link,2025-08-10,119,0
"Platform=iOS, CTA Length=Short, Intention=Inform",Dialog (App),2025-08-10,3,0
"Platform=Web, Type=Default",Notifications,2025-08-10,5,0
Icon - Play,,2025-08-10,477,0
Color=No,Divider - Dashed (Progress Stepper Only),2025-08-10,45,0
"Platform=iOS, CTA Length=Short, Intention=Ping",Dialog (App),2025-08-10,6,0
Platform=iOS,Top bar catalogue,2025-08-10,3,0
Type=7. Achtung,Image ratio,2025-08-10,2,0
Icon - Placeholder,,2025-08-10,263,0
State=Deselected,Radio button,2025-08-10,526,0
"Platform=Web, Size=Large (48x48), Outline=Yes, State=Deselected",Icon button - Wishlist,2025-08-10,20,0
"Platform=Mobile/App, Link color=Black, Overlay=On",Embedded Navigation,2025-08-10,3,0
Icon - Hanger Sparkle,,2025-08-10,1,0
Country=Ireland (IE),Country flag,2025-08-10,5,0
Platform=Android,Status bar,2025-08-10,79,0
"Platform=Web, Type=Icon, Size=Small, State=Default",Link,2025-08-10,11,0
Icon - Size Fit,,2025-08-10,4,0
"Breakpoint=1280+ (Desktop), Size=Small, Header (Optional)=On, Title (Optional)=On, Footer (Optional)=On",Dialog (Web),2025-08-10,3,0
"Range=Full, State=Default",Range slider,2025-08-10,1,0
Icon -  Avatar A,,2025-08-10,323,1
Icon - Compare Outlined,,2025-08-10,1,0
"Orientation=Horizontal, State=Initial",Video (Web),2025-08-10,35,0
Icon - Box,,2025-08-10,270,0
Icon - Bell Set (Outlined),,2025-08-10,32,0
"With icon=False, State=Default, Size=Default",Follow button,2025-08-10,1,0
Icon - Hat,,2025-08-10,40,0
"Left action=None, Action=None",Top bar (iOS),2025-08-10,48,0
"Viewport=iOS: 375+, Selected tab=Wishlist",Navigation bar,2025-08-10,45,0
Icon - Heart (Filled),,2025-08-10,440,0
Icon - Price info,,2025-08-10,80,0
Icon - Clock,,2025-08-10,48,0
Type=2. Almost square,Image ratio,2025-08-10,216,0
"Type=Primary, State=Focus, Size=Default",Button,2025-08-10,1,0
Icon - Cross (X),,2025-08-10,1082,1
Type=Informative,Input message,2025-08-10,50,1
Icon - Shopping bag (Full),,2025-08-10,55,0
Icon - Shoes (Trainers),,2025-08-10,3,0
Icon -  Avatar F,,2025-08-10,12,0
Icon - Donate,,2025-08-10,2,0
"Type=Secondary, State=Default, Size=Default",Button,2025-08-10,993,0
"Type=List Item, Lines=Three, Style=Bold, States=Default, Icon=True, Chevron=True",List - Item (Default),2025-08-10,311,1
"Platform=Web, Outline=Off",Icon button - Remove Close,2025-08-10,142,1
Icon - Color Palette,,2025-08-10,7,0
Alignment=Auto-width,Tabs group,2025-08-10,207,1
"Number=Single, Resize=Original",Badge,2025-08-10,295,0
Icon - Fingerprint,,2025-08-10,6,0
Icon - Lock Closed,,2025-08-10,256,0
"Platform=Web, State=Default",Icon button - Trade-in,2025-08-10,7,0
Icon - Newsletter,,2025-08-10,11,0
"Platform=Web, State=Deselected",Icon button - Reminder,2025-08-10,2,0
"Platform=Web, Type=Icon link, State=Default, Size=Large",🚧 [DEPRECATED] Link,2025-08-10,322,0
"Platform=Web, Type=Standard link, State=Default, Size=Large",🚧 [DEPRECATED] Link,2025-08-10,263,0
"Left action=Back (Arrow), Action=Icon",Top bar (iOS),2025-08-10,346,0
"With icon=True, State=Selected, Size=Small",Follow button,2025-08-10,35,0
"State=Active, Label=Yes, Optional=Off, Message=None, Icon=Trailing",Text input,2025-08-10,3,0
"Checked=Off, State=Disabled",Checkbox,2025-08-10,13,0
Size=4px (XXXS),Spacer,2025-08-10,884,0
State=Default,.Breadcrumb link,2025-08-10,97,0
Icon - Currency ,,2025-08-10,28,0
Icon - T-shirt Recycled,,2025-08-10,1,0
"Platform=Web, Type=Navigation link, State=Hover (web), Size=Medium",🚧 [DEPRECATED] Link,2025-08-10,25,0
"States=Selected, Type=Number, Orientation=Horizontal, Text=One",🚧 [DEPRECATED] Progress Stepper,2025-08-10,14,0
"Type=Filter, Platform=Desktop, State=Default",Search bar,2025-08-10,5,0
"Checked=On, State=Disabled",Checkbox,2025-08-10,9,0
"Type=Default, State=Default",Dropdown Trigger (default),2025-08-10,542,0
"Platform=Web, Size=Large (48x48), Outline=No, State=Deselected",Icon button - Wishlist,2025-08-10,3516,0
Icon - Clapping (Outlined),,2025-08-10,9,0
"Expanded=off, Level=Level 1, State=Default",Accordion (Large),2025-08-10,3,0
"State=Max length, Optional=Yes, Message=None",Text area,2025-08-10,13,0
"Buttons=None, Visual=None",Tooltip,2025-08-10,4,0
Icon - View grid,,2025-08-10,97,0
Icon - Bug,,2025-08-10,14,0
Icon - Chat,,2025-08-10,48,0
Icon - Partner Brands,,2025-08-10,8,0
Icon - Shirts (Men),,2025-08-10,4,0
"Platform=App, Type=Default, Icon (Optional)=On, Text link (Optional)=Off",🚧 [DEPRECATED] Notifications,2025-08-10,1,0
State=Selected,Reminder button,2025-08-10,123,0
"Thickness=1px, Colour=Black",Divider (Horizontal),2025-08-10,286,0
"Breakpoint=375 (Mobile), Size=Medium, Header (Optional)=Off, Title (Optional)=On, Footer (Optional)=On",Dialog (Web),2025-08-10,10,0
Icon - Star (Half),,2025-08-10,6,0
"State=Selected, Platform=App & mWeb",Filter Dropdown Trigger,2025-08-10,2,0
"State=Default, Label=Yes, Optional=On, Message=None, Icon=None",Text input,2025-08-10,7,0
Icon - Calendar Blank,,2025-08-10,2,0
"Platform=iOS, Type=Icon link, State=Default, Size=Medium",🚧 [DEPRECATED] Link,2025-08-10,269,0
Icon - Jumpsuits (Women),,2025-08-10,2,0
"Platform=Desktop, Link color=Black, Overlay=Off",Embedded Navigation,2025-08-10,19,0
"State=Default, Badge=No",Dropdown Icon Trigger,2025-08-10,189,0
"Viewport=iOS: 375+, Selected tab=Categories",Navigation bar,2025-08-10,350,0
"Level=4 Superstar, Size=Small",Plus Levels Logo,2025-08-10,15,0
"Type=Color Swatch, State=Selected",Dropdown Trigger (default),2025-08-10,1,0
"Viewport=iOS: 375+, Selected tab=Bag",Navigation bar,2025-08-10,10,0
Icon - Shopping bag (empty),,2025-08-10,462,0
Type=Negative,Flag,2025-08-10,13,0
"Type=Wordmark, Color=White",Zalando Logo,2025-08-10,7,0
"With icon=True, State=Default, Size=Default",Follow button,2025-08-10,81,0
Icon - Shoes (Boots),,2025-08-10,3,0
Icon - Play Triangle,,2025-08-10,28,0
Platform=App / mWeb,List - Headers,2025-08-10,120,0
Icon - Bulb,,2025-08-10,4,0
"State=Default, Size=Medium",Text buttons,2025-08-10,165,0
Platform=Web,Icon button - More,2025-08-10,27,0
"Type=Default, State=Disabled",Dropdown Trigger (default),2025-08-10,58,0
"Panel=Default, State=Expanded, Optional=Off, Subtext=On, Static content=Off",Panel,2025-08-10,3,0
Color=Yes,Divider - Dashed (Progress Stepper Only),2025-08-10,3,0
"State=Selected, Type=Default",🚧 [DEPRECATED] Selector,2025-08-10,69,0
Size=8px (XXS),Spacer,2025-08-10,546,0
Platform=iOS: iPhone X (and newer),Status bar,2025-08-10,2912,0
"Platform=Web, Type=Standard link, State=Default, Size=Small",🚧 [DEPRECATED] Link,2025-08-10,192,0
"Type=List Item, Lines=One, Style=Bold, States=Disabled, Icon=True, Chevron=True",List - Item (Default),2025-08-10,158,0
Type=Default,🚧 [DEPRECATED] Plus short,2025-08-10,4,0
"Left action=None, Action=Icon",Top bar (iOS),2025-08-10,16,0
Icon - Sweatshirts,,2025-08-10,1,0
Breakpoints=1280+,Footer,2025-08-10,111,0
Layer=Background,Page control,2025-08-10,213,0
State=Selected,Reminder button,2025-08-10,3,0
Icon - Phone,,2025-08-10,52,0
"State=Hover, Size=Medium",Text buttons,2025-08-10,7,0
Icon - T-shirts,,2025-08-10,1,0
"Platform=App, Type=Error, Icon (Optional)=On, Text link (Optional)=On",🚧 [DEPRECATED] Notifications,2025-08-10,2,0
Platform=App,Icon button - More,2025-08-10,777,0
Size=12px (XS),Spacer,2025-08-10,270,0
Icon - Expand Arrow,,2025-08-10,201,0
"Platform=App, Type=Default, Icon (Optional)=On, Text link (Optional)=On",🚧 [DEPRECATED] Notifications,2025-08-10,35,0
Icon - Shoes (Other),,2025-08-10,12,0
"Breakpoint=1280+ (Desktop), Size=Large, Header (Optional)=On, Title (Optional)=On, Footer (Optional)=On",Dialog (Web),2025-08-10,4,0
Icon - Cycle,,2025-08-10,1,0
"States=Selected, Type=Number, Orientation=Vertical, Text=One",🚧 [DEPRECATED] Progress Stepper,2025-08-10,11,0
"Type=Primary, State=Pressed, Size=Default",Button,2025-08-10,2,0
Breakpoints=1280+,Footer,2025-08-10,196,2
Icon - Pullovers & Knitwear,,2025-08-10,24,0
"Left action=Close (X), Action=None",Top bar (iOS),2025-08-10,172,0
"Platform=App, Type=Icon, Size=Large, State=Default",Link,2025-08-10,2,0
"With icon=True, State=Default, Size=Small",Follow button,2025-08-10,371,1
"Level=3 Star, Size=Medium",Plus Levels Logo,2025-08-10,47,0
Icon - Open External,,2025-08-10,8,3
"State=Default, Optional=No, Message=None",Text area,2025-08-10,6,0
Icon - Box Transit,,2025-08-10,113,0
"Type=Color swatch, State=Active, Label=On, Optional=No, Message=None",🚧 [DEPRECATED] Dropdown Trigger (Default),2025-08-10,9,0
Page loader,,2025-08-10,6,0
Icon - Tag,,2025-08-10,3,0
Icon - Bell Set (Filled),,2025-08-10,37,0
"Level=4 Superstar, Size=Large",Plus Levels Logo,2025-08-10,3,0
"Type=Wordmark, Color=Original",Zalando Logo,2025-08-10,9,0
Icon - Jackets,,2025-08-10,30,0
Icon - Audio On,,2025-08-10,9,0
"Type=List Item, Lines=Two, Style=Bold, States=Default, Icon=False, Chevron=False",List - Item (Default),2025-08-10,29,0
"Type=Primary, State=Loading, Size=Default",Button,2025-08-10,33,0
"Expanded=Off, State=Default, Style=Regular",Accordion (Default),2025-08-10,12,0
Icon - Size Body,,2025-08-10,24,0
"States=Disabled, Type=Number, Orientation=Vertical, Text=One",🚧 [DEPRECATED] Progress Stepper,2025-08-10,44,0
Type=3. Halftime,Image ratio,2025-08-10,82,0
"Type=Default, State=Selected, Label=On, Optional=No, Message=None",🚧 [DEPRECATED] Dropdown Trigger (Default),2025-08-10,4,0
"State=Default, Type=Default",🚧 [DEPRECATED] Selector,2025-08-10,2561,0
Icon - Gift Card,,2025-08-10,38,0
"Type=Category, Platform=iOS, State=Focused empty",Search bar,2025-08-10,3,0
Overlay,,2025-08-10,347,1
"Type=Secondary, State=Loading, Size=Default",Button,2025-08-10,2,0
Platform=iOS,Top bar catalogue,2025-08-10,65,0
Platform=iOS: iPhone 6/7/8/SE,Status bar,2025-08-10,14,0
"Platform=Web, State=Selected",Icon button - Reminder,2025-08-10,2,0
Platform=iOS: iPhone 6/7/8/SE,Status bar,2025-08-03,10,0
"Panel=Default, State=Expanded, Optional=Off, Subtext=Off, Static content=On",Panel,2025-08-03,22,0
"Breakpoint=375 (Mobile), Size=Small, Header (Optional)=Off, Title (Optional)=On, Footer (Optional)=On",Dialog (Web),2025-08-03,1,1
"Platform=iOS, Type=Standard link, State=Default, Size=Large",🚧 [DEPRECATED] Link,2025-08-03,57,0
"Left action=None, Action=Icon",Top bar (iOS),2025-08-03,27,1
"Platform=App, Size=Small (40x40), Outline=No, State=Deselected",Icon button - Wishlist,2025-08-03,2257,0
Progress Stepper Message,,2025-08-03,24,0
Icon - Avocado,,2025-08-03,20,0
"Platform=Web, Type=Navigation, Size=Large, State=Default",Link,2025-08-03,12,0
"Type=Single/Multi-select, Lines=Single, State=Selected, With icon=Yes",🚧 [DEPRECATED] List - Controls,2025-08-03,17,0
"Range=Full, State=Default",Range slider,2025-08-03,1,0
Pill animated,,2025-08-03,3,0
Icon - Dresses (Women),,2025-08-03,12,0
"Level=3 Star, Size=Medium",Plus Levels Logo,2025-08-03,7,0
Icon - Chevron Right,,2025-08-03,1460,0
"Type=List Item, Lines=One, Style=Regular, States=Default, Icon=True, Chevron=True",List - Item (Default),2025-08-03,1662,3
Icon - Checkmark,,2025-08-03,647,0
Icon - Pause Bars,,2025-08-03,1,0
"State=Selected, Platform=Web",Filter Dropdown Trigger,2025-08-03,1,0
"State=Default, Label=No, Optional=Off, Message=None, Icon=Leading",Text input,2025-08-03,3,0
"Left action=Back (Arrow), Action=Text action",Top bar (iOS),2025-08-03,212,0
Icon - Pullovers & Knitwear,,2025-08-03,26,0
Icon - Rocket,,2025-08-03,109,0
"Type=Default, State=Default",Dropdown Trigger (default),2025-08-03,55,0
Icon - Gift Box,,2025-08-03,37,0
"Type=List Item, Lines=One, Style=Bold, States=Default, Icon=False, Chevron=True",List - Item (Default),2025-08-03,56,0
Icon - Phone,,2025-08-03,33,0
"Type=List Item, Lines=Two, Style=Bold, States=Default, Icon=False, Chevron=False",List - Item (Default),2025-08-03,18,0
Icon - Blouses & Tunics (Women),,2025-08-03,3,0
"Panel=Default, State=Collapsed, Optional=Off, Subtext=Off, Static content=Off",Panel,2025-08-03,1,0
"Type=Default, State=Default, Label=Off, Optional=No, Message=None",🚧 [DEPRECATED] Dropdown Trigger (Default),2025-08-03,38,0
Top bar=On,Action sheet,2025-08-03,24,0
Icon - Flag,,2025-08-03,72,0
Icon - Hat,,2025-08-03,15,0
Icon - Shoes (Lace-Ups),,2025-08-03,19,0
Icon -  Avatar F,,2025-08-03,8,0
"States=Disabled, Type=Icon, Orientation=Horizontal, Text=One",🚧 [DEPRECATED] Progress Stepper,2025-08-03,2,0
Icon - Clock,,2025-08-03,64,0
"Left action=None, Action=None",Top bar (iOS),2025-08-03,174,1
Icon - Fire,,2025-08-03,2,0
"Platform=Web, Size=Large (48x48), Outline=Yes, State=Selected",Icon button - Wishlist,2025-08-03,5,0
Icon - Football American,,2025-08-03,20,0
"State=Selected, Label=Yes, Optional=Off, Message=None, Icon=None",Text input,2025-08-03,22,0
Type=3. Halftime,Image ratio,2025-08-03,31,1
Icon - Audio On,,2025-08-03,3,0
Type=Error,Input message,2025-08-03,3,0
Icon - Sweatshirts,,2025-08-03,3,0
"Type=Secondary, State=Default, Size=Default",Button,2025-08-03,1250,1
"Platform=Web, Type=Icon, Size=Medium, State=Default",Link,2025-08-03,57,1
"Platform=Web, Size=Small (40x40), Outline=No, State=Deselected",Icon button - Wishlist,2025-08-03,49,0
"Platform=Web, Type=Standard, Size=Medium, State=Default",Link,2025-08-03,42,0
Icon - Facebook,,2025-08-03,2,0
"State=Default, Type=Default",🚧 [DEPRECATED] Selector,2025-08-03,3864,0
"Expanded=Off, State=Default, Style=Bold",Accordion (Default),2025-08-03,1266,0
Icon - Headset,,2025-08-03,5,0
Icon - Shopping bag (empty),,2025-08-03,693,2
"State=Default, Size=Large",Text buttons,2025-08-03,1809,0
State=Collapsed,🚧 [DEPRECATED] Expandable container,2025-08-03,2,0
"Platform=Mobile/App, Link color=Black, Overlay=On",Embedded Navigation,2025-08-03,28,0
"Type=Tertiary, State=Default, Size=Small",Button,2025-08-03,285,4
"Left action=Close (X), Action=None",Top bar (iOS),2025-08-03,134,1
"Type=Tertiary, State=Selected, Size=Default",Button,2025-08-03,2,0
"State=Hover, Size=Medium",Text buttons,2025-08-03,10,0
"State=Default, Label=No, Optional=Off, Message=None, Icon=None",Text input,2025-08-03,13,0
Icon - Highlight,,2025-08-03,5,0
"Type=Switch, Lines=Multi, State=Deselected, With icon=Yes",🚧 [DEPRECATED] List - Controls,2025-08-03,11,0
"Platform=Web, Type=Icon link, State=Default, Size=Small",🚧 [DEPRECATED] Link,2025-08-03,7,0
"State=Deselected, Description=Off, Message=None",🚧 [DEPRECATED] Radio button,2025-08-03,39,0
"State=Active, Badge=No",Dropdown Icon Trigger,2025-08-03,13,0
Icon - Lock Closed,,2025-08-03,1207,0
"Platform=App, Type=Standard, Size=Small, State=Default",Link,2025-08-03,6,0
Icon - Truck,,2025-08-03,84,0
Table column,,2025-08-03,2,0
"Left action=Back (Arrow), Action=Icon",Top bar (iOS),2025-08-03,348,1
"Platform=App, Type=Default, Icon (Optional)=On, Text link (Optional)=Off",🚧 [DEPRECATED] Notifications,2025-08-03,9,0
"With icon=True, State=Default, Size=Small",Follow button,2025-08-03,382,0
"States=Disabled, Type=Number, Orientation=Horizontal, Text=One",🚧 [DEPRECATED] Progress Stepper,2025-08-03,255,0
Icon -  Arrow (Right),,2025-08-03,610,0
"State=Selected, Description=Off, Message=None",🚧 [DEPRECATED] Radio button,2025-08-03,22,0
"Panel=Default, State=Collapsed, Optional=On, Subtext=Off, Static content=Off",Panel,2025-08-03,4,0
Icon - Shoes (High Heels),,2025-08-03,12,0
Icon - Credit Card,,2025-08-03,79,0
"Type=List Item, Lines=Three, Style=Bold, States=Default, Icon=True, Chevron=True",List - Item (Default),2025-08-03,330,0
Icon - Packstation,,2025-08-03,43,0
Platform=Web,Icon button - More,2025-08-03,2,0
"Type=List Item, Lines=One, Style=Regular, States=Default, Icon=False, Chevron=True",List - Item (Default),2025-08-03,30,0
"Number=Double, Resize=Original",Badge,2025-08-03,502,0
"Type=List Item, Lines=One, Style=Bold, States=Default, Icon=False, Chevron=False",List - Item (Default),2025-08-03,46,0
Layer=Background,Page control,2025-08-03,171,0
"Number=Single, Resize=Original",Badge,2025-08-03,597,2
Icon - Donate,,2025-08-03,6,0
Breakpoints=375 - 1023,Header,2025-08-03,84,0
"Platform=Web, Type=Navigation link, State=Default, Size=Small",🚧 [DEPRECATED] Link,2025-08-03,974,0
Icon - Truck (Premium) ,,2025-08-03,1,0
"State=Max length, Optional=Yes, Message=None",Text area,2025-08-03,1,0
"Platform=Web, Type=Success, Icon (Optional)=On, Text link (Optional)=On",🚧 [DEPRECATED] Notifications,2025-08-03,2,0
"On/off=No, State=Enabled",Switch,2025-08-03,642,0
Icon - Audio Off (Mute),,2025-08-03,31,0
"State=Default, Badge=No",Dropdown Icon Trigger,2025-08-03,955,0
"Platform=App, Type=Default, Icon (Optional)=Off, Text link (Optional)=On",🚧 [DEPRECATED] Notifications,2025-08-03,3,0
"Platform=Web, Type=Icon, Size=Small, State=Default",Link,2025-08-03,3,0
Icon - Expand,,2025-08-03,1,0
State=Default,.Breadcrumb link,2025-08-03,12,0
"State=Selected w/ Badge, Type=Default",🚧 [DEPRECATED] Selector,2025-08-03,1,0
"Type=Brandmark, Color=Original",Zalando Logo,2025-08-03,108,0
Icon - Thumbs Up (outline),,2025-08-03,6,0
"Breakpoint=1280+ (Desktop), Size=Large, Header (Optional)=On, Title (Optional)=On, Footer (Optional)=On",Dialog (Web),2025-08-03,1,0
"Platform=iOS, CTA Length=Long, Intention=Ping",Dialog (App),2025-08-03,1,0
Size=48px (XL),Spacer,2025-08-03,19,0
Icon - Success,,2025-08-03,394,0
Icon - Chat,,2025-08-03,14,0
Icon - Finish,,2025-08-03,78,0
