component_name,component_set_name,week,insertions,detachments
Wardrobe | Title (App + mWeb),,2025-12-28,1,0
"Platform=Apps, Follows Brand=false",Follow Brand,2025-12-28,1,0
"Platform=App & mWeb, Rating=High",Reviews/Read/Overview,2025-12-28,26,0
"Brand=Sephora, Platform=Web, Zalando logo=Off, Breakpoint=1280+",Brand experience sticky-bar,2025-12-28,1,0
"Platform=Desktop, Rows=One",(DEPRECATED) Colour Picker [MIN 2 Thumbnails],2025-12-28,7,0
"Platform=Mobile web, Type=Many images",.Image Gallery (deprecated),2025-12-28,1,0
"Single Size=False, State=Selected",Size Picker - Entry Point,2025-12-28,34,0
"Platform=App, Real Data?=Yes",Detail - Tile,2025-12-28,1,0
Type=Plus Premium delivery,Fulfillment flag,2025-12-28,192,0
Type=Pre-invite,Hyped Articles Message,2025-12-28,7,0
"Sale=False, From (price)=False, Breakpoint=1280+",🚧 [deprecated] Product price,2025-12-28,92,0
"Sale=False, From (price)=False, Breakpoint=768 - 1023",🚧 [deprecated] Product price,2025-12-28,8,0
"Sale=False, From (price)=True, Breakpoint=375 - 479",🚧 [deprecated] Product price,2025-12-28,0,1
Platform=App & mWeb,"Brand + item name, pricing",2025-12-28,7,0
"Platform=Desktop, Type=2 - Returns",USPs,2025-12-28,10,0
Viewport=App/mWeb,Early Access header,2025-12-28,7,0
"Breakpoint=Mobile, Insightful=False, Text review=True",Reviews/Read/Written Reviews,2025-12-28,2,0
"Single Size=False, State=Default",Size Picker - Entry Point,2025-12-28,9,0
"Type=Standard, Sale=True, From (price)=True",Product Card | Catalogue (App),2025-12-28,62,0
Type=Discover,Payment Logo,2025-12-28,1,0
Platform=mWeb & Apps,DSA Report a legal concern,2025-12-28,7,0
"Type=Standard, Breakpoints=768 - 1023, Sale=False, From (price)=False",Product Card | Catalogue (Web),2025-12-28,2,0
"Type=Standard, Sale=False, From (price)=False",Product Card | Catalogue (App),2025-12-28,190,0
"Platform=Desktop, Sold & shipped=Mixed",Partner information,2025-12-28,3,0
"Type=Standard, Breakpoints=375 - 479, Sale=False, From (price)=True",Product Card | Catalogue (Web),2025-12-28,0,1
Platform=App & mWeb,"Brand + item name, pricing",2025-12-28,7,0
"Type=Standard, Size=1280+, Header=Yes",Carousel ,2025-12-28,9,0
"Platform=App, # Items=03, View All=No",Tile,2025-12-28,7,0
"Platform=App & mWeb, Type=3 - Sell it back",USPs,2025-12-28,1,0
Type=PayPal,Payment Logo,2025-12-28,1,0
"Platform=Desktop, Ratings=True, Reviews=True, Insightful=False, Pills=False",Reviews/Read/Entry Point,2025-12-28,7,0
"Sale=True, From (price)=True, Breakpoint=375 - 479",🚧 [deprecated] Product price,2025-12-28,153,0
"Platform=Apps, Single colour=False",Colour Picker [Thumbnails],2025-12-28,7,0
"Platform=App & mWeb, Sold & shipped=Zalando",Partner information,2025-12-28,7,0
"Breakpoint=769+, Type=Beauty",Product Card | Cart Web,2025-12-28,1,0
"Paragraph=false, Carousel=false, Follow Brand=false, Inverted=false",Showstopper (App),2025-12-28,9,0
"Breakpoint=Desktop, Icon=False, Info Button=False, Plus=False, Link=True",Incentive Banner,2025-12-28,7,0
"Type=Outfit, Size=375 - 479, Header=Yes",Carousel ,2025-12-28,8,0
"Platform=iOS, Type=Many images",.Image Gallery (deprecated),2025-12-28,7,0
"Breakpoint=Mobile, Icon=True, Info Button=True, Plus=False, Link=True",Incentive Banner,2025-12-28,6,0
"Breakpoint=769+, Type=Standard",Product Card | Cart Web,2025-12-28,2,0
"Type=Standard, Colour=White, Breakpoint=1280+, Sale=False",Product Card | Reco Carousel (Web),2025-12-28,35,0
Type=American Express,Payment Logo,2025-12-28,1,0
Platform=Desktop,DSA Report a legal concern,2025-12-28,3,0
Type=Visa,Payment Logo,2025-12-28,1,0
"Platform=App & mWeb, Returned=False, Size Flag=False, Size Reco=False",Repurchase messaging,2025-12-28,7,0
Platform=App & mWeb,"Brand + item name, pricing",2025-12-28,7,0
"Sale=False, From (price)=False, Breakpoint=375 - 479",🚧 [deprecated] Product price,2025-12-28,212,1
"Platform=mWeb & apps, Status=Fashion - In stock",Size + Primary CTA + Wishlist,2025-12-28,1,1
Membership linked=false,Nike Exclusives,2025-12-28,7,0
Message=Size recommendation,Size Advice,2025-12-28,0,1
"Type=Outfit, Size=1280+, Header=Yes",Carousel ,2025-12-28,7,0
"Platform=Desktop, Type=3 - Sell it back",USPs,2025-12-28,10,0
Type=SEPA,Payment Logo,2025-12-28,1,0
"Sale=False, From (price)=False, Breakpoint=480 - 767",🚧 [deprecated] Product price,2025-12-28,1,0
Type=Mastercard,Payment Logo - square,2025-12-28,1,0
Viewport=mWeb/App,EA PDP Storytelling,2025-12-28,7,0
Property 1=Review available,Ratings summary,2025-12-28,7,0
"Platform=Desktop, Type=1 - Free Delivery + Returns",USPs,2025-12-28,10,0
"Platform=App & mWeb, Type=1 - Free Delivery + Returns",USPs,2025-12-28,7,0
PDP Accordion / Details,,2025-12-28,2,0
"Type=Pre-owned, Delivery=None, Sale=False, Not available=Off",Product Card | Checkout,2025-12-28,9,0
"Type=Standard, Delivery=None, Sale=False, Not available=Off",Product Card | Checkout,2025-12-28,49,0
"Type=Standard, Breakpoints=1024 - 1279, Sale=False, From (price)=False",Product Card | Catalogue (Web),2025-12-28,4,0
"Sale=False, From (price)=True, Breakpoint=1280+",🚧 [deprecated] Product price,2025-12-28,1,0
"Platform=Desktop, Beauty=False, Sale=True, Price drop=False",🚧 [DEPRECATED] Pricing + Item Details,2025-12-28,3,0
"Platform=Desktop, Type=Many images",.Image Gallery (deprecated),2025-12-28,8,0
"Premise=Shoppable, Sold out=Off",Product Card Vertical,2025-12-28,1,0
Type=Invoice,Payment Logo,2025-12-28,1,0
"Type=Beauty, Sale=False, Flags=False, Delivery Type=None",Product Card Email,2025-12-28,27,0
"Type=Standard, Breakpoints=375 - 479, Sale=False, From (price)=False",Product Card | Catalogue (Web),2025-12-28,39,1
"Breakpoint=Mobile, Icon=False, Info Button=True, Plus=False, Link=True",Incentive Banner,2025-12-28,1,0
Price Style=Default Current Price,,2025-12-28,13,0
Type=Diners Club,Payment Logo,2025-12-28,1,0
Sponsored indicator,,2025-12-28,419,0
Platform=mWeb,Template | Catalogue Product cards,2025-12-28,2,1
PDP Accordion / Material & care,,2025-12-28,1,0
"Type=Standard, Breakpoints=1280+, Sale=False, From (price)=False",Product Card | Catalogue (Web),2025-12-28,26,0
"Type=Standard, Sale=True, From (price)=False",Product Card | Catalogue (App),2025-12-28,38,0
"Type=Standard, Size=375 - 479, Header=Yes",Carousel ,2025-12-28,32,0
"Sale=False, From (price)=False, Breakpoint=1280+",🚧 [deprecated] Product price,2025-12-21,51,0
"Sale=False, From (price)=True, Breakpoint=375 - 479",🚧 [deprecated] Product price,2025-12-21,2,0
Claim Type=Product,Sustainability Pills,2025-12-21,10,0
"Breakpoint=Mobile, Insightful=False, Text review=True",Reviews/Read/Written Reviews,2025-12-21,6,0
"Platform= App & mWeb, Type=Default",🚧 [DEPRACATED] .Pricing,2025-12-21,9,0
"Platform=App, # Items=03, View All=No",Tile,2025-12-21,24,0
"Platform=App & mWeb, Rating=High",Reviews/Read/Overview,2025-12-21,61,0
"Platform=App & mWeb, Type=3 - Sell it back",USPs,2025-12-21,90,0
Platform=App & mWeb,"Brand + item name, pricing",2025-12-21,24,0
"Platform=Mobile web, Type=Single image",.Image Gallery (deprecated),2025-12-21,5,0
"Placement=Home, Entry-point=Multi, Countdown=True, VoucherCode=True",Sales Banner (Desktop web),2025-12-21,1,0
"Type=Standard, Sale=False, From (price)=False",Product Card | Catalogue (App),2025-12-21,616,0
Platform=mWeb,Template | Catalogue Product cards,2025-12-21,1,0
"Placement=Home, Entry-point=Multi, Countdown=True, VoucherCode=True",Sales Banner (Desktop web),2025-12-21,1,0
"Platform=iOS, Type=Many images",.Image Gallery (deprecated),2025-12-21,20,1
"Platform=App & mWeb, Sold & shipped=Zalando",Partner information,2025-12-21,24,0
Type=Discover,Payment Logo,2025-12-21,18,0
"Platform=App, Real Data?=Yes",Detail - Tile,2025-12-21,22,0
Type=American Express,Payment Logo,2025-12-21,18,0
"Platform=Apps, Follows Brand=false",Follow Brand,2025-12-21,22,0
"Single Size=False, State=Default",Size Picker - Entry Point,2025-12-21,74,0
PDP Accordion / Details,,2025-12-21,44,0
Membership linked=false,Nike Exclusives,2025-12-21,24,0
"Paragraph=true, Carousel=true, Follow Brand=true, Inverted=true",Showstopper (App),2025-12-21,1,0
Message=Size recommendation,Size Advice,2025-12-21,2,1
"Type=Standard, Sale=True, From (price)=False",Product Card | Catalogue (App),2025-12-21,55,0
"Type=Standard, Breakpoints=1024 - 1279, Sale=False, From (price)=False",Product Card | Catalogue (Web),2025-12-21,55,0
"Sale=True, From (price)=False, Breakpoint=480 - 767",🚧 [deprecated] Product price,2025-12-21,3,0
"Platform=mWeb & apps, Status=Fashion - In stock",Size + Primary CTA + Wishlist,2025-12-21,22,0
HEADER,,2025-12-21,4,0
"Type=Standard, Size=375 - 479, Header=Yes",Carousel ,2025-12-21,233,0
"Type=Standard, Breakpoints=375 - 479, Sale=False, From (price)=False",Product Card | Catalogue (Web),2025-12-21,77,0
"Type=Standard, Colour=Black, Sale=False, From (price)=True",Product Card | Reco Carousel (App),2025-12-21,27,0
"Device=MobileWeb/Apps, Images=Yes, Illustration=No",CCC Tiles (NCR),2025-12-21,1,0
"Placement=Top Catalog, Entry-point=None, Countdown=True, VoucherCode=True",Sales Banner (Desktop web),2025-12-21,2,0
Type=Diners Club,Payment Logo,2025-12-21,18,0
Platform=App & mWeb,"Brand + item name, pricing",2025-12-21,18,0
"Type=Standard, Breakpoints=1280+, Sale=False, From (price)=False",Product Card | Catalogue (Web),2025-12-21,15,0
Type=PayPal,Payment Logo,2025-12-21,18,0
Type=Pre-invite,Hyped Articles Message,2025-12-21,24,0
"Type=Outfit, Size=375 - 479, Header=Yes",Carousel ,2025-12-21,57,0
"Type=Standard, Sale=False, From (price)=True",Product Card | Catalogue (App),2025-12-21,7,0
Platform=App & mWeb,"Brand + item name, pricing",2025-12-21,24,0
"Platform=App & mWeb, Beauty=False, Sale=True, Price drop=False",🚧 [DEPRECATED] Pricing + Item Details,2025-12-21,58,0
"Platform=Apps, Single colour=False",Colour Picker [Thumbnails],2025-12-21,21,1
Type=Visa,Payment Logo,2025-12-21,18,0
"Paragraph=false, Carousel=true, Follow Brand=true, Inverted=false",Showstopper (App),2025-12-21,1,0
"Single Size=False, State=Selected",Size Picker - Entry Point,2025-12-21,54,0
Type=Plus Premium delivery,Fulfillment flag,2025-12-21,381,0
Property 1=Review available,Ratings summary,2025-12-21,24,0
Viewport=mWeb/App,EA PDP Storytelling,2025-12-21,24,0
"Paragraph=true, Carousel=true, Follow Brand=false, Inverted=false",Showstopper (App),2025-12-21,3,0
"Paragraph=true, Carousel=true, Follow Brand=false, Inverted=true",Showstopper (App),2025-12-21,1,0
PDP Accordion / Material & care,,2025-12-21,22,0
"Platform=App & mWeb, Returned=False, Size Flag=False, Size Reco=False",Repurchase messaging,2025-12-21,24,0
"Breakpoint=Mobile, Icon=True, Info Button=True, Plus=False, Link=True",Incentive Banner,2025-12-21,21,0
"Sale=True, From (price)=True, Breakpoint=375 - 479",🚧 [deprecated] Product price,2025-12-21,196,0
Price Style=Default Current Price,,2025-12-21,17,0
"Breakpoint=Mobile, Icon=False, Info Button=True, Plus=False, Link=True",Incentive Banner,2025-12-21,3,0
"Paragraph=true, Carousel=false, Follow Brand=true, Inverted=true",Showstopper (App),2025-12-21,1,0
"Type=Default, Status=Unchecked",Product card | Returns,2025-12-21,6,0
Type=AFC with item,Outfit Cards (App),2025-12-21,4,0
"Sale=True, From (price)=False, Breakpoint=375 - 479",🚧 [deprecated] Product price,2025-12-21,5,3
"Type=Standard, Sale=True, From (price)=True",Product Card | Catalogue (App),2025-12-21,39,1
Type=Default,Flag,2025-12-21,4,0
"Platform=iOS, Rows=One",(DEPRECATED) Colour Picker [MIN 2 Thumbnails],2025-12-21,70,0
"Platform=App & mWeb, Type=1 - Free Delivery + Returns",USPs,2025-12-21,82,0
Type=SEPA,Payment Logo,2025-12-21,18,0
"Platform=App & mWeb, Beauty=False, Sale=True, Price drop=True",🚧 [DEPRECATED] Pricing + Item Details,2025-12-21,7,0
Type=Invoice,Payment Logo,2025-12-21,18,0
"Sale=False, From (price)=False, Breakpoint=375 - 479",🚧 [deprecated] Product price,2025-12-21,257,0
"Type=Standard, Size=1280+, Header=Yes",Carousel ,2025-12-21,4,0
Platform=mWeb & Apps,DSA Report a legal concern,2025-12-21,25,0
Type=Mastercard,Payment Logo - square,2025-12-21,18,0
"Type=Beauty, Sale=False, Flags=False, Delivery Type=None",Product Card Email,2025-12-21,81,0
"Platform=App & mWeb, Type=2 - Returns",USPs,2025-12-21,58,0
Proposition=Fashion,PDP - Full page,2025-12-21,2,1
"Type=Standard, Breakpoint=375 - 479",Product Card | Wardrobe (Web) - Liked,2025-12-21,6,0
"Type=Standard, Colour=Black, Sale=False, From (price)=False",Product Card | Reco Carousel (App),2025-12-21,2,0
"Platform=App & mWeb, Ratings=True, Reviews=True, Insightful=False, Pills=False",Reviews/Read/Entry Point,2025-12-21,58,0
Viewport=App/mWeb,Early Access header,2025-12-21,15,0
"Type=Standard, Breakpoints=768 - 1023, Sale=False, From (price)=False",Product Card | Catalogue (Web),2025-12-21,35,0
"Sale=False, From (price)=False, Breakpoint=480 - 767",🚧 [deprecated] Product price,2025-12-21,6,0
Sponsored indicator,,2025-12-21,802,0
"Type=Standard, Colour=Default, Sale=False, From (price)=False",Product Card | Reco Carousel (App),2025-12-21,4,0
"Paragraph=true, Carousel=false, Follow Brand=false, Inverted=false",Showstopper (App),2025-12-14,1,0
"Placement=Home, Entry-point=Multi, Countdown=True, VoucherCode=True",Sales Banner (Desktop web),2025-12-14,1,0
"Type=Beauty, Delivery=Plus Premium, Sale=False, Not available=Off",Product Card | Checkout,2025-12-14,18,0
"Sale=False, From (price)=False, Breakpoint=480 - 767",🚧 [deprecated] Product price,2025-12-14,98,0
"Type=Outfit, Size=1280+, Header=Yes",Carousel ,2025-12-14,10,0
Type=Default,Flag,2025-12-14,54,0
"Platform=App & mWeb, Type=2 - Returns",USPs,2025-12-14,23,0
"Paragraph=true, Carousel=true, Follow Brand=false, Inverted=true",Showstopper (App),2025-12-14,6,0
"Type=Standard, Sale=False, Not available=False",Product Card | Cart,2025-12-14,141,0
"Type=Standard, Breakpoints=768 - 1023, Sale=False, From (price)=False",Product Card | Catalogue (Web),2025-12-14,35,0
"Paragraph=true, Carousel=true, Follow Brand=true, Inverted=false",Showstopper (App),2025-12-14,3,0
"Type=Standard, Colour=Default, Sale=False, From (price)=False",Product Card | Reco Carousel (App),2025-12-14,11,0
"Type=Standard, Colour=White, Breakpoint=375 - 479, Sale=False",Product Card | Reco Carousel (Web),2025-12-14,82,0
"Sale=True, From (price)=False, Breakpoint=480 - 767",🚧 [deprecated] Product price,2025-12-14,5,0
"Platform=Desktop, Type=2 - Returns",USPs,2025-12-14,10,0
"Breakpoint=320 - 479, Type=Beauty",Product Card | Cart Web,2025-12-14,3,0
"Single Size=False, State=Selected",Size Picker - Entry Point,2025-12-14,180,0
"Type=Default, Status=Unchecked",Product card | Returns,2025-12-14,11,1
"Platform=App & mWeb, Beauty=False, Sale=True, Price drop=True",🚧 [DEPRECATED] Pricing + Item Details,2025-12-14,2,0
"Type=Standard, Size=375 - 479, Header=Yes",Carousel ,2025-12-14,285,1
Sponsored indicator,,2025-12-14,4835,1
"Type=Standard, Breakpoints=375 - 479, Sale=False, From (price)=True",Product Card | Catalogue (Web),2025-12-14,5,0
"Device=Small Desktop, Carousel=Yes",Collection Card,2025-12-14,1,0
"Type=Standard, Size=1024 - 1279, Header=Yes",Carousel ,2025-12-14,2,0
Type=Maestro,Payment Logo,2025-12-14,5,0
Type=Swish,Payment Logo,2025-12-14,5,0
"Type=Standard, Colour=Black, Breakpoint=375 - 479, Sale=False",Product Card | Reco Carousel (Web),2025-12-14,52,0
Category=Bar,Detail - Box,2025-12-14,2,0
PDP Accordion / Details,,2025-12-14,40,0
"Breakpoint=Mobile, Insightful=False, Text review=True",Reviews/Read/Written Reviews,2025-12-14,11,0
"Device=Mobile, Description=Yes, Link=Yes, Card Title=Long, Label Color=Yes",Filtered View Card (Email),2025-12-14,1,1
"Paragraph=false, Carousel=false, Follow Brand=false, Inverted=false",Showstopper (App),2025-12-14,6,0
"Type=Standard, Breakpoints=375 - 479, Sale=False, From (price)=False",Product Card | Catalogue (Web),2025-12-14,85,0
"Type=Standard, Colour=Default, Breakpoint=768 - 1023, Sale=False",Product Card | Reco Carousel (Web),2025-12-14,35,0
Type=Mastercard,Payment Logo - square,2025-12-14,146,0
"Platform=App, # Items=03, View All=No",Tile,2025-12-14,52,0
"Type=Default, Breakpoint=1280+",Outfit Cards (Web),2025-12-14,23,0
PDP Accordion / Material & care,,2025-12-14,20,0
"Platform=Desktop, Type=Many images",.Image Gallery (deprecated),2025-12-14,10,0
"Type=Outfit, Size=375 - 479, Header=Yes",Carousel ,2025-12-14,62,0
"Platform=Desktop, Type=1 - Free Delivery + Returns",USPs,2025-12-14,10,0
Opened=False,PDP Accordion Base,2025-12-14,2,0
"Paragraph=true, Carousel=false, Follow Brand=false, Inverted=true",Showstopper (App),2025-12-14,5,0
Inverted=True,Showstopper (Desktop 1280+),2025-12-14,8,1
"Type=Standard, Colour=White, Breakpoint=1280+, Sale=False",Product Card | Reco Carousel (Web),2025-12-14,205,0
"Type=Standard, Sale=False, From (price)=True",Product Card | Catalogue (App),2025-12-14,67,0
"Type=Standard, Size=768 - 1023, Header=Yes",Carousel ,2025-12-14,5,0
Type=Visa Electron,Payment Logo,2025-12-14,5,0
"Sale=False, From (price)=True, Breakpoint=375 - 479",🚧 [deprecated] Product price,2025-12-14,5,0
Platform=mWeb & Apps,DSA Report a legal concern,2025-12-14,50,0
Type=Klarna,Payment Logo - square,2025-12-14,7,0
"Platform=Apps, Single colour=False",Colour Picker [Thumbnails],2025-12-14,105,0
Type=PayPal,Payment Logo,2025-12-14,1,0
Type=Long distance item,Fulfillment flag,2025-12-14,27,0
"State=Selected, Type=Price, Description=On, Plus=Off, Caption=Off, Message=None",Radio button (Checkout),2025-12-14,2,0
"Platform=App & mWeb, Ratings=True, Reviews=True, Insightful=False, Pills=False",Reviews/Read/Entry Point,2025-12-14,18,0
"Platform=Android, Rows=One",(DEPRECATED) Colour Picker [MIN 2 Thumbnails],2025-12-14,1,0
"Device=App/Mobile, Label Color=Yes",Filtered View Card,2025-12-14,4,2
"Sale=False, From (price)=False, Breakpoint=1280+",🚧 [deprecated] Product price,2025-12-14,346,0
Type=Liked - Standard,Product Card | Wardrobe (App),2025-12-14,1,0
"Sale=True, From (price)=True, Breakpoint=1280+",🚧 [deprecated] Product price,2025-12-14,7,0
"Type=Default, Sale=Yes, Plus Flag=Yes",Product Card | Horizontal (Outfits),2025-12-14,29,0
"Platform=App & mWeb, Beauty=False, Sale=False, Price drop=False",🚧 [DEPRECATED] Pricing + Item Details,2025-12-14,2,0
Type=PostePay,Payment Logo,2025-12-14,5,0
"Type=Standard, Colour=Default, Breakpoint=1280+, Sale=False",Product Card | Reco Carousel (Web),2025-12-14,165,0
Platform=App & mWeb,"Brand + item name, pricing",2025-12-14,52,0
Viewport=App/mWeb,Early Access header,2025-12-14,54,0
"Type=Standard, Sale=False, From (price)=False",Product Card | Catalogue (App),2025-12-14,1136,0
Type=Apple Pay,Payment Logo,2025-12-14,0,1
Type=iDEAL,Payment Logo,2025-12-14,5,0
"Platform=iOS, Rows=One",(DEPRECATED) Colour Picker [MIN 2 Thumbnails],2025-12-14,11,0
Type=Branded,Outfit Cards (App),2025-12-14,4,0
"Breakpoint=320 - 479, Type=Standard",Product Card | Cart Web,2025-12-14,3,0
"Platform=App & mWeb, Sold & shipped=Zalando",Partner information,2025-12-14,123,0
"Type=Default, Sale=Yes, Plus Flag=No",Product Card | Horizontal (Outfits),2025-12-14,29,0
Type=Bancontact,Payment Logo,2025-12-14,3,0
"Platform=Apps, Single colour=True",Colour Picker [Thumbnails],2025-12-14,69,0
Type=Visa,Payment Logo,2025-12-14,140,0
Type=Cartes Bancaires,Payment Logo,2025-12-14,5,0
"Platform=App, # Items=01, View All=Yes",Tile,2025-12-14,1,0
"Type=Default, Sale=No, Plus Flag=No",Product Card | Horizontal (Outfits),2025-12-14,27,0
"Platform=Desktop, Beauty=False, Sale=True, Price drop=False",🚧 [DEPRECATED] Pricing + Item Details,2025-12-14,23,0
"Type=Standard, Breakpoints=375 - 479, Sale=True, From (price)=False",Product Card | Catalogue (Web),2025-12-14,6,0
"Paragraph=true, Carousel=true, Follow Brand=false, Inverted=true",Showstopper (App),2025-12-14,5,0
"Platform=App & mWeb, Type=3 - Sell it back",USPs,2025-12-14,22,0
"Type=Standard, Sale=True, Not available=False",Product Card | Cart,2025-12-14,179,0
"Type=Standard, Delivery=Plus Premium, Sale=False, Not available=Off",Product Card | Checkout,2025-12-14,19,0
"Placement=Top Catalog, Entry-point=None, Countdown=True, VoucherCode=True",Sales Banner (Desktop web),2025-12-14,3,0
"Platform=App & mWeb, Returned=False, Size Flag=False, Size Reco=False",Repurchase messaging,2025-12-14,55,0
"Breakpoint=Desktop, Icon=False, Info Button=False, Plus=False, Link=True",Incentive Banner,2025-12-14,10,0
Type=BLIK,Payment Logo,2025-12-14,5,0
"Type=Beauty, Sale=False, Flags=False, Delivery Type=None",Product Card Email,2025-12-14,39,0
"Type=Standard, Sale=True, From (price)=False",Product Card | Catalogue (App),2025-12-14,181,0
"Type=Fashion, Sale=False, Flags=False, Delivery Type=None",Product Card Email,2025-12-14,8,0
"Sale=True, From (price)=True, Breakpoint=375 - 479",🚧 [deprecated] Product price,2025-12-14,1482,0
Type=Visa,Payment Logo,2025-12-14,1,0
Property 1=Review available,Ratings summary,2025-12-14,51,0
"Platform= App & mWeb, Type=Default",🚧 [DEPRACATED] .Pricing,2025-12-14,7,0
"Platform=App & mWeb, Beauty=False, Sale=True, Price drop=False",🚧 [DEPRECATED] Pricing + Item Details,2025-12-14,16,0
"Type=Standard, Breakpoints=1024 - 1279, Sale=False, From (price)=False",Product Card | Catalogue (Web),2025-12-14,102,0
Type=MobilePay,Payment Logo,2025-12-14,5,0
Type=SEPA,Payment Logo,2025-12-14,28,0
"Breakpoint=375-478, Type=Standard",Product Card Order Details Webview,2025-12-14,16,0
Type=Nexi,Payment Logo,2025-12-14,5,0
"Paragraph=true, Carousel=true, Follow Brand=true, Inverted=true",Showstopper (App),2025-12-14,6,0
"Type=Standard, Delivery=None, Sale=True, Not available=Off",Product Card | Checkout,2025-12-14,6,0
Platform=App & mWeb,"Brand + item name, pricing",2025-12-14,51,1
"Breakpoint=Mobile, Icon=False, Info Button=True, Plus=False, Link=True",Incentive Banner,2025-12-14,22,0
"Paragraph=false, Carousel=false, Follow Brand=false, Inverted=false",Showstopper (App),2025-12-14,1,0
"Type=Standard, Breakpoints=1280+, Sale=False, From (price)=False",Product Card | Catalogue (Web),2025-12-14,40,0
"Type=Standard, Sale=True, From (price)=True",Product Card | Catalogue (App),2025-12-14,20,0
Viewport=mWeb/App,EA PDP Storytelling,2025-12-14,53,0
Type=AFC with item,Outfit Cards (App),2025-12-14,24,0
Type=Bank Transfer,Payment Logo,2025-12-14,69,0
"Platform=mWeb & apps, Status=Fashion - In stock",Size + Primary CTA + Wishlist,2025-12-14,18,0
"Platform=Android, Type=Many images",.Image Gallery (deprecated),2025-12-14,1,0
Membership linked=false,Nike Exclusives,2025-12-14,53,0
Type=Plus Premium delivery,Fulfillment flag,2025-12-14,2023,0
"Paragraph=true, Carousel=false, Follow Brand=false, Inverted=false",Showstopper (App),2025-12-14,77,0
"Platform=Apps, Follows Brand=false",Follow Brand,2025-12-14,16,0
Type=Diners Club,Payment Logo,2025-12-14,92,0
Type=Apple Pay,Payment Logo,2025-12-14,14,0
"Type=Standard, Colour=Black, Sale=False, From (price)=False",Product Card | Reco Carousel (App),2025-12-14,5,0
"Platform=Desktop, Type=3 - Sell it back",USPs,2025-12-14,33,0
"Type=Standard, Breakpoint=1280+",Product Card | Wardrobe (Web) - Liked,2025-12-14,77,1
"Sale=True, From (price)=False, Breakpoint=1280+",🚧 [deprecated] Product price,2025-12-14,17,0
"Device=App/Mobile, Carousel=Yes",Collection Card,2025-12-14,3,2
"Sale=False, From (price)=False, Breakpoint=375 - 479",🚧 [deprecated] Product price,2025-12-14,1944,0
Type=Discover,Payment Logo,2025-12-14,92,0
Opened=true,PDP Accordion Base,2025-12-14,2,0
"Platform=Desktop, Ratings=True, Reviews=True, Insightful=False, Pills=False",Reviews/Read/Entry Point,2025-12-14,10,0
"Paragraph=true, Carousel=true, Follow Brand=false, Inverted=false",Showstopper (App),2025-12-14,12,0
Type=American Express,Payment Logo,2025-12-14,96,0
"Platform=App & mWeb, Type=1 - Free Delivery + Returns",USPs,2025-12-14,104,0
"Paragraph=false, Carousel=true, Follow Brand=true, Inverted=false",Showstopper (App),2025-12-14,14,0
"Platform=App & mWeb, Rating=High",Reviews/Read/Overview,2025-12-14,271,0
Proposition=Fashion,PDP - Full page,2025-12-14,9,2
Category=Default,Detail - Box,2025-12-14,371,0
"Paragraph=true, Carousel=false, Follow Brand=true, Inverted=true",Showstopper (App),2025-12-14,6,0
Message=Size recommendation,Size Advice,2025-12-14,105,0
"Platform=Apps, Follows Brand=true",Follow Brand,2025-12-14,2,0
"Platform=App, Real Data?=Yes",Detail - Tile,2025-12-14,20,0
Type=Pre-invite,Hyped Articles Message,2025-12-14,53,0
Claim Type=Product,Sustainability Pills,2025-12-14,3,0
Type=Invoice,Payment Logo,2025-12-14,655,0
"Breakpoint=Mobile, Icon=True, Info Button=True, Plus=False, Link=True",Incentive Banner,2025-12-14,44,0
"Platform=iOS, Type=Many images",.Image Gallery (deprecated),2025-12-14,56,0
"Type=Sale, Platform=App & mWeb",🚧 [DEPRACATED] .Pricing,2025-12-14,1,1
"Single Size=False, State=Default",Size Picker - Entry Point,2025-12-14,56,0
"Platform=Desktop, Rows=One",(DEPRECATED) Colour Picker [MIN 2 Thumbnails],2025-12-14,33,0
Platform=App & mWeb,"Brand + item name, pricing",2025-12-14,52,0
"Device=MobileWeb/Apps, Images=No, Illustration=No",CCC Tiles (NCR),2025-12-14,18,0
"Device=MobileWeb/Apps, Images=Yes, Illustration=No",CCC Tiles (NCR),2025-12-14,6,0
"Type=Saved, Breakpoint=1280+",Outfit Cards (Web),2025-12-14,7,0
"Type=Standard, Delivery=None, Sale=False, Not available=Off",Product Card | Checkout,2025-12-14,76,0
Type=Payconiq by Bancontact,Payment Logo,2025-12-14,5,0
"Sale=True, From (price)=False, Breakpoint=375 - 479",🚧 [deprecated] Product price,2025-12-14,33,0
"Type=Standard, Size=1280+, Header=Yes",Carousel ,2025-12-14,15,0
Type=PayPal,Payment Logo,2025-12-14,121,0
"Type=Pre-owned, Delivery=None, Sale=False, Not available=Off",Product Card | Checkout,2025-12-14,10,0
Price Style=Default Current Price,,2025-12-14,2,0
"Platform=Desktop, # Items=03, View All=No",Tile,2025-12-07,3,0
"Paragraph=false, Carousel=false, Follow Brand=false, Inverted=false",Showstopper (App),2025-12-07,4,0
"Type=Standard, Breakpoints=1024 - 1279, Sale=False, From (price)=False",Product Card | Catalogue (Web),2025-12-07,64,0
"Device=App/Mobile, Carousel=Yes",Collection Card,2025-12-07,4,0
"Type=Pre-owned, Delivery=Long distance, Sale=True, Not available=Off",Product Card | Checkout,2025-12-07,6,0
"Type=Standard, Size=1280+, Header=Yes",Carousel ,2025-12-07,20,0
