component_name,component_set_name,week,insertions,detachments
Type=PayPal,Payment Logo,2025-09-21,27,0
"Platform=App & mWeb, Rating=High",Reviews/Read/Overview,2025-09-21,22,0
"Device=Big Desktop, Carousel=Yes",Collection Card,2025-09-21,2,0
"Platform=iOS, Rows=One",(DEPRECATED) Colour Picker [MIN 2 Thumbnails],2025-09-21,73,0
"Platform=Desktop, Type=Many images",.Image Gallery (deprecated),2025-09-21,42,2
PDP Accordion / Size & fit,,2025-09-21,26,0
Proposition=Fashion,PDP - Full page,2025-09-21,12,1
"Paragraph=true, Carousel=true, Follow Brand=true, Inverted=false",Showstopper (App),2025-09-21,1,0
"Type=Standard, Sale=False, Not available=False",Product Card | Cart,2025-09-21,6,0
"Type=Outfit, Size=375 - 479, Header=Yes",Carousel ,2025-09-21,362,0
"Platform=Desktop, Type=2 - Returns",USPs,2025-09-21,55,0
"Platform=App & mWeb, Plus membership=-, Delivery type=LongDistance",Delivery tile,2025-09-21,1,1
"Platform=Desktop, Beauty=True, Sale=False, Price drop=False",🚧 [DEPRECATED] Pricing + Item Details,2025-09-21,2,0
"Paragraph=false, Carousel=false, Follow Brand=false, Inverted=false",Showstopper (App),2025-09-21,1,0
Size=Small,Plus Logo,2025-09-21,6,0
"Platform=App, Description=00, Header=No",Detail - List,2025-09-21,30,0
Inverted=False,Plus Showstopper (Desktop),2025-09-21,1,0
"Platform=Apps, Single colour=False",Colour Picker [Thumbnails],2025-09-21,215,0
"Type=Standard, Breakpoints=1024 - 1279, Sale=False, From (price)=False",Product Card | Catalogue (Web),2025-09-21,141,0
PDP Accordion / Material & care,,2025-09-21,212,0
"Device=App/Mobile, Label Color=Yes",Filtered View Card,2025-09-21,7,0
"Sale=True, From (price)=False, Breakpoint=480 - 767",🚧 [deprecated] Product price,2025-09-21,67,0
"Premise=Order details, Not available / Sold out=Off",Product Card Horizontal,2025-09-21,27,0
"Platform=App & mWeb, Beauty=False, Sale=True, Price drop=True",🚧 [DEPRECATED] Pricing + Item Details,2025-09-21,3,0
"Sale=True, From (price)=False, Breakpoint=1280+",🚧 [deprecated] Product price,2025-09-21,10,0
Platform=mWeb,Template | Catalogue Product cards,2025-09-21,16,0
"Platform=Desktop, Rows=One",(DEPRECATED) Colour Picker [MIN 2 Thumbnails],2025-09-21,41,0
"Platform=App & mWeb, Ratings=True, Reviews=True, Insightful=False, Pills=False",Reviews/Read/Entry Point,2025-09-21,73,0
"Platform=Desktop, Ratings=True, Reviews=True, Insightful=False, Pills=False",Reviews/Read/Entry Point,2025-09-21,52,0
"Paragraph=true, Carousel=false, Follow Brand=false, Inverted=true",Showstopper (App),2025-09-21,3,0
"Sale=True, From (price)=False, Breakpoint=375 - 479",🚧 [deprecated] Product price,2025-09-21,32,0
"Type=Default, Sale=Yes, Plus Flag=No",Product Card | Horizontal (Outfits),2025-09-21,2,0
"Type=Standard, Sale=True, From (price)=False",Product Card | Catalogue (App),2025-09-21,764,1
"Paragraph=false, Carousel=false, Follow Brand=false, Inverted=false",Showstopper (App),2025-09-21,9,0
"Type=Standard, Colour=White, Breakpoint=1280+, Sale=False",Product Card | Reco Carousel (Web),2025-09-21,325,0
"Sale=False, From (price)=False, Breakpoint=1024 - 1279",🚧 [deprecated] Product price,2025-09-21,6,0
Type=Mastercard,Payment Logo - square,2025-09-21,30,0
"Paragraph=true, Carousel=false, Follow Brand=false, Inverted=false",Showstopper (App),2025-09-21,8,0
"Type=Fashion, Sale=False, Flags=True, Delivery Type=None",Product Card Email,2025-09-21,10,0
"Platform=App & mWeb, Plus membership=Star, Delivery type=Premium",Delivery tile,2025-09-21,12,0
"Breakpoint=320 - 479, Type=Beauty",Product Card | Cart Web,2025-09-21,19,0
"Platform=App & mWeb, Returned=False, Size Flag=False, Size Reco=False",Repurchase messaging,2025-09-21,203,0
"Type=Standard, Breakpoints=375 - 479, Sale=False, From (price)=True",Product Card | Catalogue (Web),2025-09-21,86,0
Type=Long distance item,Fulfillment flag,2025-09-21,10,0
"Sale=False, From (price)=False, Breakpoint=1280+",🚧 [deprecated] Product price,2025-09-21,568,0
"Type=Standard, Size=1280+, Header=No",Carousel ,2025-09-21,1,0
"Platform=App & mWeb, Sold & shipped=Connected retail",Partner information,2025-09-21,13,0
"Type=Pre-owned, Delivery=None, Sale=False, Not available=Off",Product Card | Checkout,2025-09-21,6,0
"Sale=True, From (price)=True, Breakpoint=375 - 479",🚧 [deprecated] Product price,2025-09-21,777,0
"Sale=False, From (price)=True, Breakpoint=375 - 479",🚧 [deprecated] Product price,2025-09-21,66,0
Platform=App & mWeb,"Brand + item name, pricing",2025-09-21,292,0
"Breakpoint=375 - 479, Property 2=Bought by user",Product Card | Wardrobe (Web) - Trade-in,2025-09-21,24,0
"Type=Outfit, Size=1280+, Header=Yes",Carousel ,2025-09-21,16,0
"Type=Standard, Sale=True, From (price)=True",Product Card | Catalogue (App),2025-09-21,33,1
"Type=Standard, Breakpoint=1280+",Product Card | Wardrobe (Web) - Liked,2025-09-21,80,0
"Platform=Desktop, Single colour=False",Colour Picker [Thumbnails],2025-09-21,8,1
"Type=Beauty, Breakpoints=375 - 479, Sale=True, From (price)=False",Product Card | Catalogue (Web),2025-09-21,2,0
PDP Accordion / Details,,2025-09-21,461,0
"Platform=Desktop, Type=1 - Free Delivery + Returns",USPs,2025-09-21,57,0
Platform=App & mWeb,"Brand + item name, pricing",2025-09-21,292,0
"Platform=App & mWeb, Type=2 - Returns",USPs,2025-09-21,167,0
"Type=Standard, Colour=White, Breakpoint=375 - 479, Sale=False",Product Card | Reco Carousel (Web),2025-09-21,71,0
"Type=Standard, Breakpoints=768 - 1023, Sale=False, From (price)=False",Product Card | Catalogue (Web),2025-09-21,49,0
"Type=Standard, Sale=False, From (price)=True",Product Card | Catalogue (App),2025-09-21,215,0
Type=Branded,Outfit Cards (App),2025-09-21,2,0
"Paragraph=true, Carousel=true, Follow Brand=false, Inverted=true",Showstopper (App),2025-09-21,2,0
"Platform=App & mWeb, Type=1 - Free Delivery + Returns",USPs,2025-09-21,372,0
"Paragraph=true, Carousel=false, Follow Brand=false, Inverted=false",Showstopper (App),2025-09-21,59,0
"Type=Standard, Delivery=Plus Premium, Sale=False, Not available=Off",Product Card | Checkout,2025-09-21,7,0
Property 1=Review available,Ratings summary,2025-09-21,238,0
Type=Trade-in - Added,Product Card | Wardrobe (App),2025-09-21,118,0
"Breakpoint=Mobile, Icon=False, Info Button=True, Plus=False, Link=True",Incentive Banner,2025-09-21,120,0
Platform=App & mWeb,"Brand + item name, pricing",2025-09-21,221,0
"Platform=App & mWeb, Type=3 - Sell it back",USPs,2025-09-21,201,1
"Type=Standard, Colour=Default, Breakpoint=375 - 479, Sale=False",Product Card | Reco Carousel (Web),2025-09-21,13,0
"Platform=App & mWeb, Plus membership=-, Delivery type=Min order value",Delivery tile,2025-09-21,3,0
"Platform=App & mWeb, Beauty=False, Sale=False, Price drop=False",🚧 [DEPRECATED] Pricing + Item Details,2025-09-21,51,0
Type=Apple Pay,Payment Logo,2025-09-21,8,0
"Breakpoint=Desktop, Icon=False, Info Button=False, Plus=False, Link=True",Incentive Banner,2025-09-21,8,0
"Paragraph=false, Carousel=false, Follow Brand=false, Inverted=false",Showstopper (App),2025-09-21,17,0
Type=Default,Flag,2025-09-21,477,0
"Type=Eligible, Breakpoint=1280+",Product Card | Trade-in (Web),2025-09-21,45,0
"Type=Beauty, Delivery=Plus Premium, Sale=False, Not available=Off",Product Card | Checkout,2025-09-21,7,1
"Platform=Mobile web, Type=Single image",.Image Gallery (deprecated),2025-09-21,20,0
"Type=Standard, Size=1280+, Header=Yes",Carousel ,2025-09-21,43,0
"Type=Beauty, Breakpoints=375 - 479, Sale=True, From (price)=True",Product Card | Catalogue (Web),2025-09-21,2,0
"Platform=App, Real Data?=Yes",Detail - Tile,2025-09-21,242,0
"Device=640, Inverted=Yes, Products=No, Description=Yes, Link=Yes",Showstopper (Email),2025-09-21,2,0
"Type=Standard, Colour=Black, Breakpoint=375 - 479, Sale=False",Product Card | Reco Carousel (Web),2025-09-21,36,0
"Platform=Desktop, Type=3 - Sell it back",USPs,2025-09-21,55,0
"Type=Default, Breakpoint=1280+",Outfit Cards (Web),2025-09-21,1,0
Type=Liked - Pre-owned,Product Card | Wardrobe (App),2025-09-21,1,0
Inverted=False,Plus Showstopper (Desktop),2025-09-21,3,0
"Placement=Top Catalog, Entry-point=None, Countdown=False, VoucherCode=False",Sales Banner (Desktop web),2025-09-21,1,0
"Type=Standard, Breakpoints=375 - 479, Sale=False, From (price)=False",Product Card | Catalogue (Web),2025-09-21,155,0
"Placement=Home, Entry-point=Multi, Countdown=False, VoucherCode=True",Sales Banner (Desktop web),2025-09-21,1,0
"Paragraph=true, Carousel=false, Follow Brand=true, Inverted=true",Showstopper (App),2025-09-21,1,0
"Type=Standard, Sale=True, Not available=False",Product Card | Cart,2025-09-21,2,0
"Platform=Desktop, Rating=High",Reviews/Read/Overview,2025-09-21,4,0
"Type=Beauty, Delivery=Long distance, Sale=False, Not available=Off",Product Card | Checkout,2025-09-21,19,0
Type=Eligible,Order Confirmation,2025-09-21,44,0
"Sale=False, From (price)=False, Breakpoint=375 - 479",🚧 [deprecated] Product price,2025-09-21,1497,0
Type=Pre-invite,Hyped Articles Message,2025-09-21,207,1
Type=Visa,Payment Logo,2025-09-21,2,0
"Platform=App & mWeb, Beauty=False, Sale=True, Price drop=False",🚧 [DEPRECATED] Pricing + Item Details,2025-09-21,24,0
"Device=MobileWeb/Apps, Images=No, Illustration=No",CCC Tiles (NCR),2025-09-21,11,1
"Platform=App, Description=01, Header=Yes",Detail - List,2025-09-21,9,0
"Sale=True, From (price)=False, Breakpoint=1024 - 1279",🚧 [deprecated] Product price,2025-09-21,2,0
"Type=Standard, Breakpoints=1280+, Sale=True, From (price)=False",Product Card | Catalogue (Web),2025-09-21,22,0
"Paragraph=true, Carousel=true, Follow Brand=false, Inverted=false",Showstopper (App),2025-09-21,153,0
"Platform= App & mWeb, Type=Default",🚧 [DEPRACATED] .Pricing,2025-09-21,39,0
"Device=MobileWeb/Apps, Images=Yes, Illustration=No",CCC Tiles (NCR),2025-09-21,32,0
"Breakpoint=Mobile, Icon=True, Info Button=True, Plus=False, Link=True",Incentive Banner,2025-09-21,99,0
"Type=Standard, Sale=False, From (price)=False",Product Card | Catalogue (App),2025-09-21,1941,1
"Platform=App & mWeb, Sold & shipped=Zalando",Partner information,2025-09-21,323,0
"Paragraph=false, Carousel=true, Follow Brand=true, Inverted=false",Showstopper (App),2025-09-21,55,0
Viewport=mWeb/App,EA PDP Storytelling,2025-09-21,226,0
Proposition=Sports,PDP - Full page,2025-09-21,1,1
Options=False,Newsletter banner (mWeb),2025-09-21,17,0
"Type=Eligible, Breakpoint=375 - 479",Product Card | Trade-in (Web),2025-09-21,14,0
Category=Default,Detail - Box,2025-09-21,55,0
Type=AFC with item,Outfit Cards (App),2025-09-21,173,0
"Platform=mWeb & apps, Status=Fashion - In stock",Size + Primary CTA + Wishlist,2025-09-21,186,1
"Type=Standard, Colour=Default, Breakpoint=768 - 1023, Sale=False",Product Card | Reco Carousel (Web),2025-09-21,92,0
"Paragraph=true, Carousel=false, Follow Brand=true, Inverted=true",Showstopper (App),2025-09-21,40,0
"Platform=App, # Items=03, View All=No",Tile,2025-09-21,206,0
"Type=Standard, Size=375 - 479, Header=Yes",Carousel ,2025-09-21,1617,0
Type=Bank Transfer,Payment Logo,2025-09-21,19,0
"Type=Beauty, Sale=True, From (price)=False",Product Card | Catalogue (App),2025-09-21,7,0
"Platform=Apps, Follows Brand=false",Follow Brand,2025-09-21,237,0
"Type=Default, Sale=Yes, Plus Flag=Yes",Product Card | Horizontal (Outfits),2025-09-21,2,0
Message=Size recommendation,Size Advice,2025-09-21,50,0
Membership linked=false,Nike Exclusives,2025-09-21,226,0
"Type=Standard, Breakpoints=375 - 479, Sale=True, From (price)=False",Product Card | Catalogue (Web),2025-09-21,35,0
"Paragraph=true, Carousel=false, Follow Brand=false, Inverted=false",Showstopper (App),2025-09-21,11,1
Type=Plus Premium delivery,Fulfillment flag,2025-09-14,3189,0
"Breakpoint=Mobile, Paragraph=False, Link=False, Image=False",Sales Banner (Email),2025-09-14,3,0
"Type=Standard, Breakpoints=1280+, Sale=False, From (price)=True",Product Card | Catalogue (Web),2025-09-14,2,0
"Type=Beauty, Breakpoints=1280+, Sale=True, From (price)=True",Product Card | Catalogue (Web),2025-09-14,4,0
"Sale=False, From (price)=True, Breakpoint=375 - 479",🚧 [deprecated] Product price,2025-09-14,21,0
Type=Apple Pay,Payment Logo,2025-09-14,3,0
"Type=Default, Sale=Yes, Plus Flag=No",Product Card | Horizontal (Outfits),2025-09-14,3,0
"Paragraph=true, Carousel=false, Follow Brand=false, Inverted=false",Showstopper (App),2025-09-14,1,0
"Platform=App & mWeb, Ratings=True, Reviews=True, Insightful=False, Pills=False",Reviews/Read/Entry Point,2025-09-14,21,0
"Type=Standard, Breakpoints=375 - 479, Sale=False, From (price)=False",Product Card | Catalogue (Web),2025-09-14,59,0
"Platform=Desktop, Rows=One",(DEPRECATED) Colour Picker [MIN 2 Thumbnails],2025-09-14,23,0
"Type=Standard, Breakpoints=1024 - 1279, Sale=False, From (price)=True",Product Card | Catalogue (Web),2025-09-14,8,0
"Type=Pre-owned, Sale=False, From (price)=False",Product Card | Catalogue (App),2025-09-14,26,0
"Platform=App & mWeb, Sold & shipped=Connected retail",Partner information,2025-09-14,2,0
"Type=Outfit, Size=1280+, Header=Yes",Carousel ,2025-09-14,21,0
Type=Long distance item,Fulfillment flag,2025-09-14,33,0
"Platform=Desktop, Type=3 - Sell it back",USPs,2025-09-14,23,0
"Platform=Desktop, Type=1 - Free Delivery + Returns",USPs,2025-09-14,25,0
"Paragraph=true, Carousel=true, Follow Brand=true, Inverted=false",Showstopper (App),2025-09-14,2,0
"Breakpoint=Mobile, Type=Standard",Incentive Banner,2025-09-14,4,0
"Platform=App & mWeb, Returned=False, Size Flag=False, Size Reco=False",Repurchase messaging,2025-09-14,113,0
"Paragraph=true, Carousel=true, Follow Brand=false, Inverted=false",Showstopper (App),2025-09-14,49,0
Platform=App & mWeb,"Brand + item name, pricing",2025-09-14,168,0
"Platform=App & mWeb, Rating=High",Reviews/Read/Overview,2025-09-14,71,0
"Type=Standard, Delivery=None, Sale=True, Not available=Off",Product Card | Checkout,2025-09-14,6,0
"Type=Standard, Colour=Black, Breakpoint=375 - 479, Sale=False",Product Card | Reco Carousel (Web),2025-09-14,45,0
Type=Mastercard,Payment Logo - square,2025-09-14,32,0
"Breakpoint=320 - 479, Type=Standard",Product Card | Cart Web,2025-09-14,9,1
Type=Default,Flag,2025-09-14,103,0
"Type=Beauty, Sale=False, From (price)=False",Product Card | Catalogue (App),2025-09-14,76,0
"Type=Beauty, Delivery=Long distance, Sale=False, Not available=Off",Product Card | Checkout,2025-09-14,5,0
"Platform=Apps, Single colour=False",Colour Picker [Thumbnails],2025-09-14,124,0
Claim Type=Product,Sustainability Pills,2025-09-14,14,0
"Paragraph=false, Carousel=false, Follow Brand=false, Inverted=false",Showstopper (App),2025-09-14,1,0
"Paragraph=true, Carousel=false, Follow Brand=false, Inverted=false",Showstopper (App),2025-09-14,8,0
"Platform=App, Description=01, Header=Yes",Detail - List,2025-09-14,48,0
Message=Size recommendation,Size Advice,2025-09-14,27,0
Message=Reference item,Size Advice,2025-09-14,2,0
Property 1=Review available,Ratings summary,2025-09-14,145,0
"Type=Standard, Breakpoint=1280+",Product Card | Wardrobe (Web) - Liked,2025-09-14,32,0
Type=Eligible,Order Confirmation,2025-09-14,53,0
"Platform=Web, Description=00, Header=No",Detail - List,2025-09-14,138,0
"Type=Standard, Sale=False, Not available=False",Product Card | Cart,2025-09-14,4,0
"Type=Standard, Breakpoints=1280+, Sale=True, From (price)=True",Product Card | Catalogue (Web),2025-09-14,58,0
"Type=Default, Breakpoint=480-767",Outfit Cards (Web),2025-09-14,9,0
PDP Accordion / Details,,2025-09-14,273,0
"Sale=False, From (price)=False, Breakpoint=480 - 767",🚧 [deprecated] Product price,2025-09-14,186,0
"Paragraph=false, Carousel=true, Follow Brand=true, Inverted=false",Showstopper (App),2025-09-14,25,0
Viewport=App/mWeb,Early Access header,2025-09-14,148,0
"Breakpoint=Mobile, Insightful=False, Text review=True",Reviews/Read/Written Reviews,2025-09-14,22,0
"Type=Standard, Breakpoints=1280+, Sale=False, From (price)=False",Product Card | Catalogue (Web),2025-09-14,408,0
"Device=MobileWeb/Apps, Images=No, Illustration=No",CCC Tiles (NCR),2025-09-14,46,1
"Breakpoint=Desktop, Icon=False, Info Button=False, Plus=False, Link=False",Incentive Banner,2025-09-14,4,0
"Device=640, Inverted=No, Products=No, Description=Yes, Link=Yes",Showstopper (Email),2025-09-14,2,0
Type=Trade-in - Added,Product Card | Wardrobe (App),2025-09-14,57,0
"Sale=True, From (price)=False, Breakpoint=480 - 767",🚧 [deprecated] Product price,2025-09-14,18,0
"Breakpoint=769+, Type=Standard",Product Card | Cart Web,2025-09-14,1,0
"Type=AFC with item, Breakpoint=1280+",Outfit Cards (Web),2025-09-14,1,0
Type=Branded,Outfit Cards (App),2025-09-14,4,0
"Platform=Desktop, Beauty=False, Sale=True, Price drop=True",🚧 [DEPRECATED] Pricing + Item Details,2025-09-14,1,0
"Platform=App & mWeb, Type=3 - Sell it back",USPs,2025-09-14,70,0
Platform=App & mWeb,"Brand + item name, pricing",2025-09-14,168,0
"Platform=App, Description=00, Header=No",Detail - List,2025-09-14,155,0
"Platform=Desktop, Type=Many images",.Image Gallery (deprecated),2025-09-14,11,0
"Type=Default, Status=Unchecked",Product card | Returns,2025-09-14,6,2
"Platform=Android, Type=Many images",.Image Gallery (deprecated),2025-09-14,2,0
"Type=Default, Sale=No, Plus Flag=No",Product Card | Horizontal (Outfits),2025-09-14,60,0
Type=American Express,Payment Logo,2025-09-14,4,0
"Platform=App & mWeb, Beauty=False, Sale=False, Price drop=False",🚧 [DEPRECATED] Pricing + Item Details,2025-09-14,25,0
"Device=Big Desktop, Carousel=Yes",Collection Card,2025-09-14,9,1
"Type=Beauty, Breakpoints=1280+, Sale=False, From (price)=False",Product Card | Catalogue (Web),2025-09-14,12,0
"Paragraph=true, Carousel=true, Follow Brand=true, Inverted=true",Showstopper (App),2025-09-14,9,0
"Platform=Desktop, Beauty=False, Sale=False, Price drop=False",🚧 [DEPRECATED] Pricing + Item Details,2025-09-14,2,0
"Type=Standard, Breakpoints=1024 - 1279, Sale=False, From (price)=False",Product Card | Catalogue (Web),2025-09-14,141,0
"Breakpoint=Desktop, Icon=False, Info Button=False, Plus=False, Link=True",Incentive Banner,2025-09-14,21,0
"Platform=App & mWeb, Type=1 - Free Delivery + Returns",USPs,2025-09-14,204,0
"Type=Standard, Colour=Default, Breakpoint=768 - 1023, Sale=False",Product Card | Reco Carousel (Web),2025-09-14,159,0
Platform=App & mWeb,"Brand + item name, pricing",2025-09-14,148,0
"Platform=App & mWeb, Type=2 - Returns",USPs,2025-09-14,56,1
"Type=Default, Sale=Yes, Plus Flag=Yes",Product Card | Horizontal (Outfits),2025-09-14,3,0
"Type=Beauty, Breakpoints=1280+, Sale=True, From (price)=False",Product Card | Catalogue (Web),2025-09-14,2,0
"Type=Standard, Sale=False, From (price)=True",Product Card | Catalogue (App),2025-09-14,138,0
"Type=Standard, Breakpoints=375 - 479, Sale=True, From (price)=True",Product Card | Catalogue (Web),2025-09-14,1,0
"Device=640, Inverted=Yes, Products=No, Description=Yes, Link=Yes",Showstopper (Email),2025-09-14,3,0
Size=Small,Plus Logo,2025-09-14,4,0
Platform=mWeb & Apps,DSA Report a legal concern,2025-09-14,145,0
Viewport=mWeb/App,EA PDP Storytelling,2025-09-14,140,0
"Type=Standard, Sale=True, From (price)=True",Product Card | Catalogue (App),2025-09-14,11,0
"Platform=Web, Description=01, Header=No",Detail - List,2025-09-14,18,0
"Platform=Desktop, Beauty=True, Sale=False, Price drop=False",🚧 [DEPRECATED] Pricing + Item Details,2025-09-14,2,0
"Paragraph=true, Carousel=true, Follow Brand=false, Inverted=true",Showstopper (App),2025-09-14,11,0
"Type=Standard, Breakpoints=375 - 479, Sale=True, From (price)=False",Product Card | Catalogue (Web),2025-09-14,5,0
"Paragraph=true, Carousel=true, Follow Brand=false, Inverted=false",Showstopper (App),2025-09-14,8,0
Type=AFC with item,Outfit Cards (App),2025-09-14,72,0
"Type=Pre-owned, Delivery=None, Sale=False, Not available=Off",Product Card | Checkout,2025-09-14,6,0
"Platform=mWeb & apps, Status=Fashion - In stock",Size + Primary CTA + Wishlist,2025-09-14,90,0
"Breakpoint=320 - 479, Type=Beauty",Product Card | Cart Web,2025-09-14,3,0
"Platform=App & mWeb, Plus membership=Star, Delivery type=Premium",Delivery tile,2025-09-14,15,0
"State=Deselected, Type=None, Description=On, Plus=On, Caption=On, Message=None",Radio button (Checkout),2025-09-14,2,0
Opened=true,PDP Accordion Base,2025-09-14,2,1
"Type=Standard, Sale=False, From (price)=False",Product Card | Catalogue (App),2025-09-14,980,4
"Single Size=False, State=Selected",Size Picker - Entry Point,2025-09-14,82,0
"Type=Standard, Sale=True, From (price)=False",Product Card | Catalogue (App),2025-09-14,349,2
"Type=Standard, Breakpoints=1280+, Sale=True, From (price)=False",Product Card | Catalogue (Web),2025-09-14,348,0
"Device=App/Mobile, Carousel=Yes",Collection Card,2025-09-14,4,0
"Placement=Top Catalog, Entry-point=None, Countdown=True, VoucherCode=True",Sales Banner (Desktop web),2025-09-14,8,0
"Platform=App & mWeb, Beauty=False, Sale=True, Price drop=True",🚧 [DEPRECATED] Pricing + Item Details,2025-09-14,3,0
"Type=Standard, Breakpoints=375 - 479, Sale=False, From (price)=True",Product Card | Catalogue (Web),2025-09-14,35,0
"Platform=iOS, Type=Many images",.Image Gallery (deprecated),2025-09-14,157,3
"Sale=True, From (price)=True, Breakpoint=1280+",🚧 [deprecated] Product price,2025-09-14,37,0
PDP Accordion / Material & care,,2025-09-14,111,0
"Type=Standard, Colour=Default, Sale=False, From (price)=False",Product Card | Reco Carousel (App),2025-09-14,6,0
"Type=Beauty, Sale=False, Not available=False",Product Card | Cart,2025-09-14,6,0
"Sale=False, From (price)=True, Breakpoint=1280+",🚧 [deprecated] Product price,2025-09-14,2,0
"Paragraph=false, Carousel=false, Follow Brand=false, Inverted=false",Showstopper (App),2025-09-14,2,0
"Type=Beauty, Sale=True, From (price)=False",Product Card | Catalogue (App),2025-09-14,49,0
Type=PayPal,Payment Logo,2025-09-14,13,0
"Paragraph=true, Carousel=false, Follow Brand=false, Inverted=false",Showstopper (App),2025-09-14,10,0
"Platform=App, Real Data?=Yes",Detail - Tile,2025-09-14,145,0
Price Style=Default Current Price,,2025-09-14,3,0
"Platform=Desktop, Type=2 - Returns",USPs,2025-09-14,23,0
Category=Bar,Detail - Box,2025-09-14,6,0
"Type=Standard, Breakpoints=768 - 1023, Sale=True, From (price)=False",Product Card | Catalogue (Web),2025-09-14,7,0
"Paragraph=true, Carousel=false, Follow Brand=true, Inverted=true",Showstopper (App),2025-09-14,17,0
Membership linked=false,Nike Exclusives,2025-09-14,140,0
"Type=Standard, Breakpoints=768 - 1023, Sale=False, From (price)=False",Product Card | Catalogue (Web),2025-09-14,33,0
"Type=Standard, Size=1280+, Header=Yes",Carousel ,2025-09-14,31,0
"Sale=False, From (price)=False, Breakpoint=1024 - 1279",🚧 [deprecated] Product price,2025-09-14,128,0
Category=Default,Detail - Box,2025-09-14,47,0
Message=Size flag - runs small,Size Advice,2025-09-14,1,0
"Platform=App, # Items=01, View All=Yes",Tile,2025-09-14,4,0
"Breakpoint=Mobile, Icon=False, Info Button=True, Plus=False, Link=True",Incentive Banner,2025-09-14,61,0
"Single Size=False, State=Default",Size Picker - Entry Point,2025-09-14,102,0
"Sale=False, From (price)=False, Breakpoint=1280+",🚧 [deprecated] Product price,2025-09-14,998,0
"Device=MobileWeb/Apps, Images=Yes, Illustration=No",CCC Tiles (NCR),2025-09-14,16,0
Options=False,Newsletter banner (mWeb),2025-09-14,10,0
"Type=Standard, Delivery=None, Sale=False, Not available=Off",Product Card | Checkout,2025-09-14,43,0
Proposition=Fashion,PDP - Full page,2025-09-14,16,3
Proposition=Beauty,PDP - Full page,2025-09-14,3,1
"Sale=False, From (price)=False, Breakpoint=375 - 479",🚧 [deprecated] Product price,2025-09-14,2446,0
Proposition=Pre-owned,PDP - Full page,2025-09-14,2,1
"Type=Beauty, Delivery=Plus Premium, Sale=False, Not available=Off",Product Card | Checkout,2025-09-14,20,0
"Platform=Web, Description=01, Header=Yes",Detail - List,2025-09-14,18,0
"Platform=App, # Items=03, View All=No",Tile,2025-09-14,125,0
"Type=Standard, Size=375 - 479, Header=Yes",Carousel ,2025-09-14,850,0
"Paragraph=true, Carousel=false, Follow Brand=false, Inverted=false",Showstopper (App),2025-09-14,28,0
Type=Trade-in - Bought,Product Card | Wardrobe (App),2025-09-14,304,0
"Paragraph=false, Carousel=false, Follow Brand=false, Inverted=false",Showstopper (App),2025-09-14,13,0
"Type=Beauty, Size=375 - 479, Header=Yes",Carousel ,2025-09-14,8,0
Type=Visa,Payment Logo,2025-09-14,1,0
"Type=Standard, Delivery=Plus Premium, Sale=False, Not available=Off",Product Card | Checkout,2025-09-14,4,0
Proposition=Sports,PDP - Full page,2025-09-14,3,0
"Premise=Catalogue, Sold out=Off",Product Card Vertical,2025-09-14,123,0
Platform=App & mWeb,"Brand + item name, pricing",2025-09-14,3,0
"Type=Standard, Colour=Default, Breakpoint=375 - 479, Sale=False",Product Card | Reco Carousel (Web),2025-09-14,4,0
"Platform=App & mWeb, Plus membership=-, Delivery type=Min order value",Delivery tile,2025-09-14,4,0
"Type=Standard, Sale=True, Not available=False",Product Card | Cart,2025-09-14,9,0
"Sale=True, From (price)=False, Breakpoint=375 - 479",🚧 [deprecated] Product price,2025-09-14,54,0
Sponsored indicator,,2025-09-14,6335,0
PDP Accordion / Size & fit,,2025-09-14,4,0
Type=Pre-invite,Hyped Articles Message,2025-09-14,118,0
"Sale=True, From (price)=False, Breakpoint=1024 - 1279",🚧 [deprecated] Product price,2025-09-14,12,0
"Type=Outfit, Size=375 - 479, Header=Yes",Carousel ,2025-09-14,202,0
"Paragraph=true, Carousel=true, Follow Brand=true, Inverted=false",Showstopper (App),2025-09-14,1,0
"Type=Beauty, Sale=False, Flags=False, Delivery Type=None",Product Card Email,2025-09-14,54,0
"Type=Standard, Colour=Default, Sale=True, From (price)=False",Product Card | Reco Carousel (App),2025-09-14,3,0
"Platform=App & mWeb, Sold & shipped=Zalando",Partner information,2025-09-14,179,0
"Sale=True, From (price)=False, Breakpoint=1280+",🚧 [deprecated] Product price,2025-09-14,1,0
"Type=Standard, Colour=White, Breakpoint=1280+, Sale=False",Product Card | Reco Carousel (Web),2025-09-14,915,0
"Type=Fashion, Sale=False, Flags=False, Delivery Type=None",Product Card Email,2025-09-14,28,0
Type=Bank Transfer,Payment Logo,2025-09-14,10,0
"Breakpoint=Mobile, Icon=True, Info Button=True, Plus=False, Link=True",Incentive Banner,2025-09-14,62,0
Platform=mWeb,Template | Catalogue Product cards,2025-09-14,1,0
"Platform=Apps, Follows Brand=false",Follow Brand,2025-09-14,125,0
"Premise=Order details, Not available / Sold out=Off",Product Card Horizontal,2025-09-14,35,0
"Sale=True, From (price)=True, Breakpoint=375 - 479",🚧 [deprecated] Product price,2025-09-14,2037,0
"Platform=Desktop, Type=Few images",.Image Gallery (deprecated),2025-09-14,14,0
"State=Deselected, Type=Price, Description=On, Plus=On, Caption=On, Message=None",Radio button (Checkout),2025-09-14,1,1
"Paragraph=true, Carousel=false, Follow Brand=false, Inverted=true",Showstopper (App),2025-09-14,3,0
