component_name,component_set_name,file_name,instances
"Device=Mobile, Inverted=No, Products=No, Description=No, Link=Yes",Showstopper (Email),Unknown File,0
"State=Deselected, Type=Optional, Description=On, Plus=On, Caption=On, Message=None",Radio button (Checkout),Unknown File,0
"State=Deselected, Type=None, Description=On, Plus=Off, Caption=Off, Message=Informative",Radio button (Checkout),Unknown File,0
"State=Disabled, Type=Price, Description=On, Plus=Off, Caption=Off, Message=None",Radio button (Checkout),Unknown File,0
"State=Hover (Web only), Type=Optional, Description=On, Plus=Off, Caption=Off, Message=None",Radio button (Checkout),Unknown File,0
"State=Deselected, Type=None, Description=On, Plus=Off, Caption=Off, Message=None",Radio button (Checkout),Unknown File,0
"Device=Email, Inverted=No, Live=Yes, Link=No",Want-it Tile,Unknown File,0
"State=Deselected, Type=Optional, Description=Off, Plus=On, Caption=Off, Message=None",Radio button (Checkout),Unknown File,0
"State=Selected, Type=Optional, Description=On, Plus=Off, Caption=Off, Message=None",Radio button (Checkout),Unknown File,0
"State=Deselected, Type=Optional, Description=Off, Plus=On, Caption=On, Message=None",Radio button (Checkout),Unknown File,0
"State=Disabled, Type=None, Description=On, Plus=Off, Caption=Off, Message=None",Radio button (Checkout),Unknown File,0
"State=Deselected, Type=Price, Description=Off, Plus=On, Caption=Off, Message=None",Radio button (Checkout),Unknown File,0
"State=Deselected, Type=Optional, Description=On, Plus=Off, Caption=On, Message=None",Radio button (Checkout),Unknown File,0
"State=Deselected, Type=None, Description=On, Plus=Off, Caption=On, Message=None",Radio button (Checkout),Unknown File,0
"State=Deselected, Type=Price, Description=On, Plus=On, Caption=On, Message=Informative",Radio button (Checkout),Unknown File,0
"State=Deselected, Type=Optional, Description=On, Plus=On, Caption=Off, Message=None",Radio button (Checkout),Unknown File,0
"State=Hover (Web only), Type=None, Description=On, Plus=Off, Caption=Off, Message=None",Radio button (Checkout),Unknown File,0
"Device=Mobile, Inverted=No, Products=Yes, Description=No, Link=No",Showstopper (Email),Unknown File,0
"Breakpoint=Desktop, Icon=True, Info Button=True, Plus=False, Link=False",Incentive Banner,Unknown File,0
"Type=Ineligible (Digital review), Breakpoint=1024 - 1279",Product Card | Trade-in (Web),Unknown File,0
Type=Nexi,Payment Logo,Unknown File,0
"Type=Ineligible (Warehouse review), Breakpoint=768 - 1023",Product Card | Trade-in (Web),Unknown File,0
"Platform=Desktop, Rows=Two (Expanded)",(DEPRECATED) Colour Picker [MIN 2 Thumbnails],Unknown File,0
"Type=Ineligible (Warehouse review), Breakpoint=1024 - 1279",Product Card | Trade-in (Web),Unknown File,0
"Type=Ineligible (Digital review), Breakpoint=480 - 767",Product Card | Trade-in (Web),Unknown File,0
"Type=Ineligible (Digital review), Breakpoint=768 - 1023",Product Card | Trade-in (Web),Unknown File,0
"Type=Pre-owned, Delivery=Plus Premium, Sale=False, Not available=Off",Product Card | Checkout,Unknown File,0
"Placement=Top Catalog, Entry-point=None, Countdown=True, VoucherCode=True",Sales Banner (Desktop web),Unknown File,0
"Type=Ineligible (Warehouse review), Breakpoint=375 - 479",Product Card | Trade-in (Web),Unknown File,0
"Type=Ineligible (Warehouse review), Breakpoint=480 - 767",Product Card | Trade-in (Web),Unknown File,0
"Platform=Desktop, Type=Single image",.Image Gallery (deprecated),Unknown File,0
"Breakpoint=Desktop, Type=Standard",Incentive Banner,Unknown File,0
"Type=Default, Sale=True",Product Card | Replenishment | Cart,Unknown File,0
"Type=Vertical, State=Hover (Web only), Flag=On, Pay extra=Off, CC logo=5",Radio button (Payments),Unknown File,0
"Platform=mWeb & apps, Status=Out of stock",Size + Primary CTA + Wishlist,Unknown File,0
Inverted=False,Plus Showstopper (Desktop),Unknown File,0
"Placement=Home, Entry-point=Multi, Countdown=True, VoucherCode=True",Sales Banner (Desktop web),Unknown File,0
Type=Extra,MC - Payment List Item,Unknown File,0
"Type=CVC, State=Disabled, CC logo=Off, Message=None",Text input (Payments),Unknown File,0
"Paragraph=true, Carousel=false, Follow Brand=true, Inverted=false",Showstopper (App),Unknown File,0
Type=MobilePay,Payment Logo,Unknown File,0
"Type=Fashion, Sale=True, Flags=True, Delivery Type=Long Distance",Product Card Email,Unknown File,0
"Type=Vertical, State=Selected, Flag=On, Pay extra=On, CC logo=5",Radio button (Payments),Unknown File,0
"Platform=Desktop, Ratings=True, Reviews=False, Insightful=False, Pills=False",Reviews/Read/Entry Point,Unknown File,0
PDP Accordion / Highlights,,Unknown File,0
"Type=Beauty, Sale=True, Flags=True, Delivery Type=Long Distance",Product Card Email,Unknown File,0
"Type=Beauty, Sale=True, Flags=True, Delivery Type=None",Product Card Email,Unknown File,0
"Type=Credit card, State=Disabled, CC logo=Off, Message=None",Text input (Payments),Unknown File,0
"Type=Beauty, Sale=True, Flags=True, Delivery Type=Plus",Product Card Email,Unknown File,0
"Type=Credit card, State=Off focus, CC logo=On, Message=Error",Text input (Payments),Unknown File,0
"Type=Preowned, Sale=True, Flags=True, Delivery Type=None",Product Card Email,Unknown File,0
"Type=Horizontal, State=Deselected, Flag=Off, Pay extra=Off, CC logo=2",Radio button (Payments),Unknown File,0
"Platform=App, # Items=03, View All=Yes",Tile,Unknown File,0
"Paragraph=true, Carousel=true, Follow Brand=true, Inverted=true",Showstopper (App),Unknown File,0
"Type=Preowned, Sale=False, Flags=True, Delivery Type=None",Product Card Email,Unknown File,0
"Type=Standard, Delivery=Plus Early Access, Sale=False, Not available=Off",Product Card | Checkout,Unknown File,0
"Type=Horizontal, State=Disabled, Flag=Off, Pay extra=On, CC logo=5",Radio button (Payments),Unknown File,0
"Type=Standard, Sale=False, Not available=True",Product Card | Cart,Unknown File,0
"Breakpoint=Desktop, Icon=True, Info Button=False, Plus=False, Link=False",Incentive Banner,Unknown File,0
"Type=Horizontal, State=Deselected, Flag=On, Pay extra=On, CC logo=2",Radio button (Payments),Unknown File,0
"Device=Email, Inverted=No, Live=No, Link=No",Want-it Tile,Unknown File,0
"Type=Horizontal, State=Hover (Web only), Flag=Off, Pay extra=On, CC logo=5",Radio button (Payments),Unknown File,0
"Device=Email, Inverted=Yes, Live=No, Link=No",Want-it Tile,Unknown File,0
"Type=Credit card, State=Off focus, CC logo=On, Message=None",Text input (Payments),Unknown File,0
"Type=Horizontal, State=Disabled, Flag=On, Pay extra=Off, CC logo=5",Radio button (Payments),Unknown File,0
"Type=Vertical, State=Disabled, Flag=Off, Pay extra=On, CC logo=5",Radio button (Payments),Unknown File,0
"Type=Vertical, State=Disabled, Flag=Off, Pay extra=Off, CC logo=5",Radio button (Payments),Unknown File,0
"Type=Horizontal, State=Hover (Web only), Flag=On, Pay extra=On, CC logo=5",Radio button (Payments),Unknown File,0
"Type=Standard, Breakpoints=768 - 1023, Sale=True, From (price)=True",Product Card | Catalogue (Web),Unknown File,0
"Type=Credit card, State=Disabled, CC logo=On, Message=None",Text input (Payments),Unknown File,0
"Type=Horizontal, State=Hover (Web only), Flag=On, Pay extra=Off, CC logo=5",Radio button (Payments),Unknown File,0
"Type=Vertical, State=Hover (Web only), Flag=Off, Pay extra=Off, CC logo=5",Radio button (Payments),Unknown File,0
"Type=Credit card, State=Off focus, CC logo=Off, Message=Informative",Text input (Payments),Unknown File,0
"Type=Vertical, State=Disabled, Flag=On, Pay extra=Off, CC logo=5",Radio button (Payments),Unknown File,0
"Type=Vertical, State=Deselected, Flag=Off, Pay extra=On, CC logo=5",Radio button (Payments),Unknown File,0
"Type=Vertical, State=Selected, Flag=Off, Pay extra=On, CC logo=5",Radio button (Payments),Unknown File,0
"Type=Horizontal, State=Hover (Web only), Flag=Off, Pay extra=Off, CC logo=5",Radio button (Payments),Unknown File,0
"Type=Horizontal, State=Selected, Flag=Off, Pay extra=Off, CC logo=5",Radio button (Payments),Unknown File,0
"Type=CVC, State=Off focus, CC logo=Off, Message=Informative",Text input (Payments),Unknown File,0
"Type=Horizontal, State=Selected, Flag=On, Pay extra=Off, CC logo=5",Radio button (Payments),Unknown File,0
"Type=Horizontal, State=Selected, Flag=Off, Pay extra=On, CC logo=5",Radio button (Payments),Unknown File,0
"Type=Vertical, State=Hover (Web only), Flag=Off, Pay extra=On, CC logo=5",Radio button (Payments),Unknown File,0
"Type=Horizontal, State=Disabled, Flag=Off, Pay extra=Off, CC logo=5",Radio button (Payments),Unknown File,0
"Type=Vertical, State=Disabled, Flag=On, Pay extra=On, CC logo=5",Radio button (Payments),Unknown File,0
"Type=Horizontal, State=Deselected, Flag=Off, Pay extra=On, CC logo=5",Radio button (Payments),Unknown File,0
"Type=Horizontal, State=Disabled, Flag=On, Pay extra=On, CC logo=5",Radio button (Payments),Unknown File,0
"Type=Credit card, State=On focus, CC logo=On, Message=None",Text input (Payments),Unknown File,0
"Type=Vertical, State=Hover (Web only), Flag=On, Pay extra=On, CC logo=5",Radio button (Payments),Unknown File,0
"Type=Subcreation, Sale=False",Product Card | Replenishment | Cart,Unknown File,0
"Brand=Sephora, Platform=Web, Zalando logo=On, Breakpoint=1024 - 1279",Brand experience sticky-bar,Unknown File,0
"Type=Horizontal, State=Selected, Flag=Off, Pay extra=On, CC logo=1",Radio button (Payments),Unknown File,0
"Type=Horizontal, State=Selected, Flag=On, Pay extra=Off, CC logo=1",Radio button (Payments),Unknown File,0
"Brand=Sephora, Platform=Web, Zalando logo=On, Breakpoint=320 - 374",Brand experience sticky-bar,Unknown File,0
"Brand=Sephora, Platform=Web, Zalando logo=Off, Breakpoint=1024 - 1279",Brand experience sticky-bar,Unknown File,0
Inverted=False,Plus Showstopper (Desktop),Unknown File,0
"Type=Beauty, Breakpoints=768 - 1023, Sale=False, From (price)=False",Product Card | Catalogue (Web),Unknown File,0
"Type=Default, Status=Checked",Product card | Returns,Unknown File,0
"Brand=Sephora, Platform=Web, Zalando logo=Off, Breakpoint=320 - 374",Brand experience sticky-bar,Unknown File,0
Type=Trustly,Payment Logo,Unknown File,0
"Platform=Desktop, Sold & shipped=Zalando",Partner information,Unknown File,0
"Breakpoint=Desktop, Icon=False, Info Button=False, Plus=True, Link=True",Incentive Banner,Unknown File,0
"Type=Pre-owned, Sale=True, Not available=False",Product Card | Cart,Unknown File,0
"Type=Pre-owned, Breakpoints=1280+, Sale=True, From (price)=False",Product Card | Catalogue (Web),Unknown File,0
Inverted=False,Plus Showstopper (Desktop),Unknown File,0
"Paragraph=true, Carousel=true, Follow Brand=false, Inverted=false",Showstopper (App),Unknown File,0
Inverted=True,Showstopper (Desktop 1280+),Unknown File,0
Type=Invoice - fi.FI,Payment Logo,Unknown File,0
"Paragraph=false, Carousel=true, Follow Brand=false, Inverted=false",Showstopper (App),Unknown File,0
"Platform=App & mWeb, Returned=True, Size Flag=False, Size Reco=False",Repurchase messaging,Unknown File,0
"Placement=Top Catalog, Entry-point=None, Countdown=False, VoucherCode=True",Sales Banner (Desktop web),Unknown File,0
"Platform=App, # Items=04, View All=Yes",Tile,Unknown File,0
"Platform=App & mWeb, Plus membership=Opt-in, Delivery type=Premium",Delivery tile,Unknown File,0
Inverted=False,Plus Showstopper (Desktop),Unknown File,0
"Type=Pre-owned, Sale=False, Not available=True",Product Card | Cart,Unknown File,0
"Type=Beauty, Breakpoints=1024 - 1279, Sale=True, From (price)=False",Product Card | Catalogue (Web),Unknown File,0
"Device=Desktop, Inverted=No, Live=No, Link=No",Want-it Tile,Unknown File,0
"Type=Pre-owned, Delivery=None, Sale=True, Not available=Off",Product Card | Checkout,Unknown File,0
"Type=Beauty, Sale=False, Not available=True",Product Card | Cart,Unknown File,0
Inverted=True,Showstopper (Desktop 1280+),Unknown File,0
Message=Size flag - runs small,Size Advice,Unknown File,0
"Breakpoint=Mobile, Paragraph=True, Link=True, Image=False",Sales Banner (Email),Unknown File,0
"Type=Beauty, Breakpoints=1024 - 1279, Sale=False, From (price)=True",Product Card | Catalogue (Web),Unknown File,0
"Type=Pre-owned, Breakpoints=1024 - 1279, Sale=True, From (price)=False",Product Card | Catalogue (Web),Unknown File,0
Type=Post Finance,Payment Logo,Unknown File,0
"Type=Pre-owned, State=Default, Sale=False, Not available=On, Wishlist State=Default",Product Card | Mini-Cart,Unknown File,0
"Device=Mobile, Inverted=No, Products=No, Description=No, Link=No",Showstopper (Email),Unknown File,0
"Paragraph=true, Carousel=false, Follow Brand=false, Inverted=false",Showstopper (App),Unknown File,0
Inverted=True,Showstopper (Desktop 1280+),Unknown File,0
"Breakpoint=1280+, Property 2=Added by user",Product Card | Wardrobe (Web) - Trade-in,Unknown File,0
"Email Size=Mobile, Voucher=Yes, Countdown=Yes",Multi-Entry Banner (Email),Unknown File,0
"Type=Pre-owned, Delivery=Long distance, Sale=True, Not available=Off",Product Card | Checkout,Unknown File,0
"Device=Mobile web, Inverted=Yes, Live=No, Link=Yes",Want-it Tile,Unknown File,0
"Platform=App & mWeb, Plus membership=-, Delivery type=LongDistance",Delivery tile,Unknown File,0
"Premise=Order details, Not available / Sold out=Off",Product Card Horizontal,Unknown File,0
"Type=Beauty, Size=1280+, Header=Yes",Carousel ,Unknown File,0
"Premise=Wardrobe app (Favourite), Not available / Sold out=Off",Product Card Horizontal,Unknown File,0
"Device=Mobile, Inverted=No, Products=Yes, Description=Yes, Link=No",Showstopper (Email),Unknown File,0
"Platform=Apps, Follows Brand=true",Follow Brand,Unknown File,0
"Breakpoint=Mobile, Paragraph=False, Link=True, Image=False",Sales Banner (Email),Unknown File,0
"Platform=App, Description=03, Header=No",Detail - List,Unknown File,0
Inverted=True,Showstopper (Desktop 1280+),Unknown File,0
"Device=640, Inverted=No, Products=Yes, Description=No, Link=No",Showstopper (Email),Unknown File,0
"Breakpoint=769+, Type=Pre-owned",Product Card | Cart Web,Unknown File,0
"Placement=Top Catalog, Entry-point=None, Countdown=True, VoucherCode=True",Sales Banner (Desktop web),Unknown File,0
"Breakpoint=Desktop 640, Paragraph=False, Link=True, Image=False",Sales Banner (Email),Unknown File,0
"Device=MobileWeb/Apps, Images=No, Illustration=Yes",CCC Tiles (NCR),Unknown File,0
Proposition=Sports,PDP - Full page,Unknown File,0
"Platform=App & mWeb, Ratings=True, Reviews=True, Insightful=True, Pills=2 Rows",Reviews/Read/Entry Point,Unknown File,0
Inverted=True,Showstopper (Desktop 1280+),Unknown File,0
"Type=Beauty, State=Default, Sale=False, Not available=On, Wishlist State=Default",Product Card | Mini-Cart,Unknown File,0
"Email Size=Mobile, Voucher=No, Countdown=No",Multi-Entry Banner (Email),Unknown File,0
Platform=Desktop,DSA Report a legal concern,Unknown File,0
Type=Invoice - pl.PL,Payment Logo,Unknown File,0
Proposition=Pre-owned,PDP - Full page,Unknown File,0
"Email Size=640, Voucher=Yes, Countdown=Yes",Multi-Entry Banner (Email),Unknown File,0
Inverted=True,Showstopper (Desktop 1280+),Unknown File,0
"Breakpoint=480 - 768, Type=Beauty",Product Card | Cart Web,Unknown File,0
"Device=Big Desktop, Carousel=No",Collection Card,Unknown File,0
"Device=Small Desktop, Carousel=Yes",Collection Card,Unknown File,0
"Premise=Email, Sold out=Off",Product Card Vertical,Unknown File,0
"Type=Standard, Breakpoints=768 - 1023, Sale=False, From (price)=True",Product Card | Catalogue (Web),Unknown File,0
"Device=640, Inverted=No, Products=No, Description=No, Link=No",Showstopper (Email),Unknown File,0
Type=Vipps,Payment Logo,Unknown File,0
"Paragraph=true, Carousel=false, Follow Brand=true, Inverted=true",Showstopper (App),Unknown File,0
Inverted=True,Showstopper (Desktop 1280+),Unknown File,0
"Platform=App & mWeb, Plus membership=-, Delivery type=Min order value",Delivery tile,Unknown File,0
"Platform=Web, Real Data?=Yes",Detail - Tile,Unknown File,0
"Platform=Desktop, Sold & shipped=#supportthestores",Partner information,Unknown File,0
"Sale=True, From (price)=True, Breakpoint=768 - 1023",🚧 [deprecated] Product price,Unknown File,0
"Platform=Web, Description=03, Header=No",Detail - List,Unknown File,0
"Breakpoint=Desktop 640, Paragraph=True, Link=True, Image=True",Sales Banner (Email),Unknown File,0
Inverted=True,Showstopper (Desktop 1280+),Unknown File,0
Viewport=Desktop Web,EA PDP Storytelling,Unknown File,0
"Device=Small Desktop, Carousel=No",Collection Card,Unknown File,0
"Device=Small Desktop, Label Color=Yes",Filtered View Card,Unknown File,0
"Paragraph=true, Carousel=true, Follow Brand=false, Inverted=true",Showstopper (App),Unknown File,0
"Platform=Desktop, Single colour=True",Colour Picker [Thumbnails],Unknown File,0
"Paragraph=true, Carousel=false, Follow Brand=false, Inverted=true",Showstopper (App),Unknown File,0
"Placement=In-grid Catalog, Entry-point=None, Countdown=False, VoucherCode=True",Sales Banner (Desktop web),Unknown File,0
"Premise=Wardrobe app (Favourite), Not available / Sold out=On",Product Card Horizontal,Unknown File,0
"Breakpoint=Desktop 640, Paragraph=False, Link=False, Image=False",Sales Banner (Email),Unknown File,0
"Device=Mobile, Description=Yes, Link=Yes, Card Title=Long, Label Color=Yes",Filtered View Card (Email),Unknown File,0
"Placement=Home, Entry-point=Multi, Countdown=True, VoucherCode=True",Sales Banner (Desktop web),Unknown File,0
Type=Apple Pay,Payment Logo,Unknown File,0
Type=Invoice - de.AT,Payment Logo,Unknown File,0
"Platform=App & mWeb, Plus membership=-, Delivery type=Connected retail",Delivery tile,Unknown File,0
"Breakpoint=Mobile, Paragraph=False, Link=True, Image=True",Sales Banner (Email),Unknown File,0
"Platform=App, # Items=05, View All=Yes",Tile,Unknown File,0
"Platform=Desktop, Plus membership=Opt-in, Delivery type=Premium",Delivery tile,Unknown File,0
"Breakpoint=480 - 768, Type=Standard",Product Card | Cart Web,Unknown File,0
"Platform=Desktop, # Items=04, View All=Yes",Tile,Unknown File,0
"Platform=Desktop, # Items=03, View All=Yes",Tile,Unknown File,0
"Platform=Desktop, Plus membership=Star, Delivery type=Premium",Delivery tile,Unknown File,0
"Platform=App, # Items=02, View All=Yes",Tile,Unknown File,0
"Type=Return to Partner, Status=Checked",Product card | Returns,Unknown File,0
"Device=Mobile web, Inverted=Yes, Live=No, Link=No",Want-it Tile,Unknown File,0
"Sale=True, From (price)=True, Breakpoint=1024 - 1279",🚧 [deprecated] Product price,Unknown File,0
"Breakpoint=480 - 768, Type=Pre-owned",Product Card | Cart Web,Unknown File,0
"Size=Web, Behavior=Default",Beauty Color picker tile,Unknown File,0
"Platform=Desktop, Plus membership=-, Delivery type=Connected retail",Delivery tile,Unknown File,0
"Sale=False, From (price)=True, Breakpoint=480 - 767",🚧 [deprecated] Product price,Unknown File,0
"Device=Mobile, Description=No, Link=No, Card Title=Long, Label Color=Yes",Filtered View Card (Email),Unknown File,0
"Placement=In-grid Catalog, Entry-point=None, Countdown=True, VoucherCode=False",Sales Banner (Desktop web),Unknown File,0
PDP Accordion / Ingredients,,Unknown File,0
"Platform=Desktop, Ratings=True, Reviews=True, Insightful=True, Pills=1 Row",Reviews/Read/Entry Point,Unknown File,0
"Platform=iOS, Type=Few images",.Image Gallery (deprecated),Unknown File,0
"Platform=Desktop, Beauty=True, Sale=True, Price drop=True",🚧 [DEPRECATED] Pricing + Item Details,Unknown File,0
Platform=Web 1280+,Template | Catalogue Product cards,Unknown File,0
Type=Card,Payment Logo,Unknown File,0
"Placement=Top Catalog, Entry-point=None, Countdown=False, VoucherCode=False",Sales Banner (Desktop web),Unknown File,0
"Type=Beauty, Colour=Default, Sale=True, From (price)=False",Product Card | Reco Carousel (App),Unknown File,0
"Device=640, Inverted=No, Products=Yes, Description=Yes, Link=No",Showstopper (Email),Unknown File,0
"Device=IOS, Size Picker=On",Carrousel | Shoppable,Unknown File,0
"Email Size=640, Voucher=No, Countdown=No",Multi-Entry Banner (Email),Unknown File,0
"Device=640, Description=No, CTA=No",Collection Card (Email),Unknown File,0
"Email Size=Mobile, Voucher=No, Countdown=Yes",Multi-Entry Banner (Email),Unknown File,0
"Breakpoint=Mobile, Paragraph=True, Link=False, Image=False",Sales Banner (Email),Unknown File,0
"Device=640, Inverted=Yes, Products=No, Description=Yes, Link=No",Showstopper (Email),Unknown File,0
"Device=640, Description=No, Link=Yes, Card Title=Long, Label Color=Yes",Filtered View Card (Email),Unknown File,0
"Type=Standard, State=Hover, Sale=False, Not available=Off, Wishlist State=Default",Product Card | Mini-Cart,Unknown File,0
"Type=Standard, Delivery=Long distance, Sale=True, Not available=Off",Product Card | Checkout,Unknown File,0
"Type=Pre-owned, Breakpoints=768 - 1023, Sale=False, From (price)=False",Product Card | Catalogue (Web),Unknown File,0
Proposition=Designer,PDP - Full page,Unknown File,0
"Breakpoint=Mobile, State=Selected 1",Reviews/Write/Attribute Scale,Unknown File,0
"Placement=Home, Entry-point=Multi, Countdown=True, VoucherCode=False",Sales Banner (mWeb),Unknown File,0
"Device=Mobile, Description=Yes, CTA=No",Collection Card (Email),Unknown File,0
Plus logo lockup,,Unknown File,0
"Premise=Shoppable, Sold out=Off",Product Card Vertical,Unknown File,0
"Breakpoint=Mobile, Type=Eligible",Incentive Banner,Unknown File,0
"Selection=Unselected, State=Default",List - Color Swatch,Unknown File,0
Platform=Desktop,DSA Report a legal concern,Unknown File,0
"State=Selected, Type=Price, Description=On, Plus=On, Caption=Off, Message=None",Radio button (Checkout),Unknown File,0
"Selection=Out of stock, State=Default",List - Color Swatch,Unknown File,0
"Type=Return to Partner, Status=Unchecked",Product card | Returns,Unknown File,0
"Device=640, Description=Yes, Link=Yes, Card Title=Short, Label Color=No",Filtered View Card (Email),Unknown File,0
Proposition=Plus Early Access,PDP - Full page,Unknown File,0
"Type=Pre-Owned, Size=375 - 479, Header=Yes",Carousel ,Unknown File,0
"Platform=Desktop, Plus membership=-, Delivery type=LongDistance",Delivery tile,Unknown File,0
"Device=640, Description=Yes, CTA=No",Collection Card (Email),Unknown File,0
"Platform=Desktop, Plus membership=-, Delivery type=Standard",Delivery tile,Unknown File,0
"Device=Small Desktop 1024, Images=Yes, Illustration=No",CCC Tiles (NCR),Unknown File,0
"Placement=In-grid Catalog, Entry-point=None, Countdown=True, VoucherCode=True",Sales Banner (Desktop web),Unknown File,0
"Placement=Home, Entry-point=Multi, Countdown=False, VoucherCode=False",Sales Banner (Desktop web),Unknown File,0
Type=Solo,Payment Logo,Unknown File,0
"Type=Beauty, Device=IOS, Sale=True, From (price)=True",Product Card | Shoppable (App & Ipad),Unknown File,0
"Platform=App & mWeb, Rating=Mid",Reviews/Read/Overview,Unknown File,0
"Platform=App & mWeb, Ratings=True, Reviews=True, Insightful=True, Pills=1 Row",Reviews/Read/Entry Point,Unknown File,0
"Premise=Outfits, Not available / Sold out=Off",Product Card Horizontal,Unknown File,0
"Platform=Desktop, Status=Beauty - In stock",Size + Primary CTA + Wishlist,Unknown File,0
"Device=Mobile, Description=No, CTA=No",Collection Card (Email),Unknown File,0
"Breakpoint=Mobile, Type=Plus",Incentive Banner,Unknown File,0
"Premise=Wardrobe web (Owned), Sold out=On",Product Card Vertical,Unknown File,0
"Type=Pre-Owned, Size=1280+, Header=Yes",Carousel ,Unknown File,0
"Type=Pre-owned, Breakpoints=480 - 767, Sale=False, From (price)=False",Product Card | Catalogue (Web),Unknown File,0
Type=Eletronic Cash,Payment Logo,Unknown File,0
"Type=Pre-owned, State=Hover, Sale=False, Not available=Off, Wishlist State=Default",Product Card | Mini-Cart,Unknown File,0
Platform=Desktop,DSA Report a legal concern,Unknown File,0
"Breakpoint=Desktop 640, Paragraph=True, Link=True, Image=False",Sales Banner (Email),Unknown File,0
Message=Size flag - runs large,Size Advice,Unknown File,0
"Device=Mobile, Description=Yes, Link=Yes, Card Title=Short, Label Color=No",Filtered View Card (Email),Unknown File,0
Type=Visa,Payment Logo,Unknown File,0
"Device=Mobile, Description=No, Link=Yes, Card Title=Long, Label Color=Yes",Filtered View Card (Email),Unknown File,0
"Device=640, Description=Yes, Link=No, Card Title=Long, Label Color=Yes",Filtered View Card (Email),Unknown File,0
Type=Saved,Outfit Cards (App),Unknown File,0
"Paragraph=false, Carousel=false, Follow Brand=false, Inverted=true",Showstopper (App),Unknown File,0
"Type=Standard, Size=480 - 767, Header=No",Carousel ,Unknown File,0
"Breakpoint=Desktop, State=Selected 2",Reviews/Write/Attribute Scale,Unknown File,0
"Device=Big Desktop 1280+, Images=No, Illustration=Yes",CCC Tiles (NCR),Unknown File,0
"Platform=App & mWeb, Rating=Low",Reviews/Read/Overview,Unknown File,0
"Type=Credit card, State=On hover, CC logo=On, Message=None",Text input (Payments),Unknown File,0
"Breakpoint=Mobile, Insightful=True, Text review=False",Reviews/Read/Written Reviews,Unknown File,0
"Email Size=640, Voucher=No, Countdown=Yes",Multi-Entry Banner (Email),Unknown File,0
"Device=Mobile, Description=Yes, Link=Yes, Card Title=Short, Label Color=Yes",Filtered View Card (Email),Unknown File,0
"Breakpoint=Desktop, State=Selected 3",Reviews/Write/Attribute Scale,Unknown File,0
Type=Third line,MC - Payment List Item,Unknown File,0
"Device=Mobile, Description=Yes, Link=No, Card Title=Long, Label Color=Yes",Filtered View Card (Email),Unknown File,0
"Device=640, Description=No, Link=No, Card Title=Long, Label Color=Yes",Filtered View Card (Email),Unknown File,0
"Placement=Home, Entry-point=Single, Countdown=True, VoucherCode=False",Sales Banner (Desktop web),Unknown File,0
"Premise=Wardrobe web (Favourite), Sold out=On",Product Card Vertical,Unknown File,0
"Breakpoint=Desktop, Insightful=True, Text review=False",Reviews/Read/Written Reviews,Unknown File,0
"Platform=Desktop, Sold & shipped=Mixed",Partner information,Unknown File,0
"Type=Color Swatch, State=Default, Selection=Deselected",Dropdown Trigger,Unknown File,0
"Type=Beauty, State=Hover, Sale=False, Not available=Off, Wishlist State=Default",Product Card | Mini-Cart,Unknown File,0
Type=Invoice - nl.NL,Payment Logo,Unknown File,0
"Type=Standard, Breakpoints=480 - 767, Sale=False, From (price)=True",Product Card | Catalogue (Web),Unknown File,0
Plus Sales Banner (Desktop web),,Unknown File,0
"Platform=Desktop, Status=Fashion - In stock",Size + Primary CTA + Wishlist,Unknown File,0
"Breakpoint=1024 - 1279, Property 2=Added by user",Product Card | Wardrobe (Web) - Trade-in,Unknown File,0
"Type=Standard, Colour=Default, Sale=False, From (price)=True",Product Card | Reco Carousel (App),Unknown File,0
"Type=Standard, State=Default, Sale=True, Not available=Off, Wishlist State=Added to wishlist",Product Card | Mini-Cart,Unknown File,0
"Breakpoint=Mobile, State=Static",Reviews/Write/Attribute Scale,Unknown File,0
"Breakpoint=Desktop, State=Static",Reviews/Write/Attribute Scale,Unknown File,0
"Type=Standard, Device=Ipad, Sale=True, From (price)=True",Product Card | Shoppable (App & Ipad),Unknown File,0
"Delivery count, Short",,Unknown File,0
"Platform=Desktop, Returned=True, Size Flag=False, Size Reco=False",Repurchase messaging,Unknown File,0
"Platform=Android, Type=Single image",.Image Gallery (deprecated),Unknown File,0
"Premise=🔒Core🔒, Not available / Sold out=Off",Product Card Horizontal,Unknown File,0
"Platform=App & mWeb, Ratings=True, Reviews=False, Insightful=True, Pills=1 Row",Reviews/Read/Entry Point,Unknown File,0
"Type=Beauty, Sale=No, Plus Flag=No",Product Card | Horizontal (Outfits),Unknown File,0
"Device=Big Desktop 1280+, Images=No, Illustration=No",CCC Tiles (NCR),Unknown File,0
"Placement=Top Catalog, Entry-point=None, Countdown=False, VoucherCode=True",Sales Banner (Desktop web),Unknown File,0
"Type=Beauty, Colour=White, Breakpoint=375 - 479, Sale=True",Product Card | Reco Carousel (Web),Unknown File,0
Type=iDEAL,Payment Logo,Unknown File,0
"Device=640, Inverted=No, Products=Yes, Description=No, Link=Yes",Showstopper (Email),Unknown File,0
"Breakpoint=Desktop, Type=Eligible",Incentive Banner,Unknown File,0
"State=Selected, Type=None, Description=On, Plus=Off, Caption=On, Message=None",Radio button (Checkout),Unknown File,0
"Type=Beauty, Sale=Yes, Plus Flag=Yes",Product Card | Horizontal (Outfits),Unknown File,0
"Benefit available, Short",,Unknown File,0
