team_name,week,insertions,detachments
ZMS PI&D Team,2025-04-27,164,0
1_Payments Solutions (ZPS),2025-04-27,75,0
3_Elephant Feed,2025-04-27,2216,0
7_ZMS Creative,2025-04-20,76,0
3_D&I,2025-04-20,3,0
<Drafts>,2025-04-20,1847,4
1_PRSB,2025-04-20,226,2
2_Size & Fit,2025-04-20,971,0
3_BD_Identity,2025-04-20,202,0
1_Payments Solutions (ZPS),2025-04-20,7,3
1_FPX,2025-04-20,11570,5
ZDS NEXT LIBRARIES,2025-04-20,1768,1
3_The Studio,2025-04-20,452,0
ZDS theme libraries (TEST),2025-04-20,50,0
1_CXP_All,2025-04-20,1401,1
3_Elephant Feed,2025-04-20,1926,2
2_Propositions,2025-04-20,902,2
Team not visible,2025-04-20,32,0
3_ZDS,2025-04-20,2115,1
Unified documentation,2025-04-20,16,0
3_Sustainability,2025-04-20,2333,13
2_Loyalty_Plus Points Program,2025-04-20,53,0
ZMS PI&D Team,2025-04-20,28,0
3_ZDS,2025-04-13,5999,2
<Drafts>,2025-04-13,1321,0
Team not visible,2025-04-13,8,0
ZDS NEXT LIBRARIES,2025-04-13,1526,5
3_D&I,2025-04-13,82,0
1_PRSB,2025-04-13,741,0
1_Payments Solutions (ZPS),2025-04-13,93,0
1_CXP_All,2025-04-13,80,0
ZMS PI&D Team,2025-04-13,17,0
2_Size & Fit,2025-04-13,939,0
2_Loyalty_Plus Points Program,2025-04-13,174,0
3_Elephant Feed,2025-04-13,7154,0
3_Sustainability,2025-04-13,889,1
1_Transactions,2025-04-13,2,0
2_Propositions,2025-04-13,1345,2
7_ZMS Creative,2025-04-13,39,0
1_FPX,2025-04-13,1364,11
3_BD_Identity,2025-04-13,2,0
3_The Studio,2025-04-13,144,1
Partner Tech - Articles,2025-04-06,5,0
1_Transactions,2025-04-06,173,0
3_Sustainability,2025-04-06,84,0
7_ZMS Creative,2025-04-06,10,0
2_Loyalty_Plus Points Program,2025-04-06,940,1
3_BD_Campaign design,2025-04-06,129,0
<Drafts>,2025-04-06,934,5
3_The Studio,2025-04-06,467,2
1_PRSB,2025-04-06,1303,14
2_Plus Membership (Phasing out),2025-04-06,10,0
2_Size & Fit,2025-04-06,1317,7
1_CXP_All,2025-04-06,1180,0
2_Propositions,2025-04-06,1396,0
3_D&I,2025-04-06,96,0
1_Payments Solutions (ZPS),2025-04-06,146,0
3_ZDS,2025-04-06,2696,0
1_FPX,2025-04-06,693,8
ZMS PI&D Team,2025-04-06,352,0
ZDS NEXT LIBRARIES,2025-04-06,1351,4
3_Elephant Feed,2025-04-06,1908,6
Team not visible,2025-04-06,270,0
3_BD_Identity,2025-04-06,7,0
ZMS PI&D Team,2025-03-30,8,0
7_ZMS Creative,2025-03-30,20,0
4. Decide,2025-03-30,15,0
1_PRSB,2025-03-30,805,2
1_CXP_All,2025-03-30,505,0
3_D&I,2025-03-30,160,0
Team not visible,2025-03-30,161,0
1_Transactions,2025-03-30,41,1
3_The Studio,2025-03-30,251,0
3_ZDS,2025-03-30,4988,5
3_Elephant Feed,2025-03-30,685,0
ZDS NEXT LIBRARIES,2025-03-30,1682,2
2_Propositions,2025-03-30,878,1
1_Payments Solutions (ZPS),2025-03-30,44,0
2_Loyalty_Plus Points Program,2025-03-30,26,0
1_FPX,2025-03-30,2,0
<Drafts>,2025-03-30,2041,1
3_Sustainability,2025-03-30,973,1
3_BD_Identity,2025-03-30,43,0
2_Size & Fit,2025-03-30,50,0
ZMS PI&D Team,2025-03-23,110,0
1_Payments Solutions (ZPS),2025-03-23,1,0
3_BD_Identity,2025-03-23,10,0
<Drafts>,2025-03-23,3476,0
1_CXP_All,2025-03-23,571,4
ZDS NEXT LIBRARIES,2025-03-23,2064,8
3_The Studio,2025-03-23,1154,0
Design Lobby,2025-03-23,12,0
2_Propositions,2025-03-23,31,1
2_Loyalty_Plus Points Program,2025-03-23,258,0
7_ZMS Creative,2025-03-23,41,0
2. Activate,2025-03-23,10,0
1_FPX,2025-03-23,28,1
1_Transactions,2025-03-23,3182,17
1_PRSB,2025-03-23,966,4
3_Sustainability,2025-03-23,737,2
3_BD_Campaign design,2025-03-23,1,0
2_Size & Fit,2025-03-23,215,0
3_Elephant Feed,2025-03-23,607,2
3_ZDS,2025-03-23,6761,0
Team not visible,2025-03-23,276,0
ZMS PI&D Team,2025-03-16,2,0
3_Elephant Feed,2025-03-16,945,0
2. Activate,2025-03-16,10,0
ZDS NEXT LIBRARIES,2025-03-16,2451,1
3_The Studio,2025-03-16,362,1
3_ZDS,2025-03-16,5286,2
2_Loyalty_Plus Points Program,2025-03-16,145,0
1_CXP_All,2025-03-16,565,13
1_Payments Solutions (ZPS),2025-03-16,592,2
3_Sustainability,2025-03-16,4404,4
<Drafts>,2025-03-16,3364,2
3_BD_Campaign design,2025-03-16,201,0
1_PRSB,2025-03-16,754,7
2_Size & Fit,2025-03-16,148,0
1_Transactions,2025-03-16,467,2
2_Propositions,2025-03-16,1,0
1_FPX,2025-03-16,612,2
7_ZMS Creative,2025-03-16,22,0
3_BD_Identity,2025-03-16,5,0
3_BD_Identity,2025-03-09,156,0
3_BD_Performance design,2025-03-09,221,0
4. Decide,2025-03-09,3,0
Design Lobby,2025-03-09,34,0
3_Statement Release - M2,2025-03-09,3,0
Team not visible,2025-03-09,318,5
7_ZMS Creative,2025-03-09,92,0
3_Sustainability,2025-03-09,849,7
<Drafts>,2025-03-09,2841,2
2_Size & Fit,2025-03-09,189,0
3_ZDS,2025-03-09,7002,4
3_The Studio,2025-03-09,841,4
2_Loyalty_Plus Points Program,2025-03-09,104,0
ZDS NEXT LIBRARIES,2025-03-09,85,0
1_CXP_All,2025-03-09,308,7
1_Transactions,2025-03-09,475,6
1_Payments Solutions (ZPS),2025-03-09,82,1
ZMS Landing page,2025-03-09,20,0
1_PRSB,2025-03-09,325,2
2_Propositions,2025-03-09,186,0
3_The Studio,2025-03-02,4384,0
3_Elephant Feed,2025-03-02,21,0
3_Sustainability,2025-03-02,10688,0
ZDS NEXT LIBRARIES,2025-03-02,2332,0
3_ZDS,2025-03-02,11491,12
ZZArchive - Goal Based Shopping,2025-03-02,2,0
2. Activate,2025-03-02,23,0
2_Loyalty_Plus Points Program,2025-03-02,56,0
1_PRSB,2025-03-02,312,2
1_FPX,2025-03-02,123,0
1_CXP_All,2025-03-02,351,20
<Drafts>,2025-03-02,1016,1
Team not visible,2025-03-02,144,0
ZMS PI&D Team,2025-03-02,21,0
2_Size & Fit,2025-03-02,225,0
3_BD_Identity,2025-03-02,100,0
2_Propositions,2025-03-02,566,0
Design Lobby,2025-03-02,53,0
3_D&I,2025-03-02,6,0
1_Transactions,2025-03-02,2207,4
1_Payments Solutions (ZPS),2025-03-02,196,1
7_ZMS Creative,2025-03-02,50,0
3_The Studio,2025-02-23,1507,1
3_D&I,2025-02-23,2,0
3_Sustainability,2025-02-23,10103,5
<Drafts>,2025-02-23,2836,1
3_ZDS,2025-02-23,9952,82
3_BD_Identity,2025-02-23,111,2
1_CXP_All,2025-02-23,417,1
2_Propositions,2025-02-23,554,1
2_Loyalty_Plus Points Program,2025-02-23,195,0
1_FPX,2025-02-23,444,0
Design Lobby,2025-02-23,41,0
1_Transactions,2025-02-23,1009,1
Team not visible,2025-02-23,1888,6
1_PRSB,2025-02-23,378,6
2_Size & Fit,2025-02-23,178,0
7_ZMS Creative,2025-02-23,151,0
Partner Tech - Articles,2025-02-23,34,0
1_Payments Solutions (ZPS),2025-02-23,98,2
ZMS Landing page,2025-02-23,19,0
<Drafts>,2025-02-16,3146,10
7_ZMS Creative,2025-02-16,219,5
Team not visible,2025-02-16,471,0
1_PRSB,2025-02-16,573,8
2_Propositions,2025-02-16,330,0
1_Transactions,2025-02-16,103,0
3_The Studio,2025-02-16,950,6
1_Payments Solutions (ZPS),2025-02-16,159,1
3_Sustainability,2025-02-16,3969,18
3_ZDS,2025-02-16,830,11
3_Statement Release - M2,2025-02-16,17,0
ZMS PI&D Team,2025-02-16,770,0
3_BD_Corporate Design,2025-02-16,51,0
1_CXP_All,2025-02-16,274,11
3_BD_Identity,2025-02-16,76,0
2_Loyalty_Plus Points Program,2025-02-16,24,0
2_Size & Fit,2025-02-16,336,0
Partner Tech - Articles,2025-02-09,68,0
Team not visible,2025-02-09,519,2
1_CXP_All,2025-02-09,11,1
ZMS PI&D Team,2025-02-09,347,0
1_PRSB,2025-02-09,989,7
2_Size & Fit,2025-02-09,278,2
3_The Studio,2025-02-09,919,7
3_Sustainability,2025-02-09,1635,1
1_FPX,2025-02-09,491,0
3_D&I,2025-02-09,6,1
Design Lobby,2025-02-09,1,0
2_Loyalty_Plus Points Program,2025-02-09,45,0
1_Payments Solutions (ZPS),2025-02-09,100,5
ZDS NEXT LIBRARIES,2025-02-09,161,1
ZMS Landing page,2025-02-09,116,0
1_Transactions,2025-02-09,187,0
3_ZDS,2025-02-09,3068,8
3_BD_Campaign design,2025-02-09,69,0
2_Propositions,2025-02-09,44,0
7_ZMS Creative,2025-02-09,28,0
<Drafts>,2025-02-09,3583,11
Partner Tech,2025-02-02,5,0
Partner Tech - Articles,2025-02-02,5,0
3_ZDS,2025-02-02,1492,5
7_ZMS Creative,2025-02-02,227,0
ZMS Landing page,2025-02-02,4,0
3_BD_Performance design,2025-02-02,22,0
3_BD_Identity,2025-02-02,24,0
Partner Tech_z - Zalando Direct (reference),2025-02-02,11,0
3_Statement Release - M2,2025-02-02,2,0
<Drafts>,2025-02-02,2960,5
2_Loyalty_Plus Points Program,2025-02-02,42,0
2_Propositions,2025-02-02,117,1
1_Transactions,2025-02-02,338,0
3_The Studio,2025-02-02,696,0
3_D&I,2025-02-02,526,5
1_FPX,2025-02-02,1469,1
1_CXP_All,2025-02-02,192,3
Team not visible,2025-02-02,454,31
ZDS theme libraries (TEST),2025-02-02,14,0
ZMS PI&D Team,2025-02-02,249,0
2_Size & Fit,2025-02-02,48,3
1_PRSB,2025-02-02,114,0
1_Payments Solutions (ZPS),2025-02-02,51,0
Design Lobby,2025-02-02,54,0
3_D&I,2025-01-26,1,0
1_CXP_All,2025-01-26,301,6
3_Sustainability,2025-01-26,2080,2
3_Elephant Feed,2025-01-26,2,0
3_ZDS,2025-01-26,609,1
1_FPX,2025-01-26,1137,1
3_The Studio,2025-01-26,1179,0
ZMS Landing page,2025-01-26,11,0
2_Loyalty_Plus Points Program,2025-01-26,220,0
Design Lobby,2025-01-26,14,0
3_Statement Release - M2,2025-01-26,27,0
<Drafts>,2025-01-26,2104,9
Team not visible,2025-01-26,466,2
3_Content Design,2025-01-26,29,0
Partner Tech - Articles,2025-01-26,68,0
7. LUX,2025-01-26,610,0
2_Size & Fit,2025-01-26,235,0
3_BD_Identity,2025-01-26,49,2
1_Payments Solutions (ZPS),2025-01-26,4,0
1_PRSB,2025-01-26,410,0
ZMS PI&D Team,2025-01-26,194,0
1_Transactions,2025-01-26,267,0
3_BD_Campaign design,2025-01-26,10,0
2_Propositions,2025-01-26,597,5
1_Payments Solutions (ZPS),2025-01-19,474,0
3_ZDS,2025-01-19,1981,9
Team not visible,2025-01-19,447,0
2_Size & Fit,2025-01-19,388,0
1_PRSB,2025-01-19,669,1
1_Transactions,2025-01-19,152,2
3_The Studio,2025-01-19,4495,1
ZMS PI&D Team,2025-01-19,119,0
<Drafts>,2025-01-19,576,12
3_D&I,2025-01-19,52,0
1_FPX,2025-01-19,543,2
3_Sustainability,2025-01-19,1634,14
1_CXP_All,2025-01-19,172,0
Design Lobby,2025-01-19,48,0
3_BD_Identity,2025-01-19,148,0
2_Propositions,2025-01-19,1060,4
7. LUX,2025-01-19,1012,0
Partner Tech - Articles,2025-01-19,34,0
3_Elephant Feed,2025-01-19,3,0
1_Payments Solutions (ZPS),2025-01-12,2,0
3_D&I,2025-01-12,4851,0
<Drafts>,2025-01-12,1518,8
7_ZMS Creative,2025-01-12,116,0
1_CXP_All,2025-01-12,188,3
3_Sustainability,2025-01-12,1454,32
ZMS Landing page,2025-01-12,6,0
Team not visible,2025-01-12,813,0
Partner Tech - Articles,2025-01-12,138,3
3_Elephant Feed,2025-01-12,7,0
7. LUX,2025-01-12,22,0
Design Lobby,2025-01-12,16,0
2_Propositions,2025-01-12,132,0
1_FPX,2025-01-12,1320,7
3_ZDS,2025-01-12,2562,30
1_PRSB,2025-01-12,804,0
1_Transactions,2025-01-12,97,0
3_The Studio,2025-01-12,314,0
2_Size & Fit,2025-01-12,907,2
ZMS PI&D Team,2025-01-12,91,0
6. Grow,2025-01-05,22,0
3_D&I,2025-01-05,764,0
3_The Studio,2025-01-05,587,0
1_PRSB,2025-01-05,197,0
1_CXP_All,2025-01-05,88,3
3_ZDS,2025-01-05,3412,1
2_Propositions,2025-01-05,134,0
2_Size & Fit,2025-01-05,485,0
1_Transactions,2025-01-05,191,0
ZMS Landing page,2025-01-05,187,0
1_FPX,2025-01-05,2945,33
1_Payments Solutions (ZPS),2025-01-05,63,1
ZMS PI&D Team,2025-01-05,345,0
Team not visible,2025-01-05,641,0
3_Sustainability,2025-01-05,240,10
<Drafts>,2025-01-05,1673,0
Unified documentation,2025-01-05,9,0
3_BD_Performance design,2025-01-05,27,0
7. LUX,2025-01-05,18,0
7_ZMS Creative,2025-01-05,22,0
