component_name,component_set_name,week,insertions,detachments
Icon - Gift Card,,2025-06-22,40,0
"Type=Logo, Color=Original",Zalando Logo,2025-06-22,243,1
"With icon=False, State=Selected, Size=Default",Follow button,2025-06-22,2,0
Icon - Ruler vertical,,2025-06-22,1,0
Divider (Vertical),,2025-06-22,924,0
"Type=Default, State=Selected, Label=On, Optional=No, Message=None",🚧 [DEPRECATED] Dropdown Trigger (Default),2025-06-22,12,0
Icon - Durable fabric,,2025-06-22,3,0
Page loader,,2025-06-22,2,0
"Buttons=None, Visual=None",Tooltip,2025-06-22,8,2
Icon - Location,,2025-06-22,18,0
Icon - Loungewear,,2025-06-22,4,0
"States=Completed, Type=Icon, Orientation=Horizontal, Text=None (Zero)",🚧 [DEPRECATED] Progress Stepper,2025-06-22,54,0
Icon - Credit Card,,2025-06-22,9,0
Meter/Background,,2025-06-22,40,0
Type=Default,🚧 [DEPRECATED] Plus short,2025-06-22,3,0
"Orientation=Vertical, State=Playing",Video (Web),2025-06-22,24,0
"Thickness=2px, Colour=Black",Divider (Horizontal),2025-06-22,179,0
"Expanded=Off, State=Default, Style=Bold",Accordion (Default),2025-06-22,447,0
"State=Active, Label=Yes, Optional=Off, Message=None, Icon=None",Text input,2025-06-22,27,0
"Platform=App, Type=Error",Notifications,2025-06-22,58,0
Icon - Search History,,2025-06-22,75,0
Icon - Mirror,,2025-06-22,22,0
Type=Custom - Background,Dropdown Menu (Desktop),2025-06-22,9,0
Meter/Foreground,,2025-06-22,40,0
"Platform=iOS, CTA Length=Short, Intention=Ping",Dialog (App),2025-06-22,3,0
Type=5. Quarterback,Image ratio,2025-06-22,24,0
"Platform=App, Type=Error, Icon (Optional)=On, Text link (Optional)=On",🚧 [DEPRECATED] Notifications,2025-06-22,3,0
"Buttons=Single, Visual=Icon",Tooltip,2025-06-22,6,0
Icon - Weights,,2025-06-22,22,0
"States=Disabled, Type=Number, Orientation=Horizontal, Text=One",🚧 [DEPRECATED] Progress Stepper,2025-06-22,43,0
"Left action=Close (X), Action=None",Top bar (iOS),2025-06-22,314,0
"Checked=Off, State=Default",Checkbox,2025-06-22,431,0
"Panel=Default, State=Expanded, Optional=On, Subtext=On, Static content=On",Panel,2025-06-22,20,0
Platform=iOS: iPhone 6/7/8/SE,Status bar,2025-06-22,5,0
Country=Italy (IT),Country flag,2025-06-22,10,0
"Type=List Item, Lines=Two, Style=Bold, States=Default, Icon=True, Chevron=False",List - Item (Default),2025-06-22,39,0
"Platform=Web, Type=Navigation link, State=Default, Size=Large",🚧 [DEPRECATED] Link,2025-06-22,16,0
"Panel=Default, State=Collapsed, Optional=On, Subtext=Off, Static content=Off",Panel,2025-06-22,20,0
Icon - Help,,2025-06-22,11,0
"Type=List Item, Lines=One, Style=Bold, States=Default, Icon=True, Chevron=True",List - Item (Default),2025-06-22,1063,6
"Platform=Web, Type=Standard, Size=Small, State=Hover",Link,2025-06-22,5,0
"Platform=Web, Type=Default, Icon (Optional)=On, Text link (Optional)=On",🚧 [DEPRECATED] Notifications,2025-06-15,1,0
Icon - Running,,2025-06-15,6,0
"State=Default, Label=Yes, Optional=Off, Message=Informative, Icon=None",Text input,2025-06-15,1,0
Overlay,,2025-06-15,488,0
Icon - Chevron Down,,2025-06-15,1097,3
"State=Selected, Platform=Web",Filter Dropdown Trigger,2025-06-15,3,0
Type=6. Sixth Sense,Image ratio,2025-06-15,1,0
"Platform=App, Type=Default, Icon (Optional)=On, Text link (Optional)=On",🚧 [DEPRECATED] Notifications,2025-06-15,93,0
Type=Left,Icon button - Navigation arrow,2025-06-15,133,0
Icon - Hanger,,2025-06-15,50,0
Top bar=Off,Action sheet,2025-06-15,57,3
"Direction=Horizontal, Text=None, State=Inactive, Type=Icon",Progress Stepper,2025-06-15,16,0
Icon - Heart (Filled),,2025-06-15,656,1
"State=Default, Label=Yes, Optional=Off, Message=None, Icon=Trailing",Text input,2025-06-15,7,0
Icon - Loungewear,,2025-06-15,3,0
Icon - Price info,,2025-06-15,67,0
"Type=With label, State=Default",Rating stars,2025-06-15,164,0
Type=Right,Icon button - Navigation arrow,2025-06-15,336,0
Icon - Equalizer,,2025-06-15,82,0
"Left action=Close (X), Action=None",Top bar (iOS),2025-06-15,128,0
"State=Active, Label=No, Optional=Off, Message=None, Icon=None",Text input,2025-06-15,47,0
Icon - Cross (X) (Circle - Filled),,2025-06-15,219,0
Type=Default,🚧 [DEPRECATED] Plus short,2025-06-15,4,0
Icon - Audio On,,2025-06-15,14,0
State=Default,.Breadcrumb link,2025-06-15,57,1
"Platform=Web, Type=Navigation, Size=Large, State=Default",Link,2025-06-15,2,0
Icon - Placeholder,,2025-06-15,443,0
Platform=iOS: iPhone X (and newer),Status bar,2025-06-15,44,0
"Platform=Web, Size=Large (48x48), Outline=Yes, State=Deselected",Icon button - Wishlist,2025-06-15,11,1
Icon - Rose,,2025-06-15,1,0
Icon - Truck (Returns),,2025-06-15,2,0
"Type=Color Swatch, State=Default",Dropdown Trigger (default),2025-06-15,7,0
"Platform=iOS, Type=Standard link, State=Default, Size=Medium",🚧 [DEPRECATED] Link,2025-06-15,481,0
Icon - Facecare,,2025-06-15,1,1
Icon - Pinterest,,2025-06-15,4,0
Type=8. Square,Image ratio,2025-06-15,252,0
"Thickness=1px, Colour=Black",Divider (Horizontal),2025-06-15,158,0
"Platform=Web, Size=Large (48x48), Outline=No, State=Deselected",Icon button - Wishlist,2025-06-15,3186,2
Icon -  Arrow (Right),,2025-06-15,384,0
"Type=List Item, Lines=One, Style=Bold, States=Disabled, Icon=True, Chevron=True",List - Item (Default),2025-06-15,127,0
"Viewport=iOS: 375+, Selected tab=Wishlist",Navigation bar,2025-06-15,50,0
"State=Max length, Optional=Yes, Message=None",Text area,2025-06-15,7,0
Type=Short Link,Message,2025-06-15,324,1
Platform=App,Icon button - More,2025-06-15,298,0
Icon - Packstation,,2025-06-15,36,0
"Type=Tertiary, State=Selected, Size=Default",Button,2025-06-15,4,0
"States=Completed, Type=Number, Orientation=Vertical, Text=One",🚧 [DEPRECATED] Progress Stepper,2025-06-15,28,0
Divider (Vertical),,2025-06-15,525,0
"State=Default, Type=Swatch",🚧 [DEPRECATED] Selector,2025-06-15,15,0
Icon - Zalando Logo Mark (Outlined),,2025-06-15,48,0
Icon - Star (Filled),,2025-06-15,17,0
"Direction=Vertical, Text=None, State=Completed, Type=Number",Progress Stepper,2025-06-15,2,1
Zalando Homescreen Logo (Filled),,2025-06-15,2,0
"Platform=Web, Type=Default, Icon (Optional)=Off, Text link (Optional)=Off",🚧 [DEPRECATED] Notifications,2025-06-15,15,0
Icon - View square,,2025-06-15,1,0
Type=Informative,Input message,2025-06-15,200,1
Icon - Jackets,,2025-06-15,3,0
Icon - Postbox,,2025-06-15,68,0
"Platform=Web, Type=Standard link, State=Default, Size=Small",🚧 [DEPRECATED] Link,2025-06-15,229,0
"Number=Triple, Resize=Original",Badge,2025-06-15,64,0
Icon - Barcode,,2025-06-15,99,0
"Left action=Back (Arrow), Number of titles=1, Right Action=None",Top bar (Android),2025-06-15,54,0
State=Default,.Breadcrumb link,2025-06-15,133,0
"Type=List Item, Lines=One, Style=Bold, States=Default, Icon=False, Chevron=True",List - Item (Default),2025-06-15,399,0
Color=No,Divider - Dashed (Progress Stepper Only),2025-06-15,121,0
Colour=White,🚧 [DEPRECATED] Zalando Plus Pill Logo,2025-06-15,10,0
Type=Error,Input message,2025-06-15,94,0
"Type=List Item, Lines=Two, Style=Bold, States=Default, Icon=True, Chevron=False",List - Item (Default),2025-06-15,9,0
Icon - Calendar Blank,,2025-06-15,36,0
"State=Default, Label=Yes, Optional=Off, Message=None, Icon=None",Text input,2025-06-15,421,0
Icon -  Arrow (Left),,2025-06-15,691,0
"Left action=Close (X), Action=Icon",Top bar (iOS),2025-06-15,31,0
Icon - Finish,,2025-06-15,459,0
"Type=Single/Multi-select, Lines=Single, State=Selected, With icon=Yes",🚧 [DEPRECATED] List - Controls,2025-06-15,21,0
"With icon=True, State=Default, Size=Default",Follow button,2025-06-15,36,0
"Breakpoint=1280+ (Desktop), Size=Large, Header (Optional)=Off, Title (Optional)=On, Footer (Optional)=On",Dialog (Web),2025-06-15,3,0
"State=Default, Platform=App & mWeb",Filter Dropdown Trigger,2025-06-15,325,0
Icon - Play,,2025-06-15,594,0
Icon - Box Trade-in,,2025-06-15,126,0
Icon - Lip Care,,2025-06-15,14,0
Icon - Magnifying glass with lines,,2025-06-15,60,0
Icon - Magnifying glass,,2025-06-15,565,0
"Type=Tertiary, State=Default, Size=Default",Button,2025-06-15,794,0
Icon - Express Checkout,,2025-06-15,112,0
"Platform=App, Type=Success",Notifications,2025-06-15,2,0
Icon - Thumbs Down (outline),,2025-06-15,99,0
"Thickness=2px, Colour=Black",Divider (Horizontal),2025-06-15,210,0
"Platform=Web, Type=Standard link, State=Hover (web), Size=Medium",🚧 [DEPRECATED] Link,2025-06-15,120,0
"Platform=App, Size=Large (48x48), Outline=No, State=Deselected",Icon button - Wishlist,2025-06-15,4,0
"Platform=Desktop, Link color=Black, Overlay=Off",Embedded Navigation,2025-06-15,6,0
Icon - Truck,,2025-06-15,84,0
"Left action=Close (X), Number of titles=2, Right Action=1 icon",Top bar (Android),2025-06-15,3,0
"Type=Default, State=Default",Dropdown Trigger (default),2025-06-15,25,0
Icon - Returns,,2025-06-15,5,0
Colour=Original,🚧 [DEPRECATED] Zalando Plus Pill Logo,2025-06-15,1,0
Breakpoints=320 - 479,Footer,2025-06-15,89,0
"Expanded=on, Level=Level 1, State=Default",Accordion (Large),2025-06-15,6,0
"Type=Default, State=Selected",Dropdown Trigger (default),2025-06-15,144,1
Icon - Wallet,,2025-06-15,67,0
"Platform=iOS, Type=Standard link, State=Default, Size=Small",🚧 [DEPRECATED] Link,2025-06-15,200,0
Icon - Open External,,2025-06-15,13,0
Icon - Dresses (Women),,2025-06-15,10,0
Icon - Calendar Star,,2025-06-15,121,0
"Platform=Web, Type=Navigation, Size=Small, State=Default",Link,2025-06-15,5,0
Size=24px (M),Spacer,2025-06-15,603,0
"States=Disabled, Type=Number, Orientation=Horizontal, Text=One",🚧 [DEPRECATED] Progress Stepper,2025-06-15,86,0
Country=France (FR),Country flag,2025-06-15,1,0
"Type=Category, Platform=iOS, State=Focused (Filled)",🚧 [DEPRECATED] Search bar,2025-06-15,28,0
Type=3 Levels,Breadcrumbs,2025-06-15,5,0
Colour=Black,🚧 [DEPRECATED] Plus Loyalty,2025-06-15,71,0
"Type=Logo, Color=Original",Zalando Logo,2025-06-15,433,0
"States=Disabled, Type=Number, Orientation=Vertical, Text=One",🚧 [DEPRECATED] Progress Stepper,2025-06-15,52,0
Icon - More,,2025-06-15,1596,0
Icon - Skirts (Kids),,2025-06-15,4,0
"Breakpoint=375 (Mobile), Size=Medium, Header (Optional)=Off, Title (Optional)=On, Footer (Optional)=On",Dialog (Web),2025-06-15,10,0
"State=Deselected, Description=Off, Message=None",🚧 [DEPRECATED] Radio button,2025-06-15,540,0
"State=Active, Label=No, Optional=Off, Message=Error, Icon=None",Text input,2025-06-15,3,0
"Platform=App, State=Transient",Icon button - Add to bag,2025-06-15,342,0
"Platform=App, Outline=Off, State=Unmute",Icon button - Mute sound,2025-06-15,31,2
"On/off=No, State=Disabled",Switch,2025-06-15,4,0
"Panel=Default, State=Expanded, Optional=Off, Subtext=On, Static content=Off",Panel,2025-06-15,2,0
Progress Stepper Caret,,2025-06-15,20,0
"State=Deselected, Description=On, Message=None",🚧 [DEPRECATED] Radio button,2025-06-15,14,0
Icon - Bulb,,2025-06-15,12,1
Breakpoint=Mobile 375 <-> 767,Carousel Header (Web),2025-06-15,551,1
"State=Default, Label=Yes, Optional=Off, Message=Success, Icon=None",Text input,2025-06-15,21,0
"State=Default, Label=Yes, Optional=On, Message=None, Icon=None",Text input,2025-06-15,143,0
"Checked=Off, State=Default",Checkbox,2025-06-15,193,0
Icon - Color Palette,,2025-06-15,16,0
"Panel=Default, State=Expanded, Optional=Off, Subtext=Off, Static content=On",Panel,2025-06-15,13,0
Icon - Spinner,,2025-06-15,20,0
"Expanded=On, State=Default, Style=Bold",Accordion (Default),2025-06-15,22,0
Icon - Help,,2025-06-15,20,0
"State=Active, Label=Yes, Optional=On, Message=Error, Icon=Trailing",Text input,2025-06-15,1,0
"Breakpoint=1024 (Desktop), Size=Medium, Header (Optional)=Off, Title (Optional)=On, Footer (Optional)=On",Dialog (Web),2025-06-15,8,0
Icon - Home,,2025-06-15,78,0
State=Collapsed,🚧 [DEPRECATED] Expandable container,2025-06-15,3,0
"Direction=Horizontal, Text=None, State=Selected, Type=Icon",Progress Stepper,2025-06-15,2,0
Color=Yes,Divider - Dashed (Progress Stepper Only),2025-06-15,56,0
Platform=Web,Icon button - More,2025-06-15,22,0
Icon - Instagram,,2025-06-15,4,0
"Type=Category, Platform=Desktop, State=Default",Search bar,2025-06-15,4,0
Icon - Pencil,,2025-06-15,854,1
"Platform=Web, Type=Icon, Size=Medium, State=Default",Link,2025-06-15,2,0
Icon - Creditcard Scan,,2025-06-15,1,0
"Platform=App, Type=Success, Icon (Optional)=On, Text link (Optional)=Off",🚧 [DEPRECATED] Notifications,2025-06-15,8,0
Icon - Jeans,,2025-06-15,1,0
"Type=Secondary, State=Default, Size=Default",Button,2025-06-15,1069,0
"Viewport=iOS: 375+, Selected tab=Categories",Navigation bar,2025-06-15,623,0
Icon - Camera,,2025-06-15,7,0
"Type=Default, State=Disabled",Dropdown Trigger (default),2025-06-15,3,0
"Checked=On, State=Disabled",Checkbox,2025-06-15,3,0
"Breakpoint=1280+ (Desktop), Size=Small, Header (Optional)=On, Title (Optional)=On, Footer (Optional)=On",Dialog (Web),2025-06-15,3,1
Icon - T-shirts,,2025-06-15,8,0
Icon - Expand Arrow,,2025-06-15,27,0
"State=Selected w/ Badge, Type=Default",🚧 [DEPRECATED] Selector,2025-06-15,67,0
Icon - Chat,,2025-06-15,79,0
mWeb / Safari toolbar,,2025-06-15,17,0
Icon - Cross (X) (Circle - Outlined),,2025-06-15,133,0
"Breakpoint=1024 (Desktop), Size=Medium, Header (Optional)=On, Title (Optional)=On, Footer (Optional)=On",Dialog (Web),2025-06-15,2,0
"Breakpoint=1280+ (Desktop), Size=Medium, Header (Optional)=Off, Title (Optional)=On, Footer (Optional)=On",Dialog (Web),2025-06-15,4,0
Icon - Star Sparkle,,2025-06-15,155,3
Icon - Secure Payment,,2025-06-15,3,0
"On/off=No, State=Focus",Switch,2025-06-15,25,0
"Platform=App, Size=Large (48x48), Outline=Yes, State=Deselected",Icon button - Wishlist,2025-06-15,22,0
State=Default,.Breadcrumb link,2025-06-15,44,0
Icon - Sports Accessories,,2025-06-15,44,0
"States=Completed, Type=Icon, Orientation=Horizontal, Text=One",🚧 [DEPRECATED] Progress Stepper,2025-06-15,18,0
"State=Default, Type=Default",🚧 [DEPRECATED] Selector,2025-06-15,2165,0
"State=Active, Label=Yes, Optional=Off, Message=None, Icon=None",Text input,2025-06-15,38,0
"State=Selected, Description=Off, Message=None",🚧 [DEPRECATED] Radio button,2025-06-15,201,0
"Platform=Mobile/App, Link color=Black, Overlay=Off",Embedded Navigation,2025-06-15,253,0
Icon - Enhancing,,2025-06-15,1,0
Progress Stepper Message,,2025-06-15,20,0
"Type=Brandmark, Color=Original",Zalando Logo,2025-06-15,8,0
"Type=List Item, Lines=Two, Style=Bold, States=Default, Icon=False, Chevron=True",List - Item (Default),2025-06-15,314,0
"Viewport=iOS: 375+, Selected tab=User account",Navigation bar,2025-06-15,9,0
Icon - Shoes (Boots),,2025-06-15,64,0
State=Selected,Reminder button,2025-06-15,1,0
Icon - Wine Glass,,2025-06-15,12,0
"Type=List Item, Lines=Two, Style=Bold, States=Default, Icon=True, Chevron=True",List - Item (Default),2025-06-15,832,0
"States=Selected, Type=Number, Orientation=Vertical, Text=One",🚧 [DEPRECATED] Progress Stepper,2025-06-15,20,0
"States=Selected, Type=Number, Orientation=Horizontal, Text=One",🚧 [DEPRECATED] Progress Stepper,2025-06-15,32,0
"State=Active, Label=No, Optional=Off, Message=Success, Icon=None",Text input,2025-06-15,3,0
Icon - Shoes (Trainers),,2025-06-15,71,0
"State=Default, Level=1",List - Item (Large),2025-06-15,1,0
"State=Default, Platform=Web",Filter Dropdown Trigger,2025-06-15,390,3
Platform=App / mWeb,List - Headers,2025-06-15,85,1
Type=Custom - Background,Dropdown Menu (Desktop),2025-06-15,2,0
"Breakpoint=1280+ (Desktop), Size=Large, Header (Optional)=On, Title (Optional)=On, Footer (Optional)=On",Dialog (Web),2025-06-15,2,0
Icon - Mirror,,2025-06-15,44,0
"Type=Filter, Platform=Desktop, State=Default",Search bar,2025-06-15,2,0
"Platform=App, Type=Default, Icon (Optional)=Off, Text link (Optional)=On",🚧 [DEPRECATED] Notifications,2025-06-15,4,0
Icon - Cross (X),,2025-06-15,956,0
Icon - Twitter,,2025-06-15,4,0
Breakpoints=1280+,Footer,2025-06-15,169,0
"Platform=App, Type=Success, Icon (Optional)=On, Text link (Optional)=On",🚧 [DEPRECATED] Notifications,2025-06-15,67,0
Icon - Pause,,2025-06-15,100,0
Type=Long Link,Message,2025-06-15,30,0
"State=Default, Size=Small",Text buttons,2025-06-15,130,0
"Platform=Web, Size=Large (48x48), Outline=No, State=Selected",Icon button - Wishlist,2025-06-15,0,1
"Type=Switch, Lines=Single, State=Selected, With icon=Yes",🚧 [DEPRECATED] List - Controls,2025-06-15,1,0
Icon - Lock Closed,,2025-06-15,133,0
Icon - Play Triangle,,2025-06-15,113,0
Size=48px (XL),Spacer,2025-06-15,31,0
Colour=White,🚧 [DEPRECATED] Zalando Plus Pill Logo,2025-06-15,1,0
"Expanded=false, State=Default",Expandable container [Based on current component],2025-06-15,7,0
"Type=Color swatch, State=Default, Label=On, Optional=No, Message=None",🚧 [DEPRECATED] Dropdown Trigger (Default),2025-06-15,3,0
Icon - Tall,,2025-06-15,1,0
"Type=Category, Platform=iOS, State=Focused (Empty)",🚧 [DEPRECATED] Search bar,2025-06-15,47,0
Icon - Share (iOS),,2025-06-15,800,0
"Platform=Web, State=Selected",Icon button - Reminder,2025-06-15,10,0
Platform=iOS,Top bar catalogue,2025-06-15,20,0
Top bar=On,Action sheet,2025-06-15,27,0
Size=16px (S),Spacer,2025-06-15,205,0
Layer=Background,Page control,2025-06-15,606,0
Type=Strong (Designer),Flag,2025-06-15,3752,0
"Orientation=Horizontal, State=Initial",Video (Web),2025-06-15,16,0
"Thickness=1px, Colour=Grey",Divider (Horizontal),2025-06-15,12377,2
Breakpoints=320 - 374,Header,2025-06-15,45,0
"Type=Filter, Platform=Desktop, State=Default",Search bar,2025-06-15,7,0
Icon - Eye Open,,2025-06-15,36,0
"Type=List Item, Lines=Three, Style=Bold, States=Default, Icon=True, Chevron=True",List - Item (Default),2025-06-15,164,0
"States=Disabled, Type=Number, Orientation=Horizontal, Text=Two",🚧 [DEPRECATED] Progress Stepper,2025-06-15,1,0
Platform=iOS: iPhone X (and newer),Status bar,2025-06-15,3606,0
"State=Default, Label=No, Optional=Off, Message=None, Icon=Trailing",Text input,2025-06-15,70,0
Icon - Truck (Premium) ,,2025-06-15,24,0
"States=Completed, Type=Number, Orientation=Horizontal, Text=One",🚧 [DEPRECATED] Progress Stepper,2025-06-15,24,0
Platform=Web,Icon button - More,2025-06-15,123,0
Icon - Calendar (100 days),,2025-06-15,4,0
"Platform=Web, Type=Icon link, State=Default, Size=Medium",🚧 [DEPRECATED] Link,2025-06-15,65,0
"Platform=Web, Type=Icon, Size=Large, State=Default",Link,2025-06-15,14,0
"Type=Read (Static), State=Default",Rating stars,2025-06-15,85,1
Type=3 Levels,Breadcrumbs,2025-06-15,2,0
Type=Write,Linear scale,2025-06-15,1,0
"Platform=iOS, Type=Icon link, State=Default, Size=Small",🚧 [DEPRECATED] Link,2025-06-15,33,0
Icon - Shopping bag (empty),,2025-06-15,252,0
"Left action=None, Action=None",Top bar (iOS),2025-06-15,7,0
Icon - Photo,,2025-06-15,2,0
"Left action=Back (Arrow), Action=None",Top bar (iOS),2025-06-15,298,0
Icon -  Avatar A,,2025-06-15,587,0
Icon - Sweatshirts,,2025-06-15,1,0
"Platform=Web, Type=Default",Notifications,2025-06-15,17,0
"Platform=App, Outline=Off, State=Mute",Icon button - Mute sound,2025-06-15,10,1
Icon - Select,,2025-06-15,56,0
Alignment=Auto-width,Tabs group,2025-06-15,68,0
"Platform=App, Type=Error, Icon (Optional)=On, Text link (Optional)=Off",🚧 [DEPRECATED] Notifications,2025-06-15,2,0
"Expanded=Off, State=Default, Style=Regular",Accordion (Default),2025-06-15,1,0
State=Deselected,Radio button,2025-06-15,17,1
"Panel=Default, State=Expanded, Optional=On, Subtext=On, Static content=On",Panel,2025-06-15,1,0
Platform=App,Icon button - More,2025-06-15,2,0
Size=8px (XXS),Spacer,2025-06-15,348,0
Icon - Phone,,2025-06-15,71,0
"Type=Default, State=Default, Label=Off, Optional=No, Message=None",🚧 [DEPRECATED] Dropdown Trigger (Default),2025-06-15,25,0
"State=Default, Label=Yes, Optional=Off, Message=Error, Icon=None",Text input,2025-06-15,20,0
Icon - Copy,,2025-06-15,107,0
"Type=Default, State=Default",Dropdown Trigger (default),2025-06-15,952,11
Icon - Heart Sparks,,2025-06-15,2,0
"Viewport=iOS: 320-374, Selected tab=Home",Navigation bar,2025-06-15,3,0
"Type=Default, State=Default, Label=On, Optional=No, Message=None",🚧 [DEPRECATED] Dropdown Trigger (Default),2025-06-15,30,0
Icon - Set (Women),,2025-06-15,47,0
"Platform=App, Type=Default, Icon (Optional)=Off, Text link (Optional)=Off",🚧 [DEPRECATED] Notifications,2025-06-15,59,0
Platform=Web,Icon button - More,2025-06-15,128,0
Icon - Star (Outlined),,2025-06-15,83,0
"States=Disabled, Type=Icon, Orientation=Horizontal, Text=None (Zero)",🚧 [DEPRECATED] Progress Stepper,2025-06-15,2,0
"Platform=App, Type=Icon, Size=Small, State=Default",Link,2025-06-15,276,0
Platform=Web,Icon button - More,2025-06-15,190,0
Icon - Exclusive Zalando,,2025-06-15,74,0
Icon - Currency ,,2025-06-15,4,0
Icon - Eye Closed,,2025-06-15,51,0
Icon - Rising trend,,2025-06-15,93,0
Icon - Success,,2025-06-15,363,0
"Platform=iOS, CTA Length=Long, Intention=Ping",Dialog (App),2025-06-15,10,0
"Platform=Web, Type=Navigation link, State=Default, Size=Small",🚧 [DEPRECATED] Link,2025-06-15,1427,0
Country=United Kingdom (UK),Country flag,2025-06-15,1,0
"Type=List Item, Lines=Two, Style=Bold, States=Disabled, Icon=True, Chevron=True",List - Item (Default),2025-06-15,22,0
Icon - Blouses & Tunics (Women),,2025-06-15,10,0
Platform=Android,Status bar,2025-06-15,46,0
"State=Default, Size=Medium",Text buttons,2025-06-15,266,0
"State=Disabled, Type=Default",🚧 [DEPRECATED] Selector,2025-06-15,1,0
"Number=Single, Resize=Original",Badge,2025-06-15,187,0
Alignment=Scrollable,Tabs group,2025-06-15,160,0
"Buttons=Single, Visual=None",Tooltip,2025-06-15,2,1
"Type=List Item, Lines=One, Style=Regular, States=Default, Icon=True, Chevron=True",List - Item (Default),2025-06-15,752,1
"Viewport=iOS: 375+, Selected tab=Home",Navigation bar,2025-06-15,1437,2
"Type=Primary, State=Disabled, Size=Default",Button,2025-06-15,27,0
"Type=Wordmark, Color=Original",Zalando Logo,2025-06-15,72,0
Icon -  Arrow (Up),,2025-06-15,26,0
Icon - Globe,,2025-06-15,203,0
Icon - Truck (Fast),,2025-06-15,74,0
Icon - Clapping (Outlined),,2025-06-15,7,0
Icon - Bell (Outlined),,2025-06-15,245,0
Layer=Foreground,Page control,2025-06-15,420,0
"Type=Default, State=Selected, Label=On, Optional=No, Message=None",🚧 [DEPRECATED] Dropdown Trigger (Default),2025-06-15,16,0
"On/off=No, State=Enabled",Switch,2025-06-15,96,0
Icon - Thumbs Up (outline),,2025-06-15,13,0
"On/off=Yes, State=Enabled",Switch,2025-06-15,30,0
"Panel=Default, State=Collapsed, Optional=On, Subtext=Off, Static content=Off",Panel,2025-06-15,2,0
"Platform=Web, Size=Large (48x48), Outline=Yes, State=Selected",Icon button - Wishlist,2025-06-15,2,0
"States=Disabled, Type=Number, Orientation=Horizontal, Text=None (Zero)",🚧 [DEPRECATED] Progress Stepper,2025-06-15,30,0
"State=Selected, Label=Yes, Optional=Off, Message=None, Icon=Leading",Text input,2025-06-15,3,0
Pill animated,,2025-06-15,14,0
"Platform=App, Type=Standard, Size=Small, State=Default",Link,2025-06-15,22,0
"With icon=True, State=Default, Size=Small",Follow button,2025-06-15,235,3
Icon - Fire,,2025-06-15,2,0
Icon - Infinite,,2025-06-15,3,0
Platform=App,Icon button - More,2025-06-15,63,0
State=Deselected,Radio button,2025-06-15,238,0
"Platform=App, Type=Success, Icon (Optional)=Off, Text link (Optional)=On",🚧 [DEPRECATED] Notifications,2025-06-15,15,0
"Platform=Web, Size=Small (40x40), Outline=No, State=Selected",Icon button - Wishlist,2025-06-15,1,0
Icon - Clothing Set (Kids),,2025-06-15,44,0
Icon - Audio Off (Mute),,2025-06-15,4,0
Icon - Shopping bag (Full),,2025-06-15,83,0
Icon - Shapes (Grid),,2025-06-15,62,0
"Type=Tertiary, State=Disabled, Size=Small",Button,2025-06-15,2,0
Icon - Star (Half),,2025-06-15,3,0
Icon - Checkmark,,2025-06-15,442,0
Icon - Order Received,,2025-06-15,7,0
"With icon=False, State=Default, Size=Default",Follow button,2025-06-15,26,0
Icon - Trash,,2025-06-15,39,0
"Platform=App, Type=Error",Notifications,2025-06-15,29,0
Type=5. Quarterback,Image ratio,2025-06-15,1,0
Type=Default,🚧 [DEPRECATED] Plus short,2025-06-15,4299,0
Icon - Chat sparkle,,2025-06-15,328,0
Icon - Bags,,2025-06-15,44,0
Platform=Web,Icon button - More,2025-06-15,2,0
Icon - Box Transit,,2025-06-15,50,0
"States=Completed, Type=Number, Orientation=Horizontal, Text=None (Zero)",🚧 [DEPRECATED] Progress Stepper,2025-06-15,5,0
Size=4px (XXXS),Spacer,2025-06-15,105,0
Icon - Chevron Right,,2025-06-15,1450,0
Icon - New,,2025-06-15,331,0
"Type=List Item, Lines=One, Style=Regular, States=Default, Icon=True, Chevron=False",List - Item (Default),2025-06-15,393,0
"Left action=Back (Arrow), Action=Text action",Top bar (iOS),2025-06-15,362,0
"State=Active, Label=Yes, Optional=On, Message=None, Icon=Trailing",Text input,2025-06-15,1,0
"Expanded=true, State=Default",Expandable container [Based on current component],2025-06-15,2,0
"Platform=App, Type=Error, Icon (Optional)=On, Text link (Optional)=On",🚧 [DEPRECATED] Notifications,2025-06-15,4,0
Icon - Shoes (Lace-Ups),,2025-06-15,6,0
"Platform=Web, Type=Standard, Size=Small, State=Default",Link,2025-06-15,12,0
"Type=Single/Multiselect, State=Selected",List - Controls,2025-06-15,9,0
"Panel=Default, State=Collapsed, Optional=Off, Subtext=Off, Static content=Off",Panel,2025-06-15,1,1
Type=Positive,Flag,2025-06-15,3482,0
Icon - Share (Web),,2025-06-15,63,0
"State=Selected, Label=No, Optional=Off, Message=None, Icon=Leading",Text input,2025-06-15,8,0
Type=Sale,Flag,2025-06-15,3745,0
"Type=Primary, State=Loading, Size=Default",Button,2025-06-15,63,0
Icon - Calendar (30 days),,2025-06-15,4,0
Icon - Coats (Men),,2025-06-15,4,0
"State=Selected, Description=On, Message=None",🚧 [DEPRECATED] Radio button,2025-06-15,43,0
"State=Default, Label=Yes, Optional=Off, Message=Informative, Icon=Leading",Text input,2025-06-15,1,0
"Breakpoint=375 (Mobile), Size=Small, Header (Optional)=Off, Title (Optional)=On, Footer (Optional)=On",Dialog (Web),2025-06-15,2,0
"State=Default, Size=Large",Text buttons,2025-06-15,399,0
