component_name,component_set_name,week,insertions,detachments
"Type=Logo, Color=Original",Zalando Logo,2025-09-07,175,0
Icon - Pinterest,,2025-09-07,2,0
"State=Default, Label=No, Optional=Off, Message=None, Icon=Trailing",Text input,2025-09-07,15,0
Icon - Camera,,2025-09-07,3,0
Platform=App,Icon button - More,2025-09-07,8,0
Icon - Select,,2025-09-07,13,0
Icon - Email,,2025-09-07,5,0
Icon - Magnifying glass with lines,,2025-09-07,10,0
Alignment=Auto-width,Tabs group,2025-09-07,36,0
Icon - Shopping bag (empty),,2025-09-07,107,0
Platform=Android,Status bar,2025-09-07,25,0
"State=Selected w/ Badge, Type=Default",🚧 [DEPRECATED] Selector,2025-09-07,32,0
"Type=Primary, State=Default, Size=Default",Button,2025-09-07,2118,1
"Type=Primary, State=Loading, Size=Default",Button,2025-09-07,10,0
"State=Default, Label=Yes, Optional=Off, Message=Error, Icon=None",Text input,2025-09-07,5,0
Icon - Handshake,,2025-09-07,27,0
"Platform=Web, Type=Standard link, State=Pressed, Size=Small",🚧 [DEPRECATED] Link,2025-09-07,18,0
Icon - Confetti,,2025-09-07,18,0
Icon - More,,2025-09-07,2466,0
Icon - Swimwear (Women),,2025-09-07,1,0
"States=Disabled, Type=Number, Orientation=Vertical, Text=One",🚧 [DEPRECATED] Progress Stepper,2025-09-07,16,0
"Platform=App, Type=Error",Notifications,2025-09-07,49,1
"States=Disabled, Type=Icon, Orientation=Horizontal, Text=None (Zero)",🚧 [DEPRECATED] Progress Stepper,2025-09-07,25,0
"Type=List Item, Lines=One, Style=Regular, States=Default, Icon=False, Chevron=True",List - Item (Default),2025-09-07,87,0
"Platform=App, State=Transient",Icon button - Add to bag,2025-09-07,56,0
Icon - Jumpsuits (Women),,2025-09-07,1,0
Icon - Dresses (Women),,2025-09-07,1,0
Icon - Trousers,,2025-09-07,6,0
"State=Deselected, Description=Off, Message=None",🚧 [DEPRECATED] Radio button,2025-09-07,40,0
"Checked=On, State=Selected",Checkbox,2025-09-07,63,0
Icon - Earrings,,2025-09-07,1,0
Type=Default,🚧 [DEPRECATED] Plus short,2025-09-07,4422,1
"Thickness=1px, Colour=Black",Divider (Horizontal),2025-09-07,202,0
Breakpoint=Mobile 375 <-> 767,Carousel Header (Web),2025-09-07,317,0
"States=Selected, Type=Number, Orientation=Horizontal, Text=None (Zero)",🚧 [DEPRECATED] Progress Stepper,2025-09-07,8,0
Icon - Set (Men),,2025-09-07,3,0
"Level=4 Superstar, Size=Small",Plus Levels Logo,2025-09-07,10,0
"Type=Filter, Platform=mWeb, State=Focused filled",Search bar,2025-09-07,89,0
Icon - View grid,,2025-09-07,12,0
Layer=Background,Page control,2025-09-07,163,0
"State=Selected, Type=Swatch",🚧 [DEPRECATED] Selector,2025-09-07,2,0
Icon - Diamond,,2025-09-07,5,0
Breakpoints=320 - 374,Header,2025-09-07,132,0
Country=Austria (AT),Country flag,2025-09-07,304,0
"State=Default, Label=Yes, Optional=Off, Message=Success, Icon=Trailing",Text input,2025-09-07,1,0
"Type=Single/Multi-select, Lines=Single, State=Deselected, With icon=Yes",🚧 [DEPRECATED] List - Controls,2025-09-07,43,0
"Left action=Close (X), Action=Icon",Top bar (iOS),2025-09-07,64,0
Icon - Chevron Down,,2025-09-07,881,0
Icon - Factory,,2025-09-07,29,0
"Type=List Item, Lines=One, Style=Bold, States=Default, Icon=True, Chevron=True",List - Item (Default),2025-09-07,896,0
"Type=Default, State=Hover, Label=On, Optional=No, Message=None",🚧 [DEPRECATED] Dropdown Trigger (Default),2025-09-07,28,0
"State=Default, Label=Yes, Optional=On, Message=None, Icon=Trailing",Text input,2025-09-07,20,0
"Platform=App, Size=Small (40x40), Outline=No, State=Selected",Icon button - Wishlist,2025-09-07,2,0
"Platform=App, Type=Success, Icon (Optional)=On, Text link (Optional)=Off",🚧 [DEPRECATED] Notifications,2025-09-07,4,0
Icon -  Avatar A,,2025-09-07,183,0
"Thickness=1px, Colour=Grey",Divider (Horizontal),2025-09-07,8129,1
"Orientation=Horizontal, State=Initial",Video (Web),2025-09-07,11,0
Icon - Cross (X) (Circle - Outlined),,2025-09-07,51,0
"Left action=Close (X), Action=Text action",Top bar (iOS),2025-09-07,62,1
"Platform=App, Size=Large (48x48), Outline=Yes, State=Deselected",Icon button - Wishlist,2025-09-07,209,0
"Type=Secondary, State=Default, Size=Default",Button,2025-09-07,564,0
Overlay,,2025-09-07,240,1
Top bar=Off,Action sheet,2025-09-07,22,3
Icon - Price info,,2025-09-07,46,0
"Platform=Web, Type=Default, Icon (Optional)=On, Text link (Optional)=Off",🚧 [DEPRECATED] Notifications,2025-09-07,2,0
"Platform=App, Size=Small (40x40), Outline=No, State=Deselected",Icon button - Wishlist,2025-09-07,832,0
Icon - Expand Arrow,,2025-09-07,25,0
Icon -  Arrow (Up),,2025-09-07,67,0
"Type=List Item, Lines=One, Style=Bold, States=Default, Icon=False, Chevron=False",List - Item (Default),2025-09-07,14,0
Icon - Postbox,,2025-09-07,3,0
Icon - Bulb,,2025-09-07,4,1
Icon - Shopping bag (Full),,2025-09-07,5,0
Icon - Clothing,,2025-09-07,7,0
Icon - Bracelet,,2025-09-07,1,0
Icon - Heart (Outlined),,2025-09-07,369,0
Icon - Copy,,2025-09-07,429,0
"Viewport=iOS: 375+, Selected tab=Home",Navigation bar,2025-09-07,1225,1
Type=5. Quarterback,Image ratio,2025-09-07,8,0
"Platform=Web, Size=Large (48x48), Outline=Yes, State=Deselected",Icon button - Wishlist,2025-09-07,125,0
"States=Completed, Type=Icon, Orientation=Horizontal, Text=One",🚧 [DEPRECATED] Progress Stepper,2025-09-07,18,0
Type=Informative,Input message,2025-09-07,126,0
Icon -  Arrow (Down),,2025-09-07,8,0
Icon - Face Strong Negative (Outlined),,2025-09-07,9,0
Icon - Box Transit,,2025-09-07,224,0
"Platform=App, State=Deselected",Icon button - Reminder,2025-09-07,19,0
Icon - Cross (X),,2025-09-07,502,0
"Expanded=false, State=Default",Expandable container [Based on current component],2025-09-07,2,0
Platform=App / mWeb,List - Headers,2025-09-07,30,0
Icon - Ruler,,2025-09-07,2,0
Icon - Chevron Left,,2025-09-07,39,0
"States=Selected, Type=Icon, Orientation=Horizontal, Text=None (Zero)",🚧 [DEPRECATED] Progress Stepper,2025-09-07,25,0
"State=Default, Type=Default",🚧 [DEPRECATED] Selector,2025-09-07,2680,0
"Platform=App, Outline=Off, State=Mute",Icon button - Mute sound,2025-09-07,12,0
Alignment=Scrollable,Tabs group,2025-09-07,9,0
Icon -  Arrow (Right),,2025-09-07,864,0
"Checked=Off, State=Disabled",Checkbox,2025-09-07,1,0
"Breakpoint=375 (Mobile), Size=Small, Header (Optional)=Off, Title (Optional)=On, Footer (Optional)=On",Dialog (Web),2025-09-07,1,1
"Type=Primary, State=Disabled, Size=Default",Button,2025-09-07,16,0
"Buttons=None, Visual=None",Tooltip,2025-09-07,6,1
"Viewport=iOS: 375+, Selected tab=Categories",Navigation bar,2025-09-07,366,0
Icon - Thumbs Up (outline),,2025-09-07,21,0
"Platform=App, Type=Standard, Size=Small, State=Default",Link,2025-09-07,14,0
"On/off=Yes, State=Enabled",Switch,2025-09-07,4,0
"Checked=Off, State=Default",Checkbox,2025-09-07,303,0
"Direction=Vertical, Text=None, State=Inactive, Type=Number",Progress Stepper,2025-09-07,52,0
"Viewport=iOS: 320-374, Selected tab=Home",Navigation bar,2025-09-07,1,0
Icon - Download,,2025-09-07,100,0
"Level=3 Star, Size=Medium",Plus Levels Logo,2025-09-07,5,0
"Platform=App, Type=Default, Icon (Optional)=Off, Text link (Optional)=Off",🚧 [DEPRECATED] Notifications,2025-09-07,9,0
"Viewport=iOS: 375+, Selected tab=Wishlist",Navigation bar,2025-09-07,64,0
"State=Active, Label=Yes, Optional=Off, Message=Error, Icon=None",Text input,2025-09-07,1,0
Icon - Football American,,2025-09-07,1,0
"Platform=Web, Type=Icon, Size=Small, State=Default",Link,2025-09-07,10,0
Icon - Hanger,,2025-09-07,7,0
"State=Selected, Description=On, Message=None",🚧 [DEPRECATED] Radio button,2025-09-07,5,0
Icon - Jackets,,2025-09-07,5,0
"State=Hover, Size=Medium",Text buttons,2025-09-07,11,0
"Level=3 Star, Size=Large",Plus Levels Logo,2025-09-07,1,0
Type=1. Portrait,Image ratio,2025-09-07,55,4
"Platform=Web, Type=Standard, Size=Large, State=Hover",Link,2025-09-07,3,0
Icon - Calendar Star,,2025-09-07,115,0
Icon - Baby Gifts (Kids),,2025-09-07,3,0
"State=Default, Label=Yes, Optional=Off, Message=Success, Icon=None",Text input,2025-09-07,32,0
Icon - Pause,,2025-09-07,14,0
Icon - Shapes (Grid),,2025-09-07,4,0
"Platform=iOS, CTA Length=Short, Intention=Ping",Dialog (App),2025-09-07,13,0
"State=Default, Type=Swatch",🚧 [DEPRECATED] Selector,2025-09-07,4,0
Icon - Heart Sparks,,2025-09-07,8,0
Icon - Open External,,2025-09-07,8,0
Icon - Chemicals Leaf,,2025-09-07,5,0
Type=3. Halftime,Image ratio,2025-09-07,51,0
Color=No,Divider - Dashed (Progress Stepper Only),2025-09-07,123,0
"Platform=iOS, Type=Standard link, State=Default, Size=Small",🚧 [DEPRECATED] Link,2025-09-07,99,0
"Platform=Web, Size=Small (40x40), Outline=No, State=Deselected",Icon button - Wishlist,2025-09-07,109,0
Icon - Magnifying glass with plus,,2025-09-07,4,0
"State=Default, Label=Yes, Optional=On, Message=None, Icon=None",Text input,2025-09-07,11,0
"Platform=Web, Type=Standard, Size=Small, State=Default",Link,2025-09-07,44,0
Icon - Tent,,2025-09-07,3,0
"Type=Brandmark, Color=Original",Zalando Logo,2025-09-07,23,0
State=Deselected,Radio button,2025-09-07,29,0
Size=4px (XXXS),Spacer,2025-09-07,748,0
Icon - Star (Outlined),,2025-09-07,82,0
Icon - Bodycare,,2025-09-07,6,0
"Platform=Web, Type=Navigation link, State=Default, Size=Large",🚧 [DEPRECATED] Link,2025-09-07,76,0
"Type=Single/Multi-select, Lines=Single, State=Deselected, With icon=No",🚧 [DEPRECATED] List - Controls,2025-09-07,1,0
Icon - Bell (Outlined),,2025-09-07,100,0
"State=Default, Label=Yes, Optional=Off, Message=Informative, Icon=None",Text input,2025-09-07,132,0
Icon - Partner Brands,,2025-09-07,3,0
Icon - Bug,,2025-09-07,1,0
Icon -  Add,,2025-09-07,381,0
Platform=iOS,Top bar catalogue,2025-09-07,124,0
Type=Long Link,Message,2025-09-07,48,0
"Platform=Web, Type=Icon, Size=Large, State=Default",Link,2025-09-07,5,0
Icon - Fire,,2025-09-07,2,0
Icon - Donate,,2025-09-07,1,0
"Type=With label, State=Default",Rating stars,2025-09-07,0,1
"Breakpoint=1280+ (Desktop), Size=Small, Header (Optional)=On, Title (Optional)=On, Footer (Optional)=On",Dialog (Web),2025-09-07,1,0
Icon - Share (Web),,2025-09-07,44,0
"Type=Filter, Platform=mWeb, State=Focused empty",Search bar,2025-09-07,11,0
Size=48px (XL),Spacer,2025-09-07,28,0
Type=6. Sixth Sense,Image ratio,2025-09-07,2,0
"Platform=iOS, Type=Standard link, State=Default, Size=Large",🚧 [DEPRECATED] Link,2025-09-07,35,0
Type=Positive,Flag,2025-09-07,3761,0
"State=Selected, Type=Default",🚧 [DEPRECATED] Selector,2025-09-07,48,0
"Type=Tertiary, State=Default, Size=Default",Button,2025-09-07,519,0
Page loader,,2025-09-07,5,1
Type=Read,Linear scale,2025-09-07,78,0
"Type=List Item, Lines=One, Style=Bold, States=Default, Icon=False, Chevron=True",List - Item (Default),2025-09-07,89,0
Icon - Backpacks,,2025-09-07,1,0
Icon - Haircare,,2025-09-07,3,0
Icon - Briefcase,,2025-09-07,11,0
Type=2. Almost square,Image ratio,2025-09-07,44,0
"Left action=Back (Arrow), Action=Text action",Top bar (iOS),2025-09-07,288,0
Icon - Gift Card,,2025-09-07,16,0
Icon - Fragances,,2025-09-07,3,0
Icon - Clapping (Outlined),,2025-09-07,1,0
Icon - Help,,2025-09-07,88,0
"Expanded=on, Level=Level 2, State=Default",Accordion (Large),2025-09-07,1,0
"Type=Switch, Lines=Single, State=Deselected, With icon=Yes",🚧 [DEPRECATED] List - Controls,2025-09-07,1,0
"Type=List Item, Lines=Three, Style=Bold, States=Default, Icon=True, Chevron=True",List - Item (Default),2025-09-07,162,0
Layer=Foreground,Page control,2025-09-07,336,0
Icon - Cross (X) (Circle - Filled),,2025-09-07,24,0
Icon - Chat sparkle,,2025-09-07,121,0
Size=Large,Plus Wordmark,2025-09-07,1,0
"Platform=iOS, Type=Icon link, State=Default, Size=Small",🚧 [DEPRECATED] Link,2025-09-07,12,0
"Type=List Item, Lines=Two, Style=Bold, States=Default, Icon=True, Chevron=True",List - Item (Default),2025-09-07,574,0
Icon - Face Neutral (Outlined),,2025-09-07,7,0
Breakpoints=320 - 479,Footer,2025-09-07,23,0
Icon - Home,,2025-09-07,24,0
Zalando Homescreen Logo (Filled),,2025-09-07,14,0
"Type=List Item, Lines=One, Style=Regular, States=Default, Icon=True, Chevron=False",List - Item (Default),2025-09-07,108,0
"Buttons=Vertical, Visual=None",Tooltip,2025-09-07,1,0
Platform=App,Icon button - More,2025-09-07,332,0
"Platform=App, Type=Success, Icon (Optional)=On, Text link (Optional)=On",🚧 [DEPRECATED] Notifications,2025-09-07,1,0
Icon - Currency ,,2025-09-07,2,0
"States=Completed, Type=Number, Orientation=Horizontal, Text=One",🚧 [DEPRECATED] Progress Stepper,2025-09-07,16,0
Type=Subtle,🚧 [DEPRECATED] Plus short,2025-09-07,204,0
"Type=Default, State=Default, Label=Off, Optional=No, Message=None",🚧 [DEPRECATED] Dropdown Trigger (Default),2025-09-07,158,0
"State=Default, Size=Large",Text buttons,2025-09-07,638,0
"Platform=Web, Type=Standard link, State=Default, Size=Small",🚧 [DEPRECATED] Link,2025-09-07,143,0
"On/off=No, State=Focus",Switch,2025-09-07,13,0
Icon - Play (Outline),,2025-09-07,7,0
State=Selected,Reminder button,2025-09-07,5,0
"Type=Color swatch, State=Selected, Label=On, Optional=No, Message=None",🚧 [DEPRECATED] Dropdown Trigger (Default),2025-09-07,3,0
"Platform=App, Outline=Off, State=Unmute",Icon button - Mute sound,2025-09-07,9,0
"Platform=App, Type=Default, Icon (Optional)=On, Text link (Optional)=On",🚧 [DEPRECATED] Notifications,2025-09-07,24,0
"On/off=No, State=Enabled",Switch,2025-09-07,27,0
Icon - Lock Closed,,2025-09-07,43,0
Icon - Expand,,2025-09-07,3,0
Size=24px (M),Spacer,2025-09-07,2220,0
Icons - View Items,,2025-09-07,25,0
Type=Strong (Designer),Flag,2025-09-07,4004,0
Size=12px (XS),Spacer,2025-09-07,435,0
"States=Selected, Type=Number, Orientation=Horizontal, Text=One",🚧 [DEPRECATED] Progress Stepper,2025-09-07,34,0
Icon - Magnifying glass,,2025-09-07,134,0
Platform=iOS: iPhone X (and newer),Status bar,2025-09-07,2473,1
Type=Light mode,Home indicator (iOS),2025-09-07,1510,0
"Type=List Item, Lines=Two, Style=Bold, States=Disabled, Icon=True, Chevron=True",List - Item (Default),2025-09-07,26,0
"With icon=True, State=Default, Size=Default",Follow button,2025-09-07,57,2
Icon - Star (Half),,2025-09-07,6,1
Icon - Sweatshirts,,2025-09-07,15,0
"Platform=Web, Type=Standard, Size=Small, State=Hover",Link,2025-09-07,3,0
Icon - Bell Set (Filled),,2025-09-07,47,0
Icon - Beauty Mother&Baby,,2025-09-07,3,0
"Left action=Back (Arrow), Number of titles=1, Right Action=Text action",Top bar (Android),2025-09-07,3,0
"State=Active, Label=Yes, Optional=Off, Message=Informative, Icon=None",Text input,2025-09-07,1,0
"Platform=App, Outline=Off",Icon button - Remove Close,2025-09-07,127,1
"Number=Double, Resize=Original",Badge,2025-09-07,48,0
Icon - New,,2025-09-07,1,0
"State=Selected, Size=Medium",Text buttons,2025-09-07,1,0
"Level=1 Light, Size=Medium",Plus Levels Logo,2025-09-07,1,0
Type=Negative,Flag,2025-09-07,39,0
"Direction=Vertical, Text=None, State=Selected, Type=Number",Progress Stepper,2025-09-07,29,0
"Left action=Back (Arrow), Action=Icon",Top bar (iOS),2025-09-07,298,1
State=Selected,Reminder button,2025-09-07,61,0
"Platform=Web, Type=Navigation link, State=Default, Size=Medium",🚧 [DEPRECATED] Link,2025-09-07,482,0
Icon - Checkmark,,2025-09-07,288,1
Icon - Box Trade-in,,2025-09-07,77,0
"Range=Low, State=Default",Range slider,2025-09-07,11,0
Type=4. Third Party,Image ratio,2025-09-07,4,0
"Viewport=iOS: 375+, Selected tab=User account",Navigation bar,2025-09-07,5,0
Icon - Packstation,,2025-09-07,17,0
"Expanded=Off, State=Default, Style=Bold",Accordion (Default),2025-09-07,929,3
Icon - Location,,2025-09-07,43,0
Icon - Face Strong Positive (Outlined),,2025-09-07,11,0
Icon - Headset Plus,,2025-09-07,15,0
Icon - Phone,,2025-09-07,15,0
"State=Disabled, Type=Default",🚧 [DEPRECATED] Selector,2025-09-07,8,0
Icon - Nails,,2025-09-07,3,0
Icon - Heart (Filled),,2025-09-07,177,0
"State=Active, Label=Yes, Optional=Off, Message=Success, Icon=None",Text input,2025-09-07,8,0
Icon - Avocado,,2025-09-07,1,0
Icon - Star Sparkle,,2025-09-07,65,0
Icon - Rising trend,,2025-09-07,33,0
Icon - Clock,,2025-09-07,8,0
"State=Max length, Optional=Yes, Message=None",Text area,2025-09-07,1,0
"Orientation=Vertical, State=Initial",Video (Web),2025-09-07,9,0
"Platform=Web, Type=Navigation link, State=Default, Size=Small",🚧 [DEPRECATED] Link,2025-09-07,556,0
"Active=Active, Size=Small",Plus Points Logo,2025-09-07,61,0
Icon - Search History,,2025-09-07,186,0
Icon - Audio Off (Mute),,2025-09-07,74,0
"Platform=Web, Outline=Off",Icon button - Remove Close,2025-09-07,47,0
"Type=Wordmark, Color=Original",Zalando Logo,2025-09-07,15,0
"Platform=App, Type=Error, Icon (Optional)=On, Text link (Optional)=On",🚧 [DEPRECATED] Notifications,2025-09-07,2,0
"States=Disabled, Type=Number, Orientation=Horizontal, Text=None (Zero)",🚧 [DEPRECATED] Progress Stepper,2025-09-07,14,0
"With icon=True, State=Default, Size=Small",Follow button,2025-09-07,188,0
"Platform=Mobile/App, Link color=Black, Overlay=Off",Embedded Navigation,2025-09-07,208,0
Icon - Set (Women),,2025-09-07,12,0
State=Selected,Reminder button,2025-09-07,2,0
"Left action=Back (Arrow), Number of titles=1, Right Action=2 icons",Top bar (Android),2025-09-07,2,0
"Type=Single/Multiselect, State=Deselected",List - Controls,2025-09-07,105,0
"Platform=Web, Type=Icon, Size=Medium, State=Default",Link,2025-09-07,43,0
"State=Default, Badge=No",Dropdown Icon Trigger,2025-09-07,49,0
Icon - Thumbs Down (outline),,2025-09-07,38,0
"Platform=Web, Type=Default",Notifications,2025-09-07,5,0
"Orientation=Vertical, State=Paused",Video (Web),2025-09-07,7,0
"Platform=App, Size=Small",Countdown,2025-09-07,46,0
Icon - Pencil,,2025-09-07,123,0
Icon - Share (Android),,2025-09-07,3,0
Icon - Truck (Premium) ,,2025-09-07,78,0
"Type=Default, State=Selected",Dropdown Trigger (default),2025-09-07,36,0
Icon - Sachet,,2025-09-07,5,0
"Number=Triple, Resize=Original",Badge,2025-09-07,48,0
"Platform=App, State=Loading",Icon button - Add to bag,2025-09-07,1,0
Icon - Chevron Up,,2025-09-07,193,0
Icon - Coats (Men),,2025-09-07,1,0
"Platform=Web, Type=Standard link, State=Default, Size=Large",🚧 [DEPRECATED] Link,2025-09-07,116,0
"Viewport=Android, Selected tab=Home",Navigation bar,2025-09-07,3,0
"State=Default, Size=Medium",Text buttons,2025-09-07,189,0
Icon - Globe,,2025-09-07,61,0
"Type=Default, State=Default",Dropdown Trigger (default),2025-09-07,15,0
Platform=iOS: iPhone X (and newer),Status bar,2025-09-07,6,0
"State=Default, Optional=No, Message=None",Text area,2025-09-07,11,0
Size=8px (XXS),Spacer,2025-09-07,431,0
"Type=List Item, Lines=Two, Style=Bold, States=Default, Icon=False, Chevron=False",List - Item (Default),2025-09-07,21,0
Size=36px (L),Spacer,2025-09-07,71,0
"Active=Active, Size=Large",Plus Points Logo,2025-09-07,4,0
"Level=2 Shine, Size=Medium",Plus Levels Logo,2025-09-07,20,0
Type=Left,Icon button - Navigation arrow,2025-09-07,55,0
Progress Stepper Caret,,2025-09-07,43,0
"Type=Tertiary, State=Selected, Size=Default",Button,2025-09-07,41,0
"Platform=Web, Type=Icon link, State=Default, Size=Large",🚧 [DEPRECATED] Link,2025-09-07,547,0
Type=8. Square,Image ratio,2025-09-07,20,0
"Type=Follow button, Lines=Single, State=Deselected, With icon=No",🚧 [DEPRECATED] List - Controls,2025-09-07,186,0
Type=Right,Icon button - Navigation arrow,2025-09-07,404,0
"Platform=Web, Size=Large (48x48), Outline=No, State=Deselected",Icon button - Wishlist,2025-09-07,4335,0
Icon - Blouses & Tunics (Women),,2025-09-07,1,0
State=Deselected,Radio button,2025-09-07,159,2
"States=Completed, Type=Icon, Orientation=Horizontal, Text=None (Zero)",🚧 [DEPRECATED] Progress Stepper,2025-09-07,33,0
Icon - Twitter,,2025-09-07,2,0
"Type=Tertiary, State=Disabled, Size=Small",Button,2025-09-07,15,0
Type=Sale,Flag,2025-09-07,4332,1
Icon - Bell Set (Outlined),,2025-09-07,64,0
Breakpoints=1280+,Footer,2025-09-07,71,0
"Type=Switch, Lines=Multi, State=Deselected, With icon=Yes",🚧 [DEPRECATED] List - Controls,2025-09-07,34,0
Icon - Wallet,,2025-09-07,16,0
Icon - Truck (Fast),,2025-09-07,41,0
"Platform=App, Type=Standard, Size=Medium, State=Default",Link,2025-09-07,12,0
Icon - Face Negative (Outlined),,2025-09-07,7,0
Icon - Finish,,2025-09-07,6,0
"Platform=App, Type=Success",Notifications,2025-09-07,25,0
"Breakpoint=375 (Mobile), Size=Small, Header (Optional)=Off, Title (Optional)=Off, Footer (Optional)=Off",Dialog (Web),2025-09-07,1,0
"Platform=App, State=Deselected",Icon button - Reminder,2025-09-07,1532,0
"Number=Single, Resize=Original",Badge,2025-09-07,91,0
Platform=App,Icon button - More,2025-09-07,209,0
"State=Default, Size=Small",Text buttons,2025-09-07,75,0
Color=Yes,Divider - Dashed (Progress Stepper Only),2025-09-07,28,0
"Buttons=None, Visual=Icon",Tooltip,2025-09-07,1,0
Icon - Zalando Logo Mark (Filled),,2025-09-07,2162,0
Icon - Truck Plus,,2025-09-07,3,0
"State=Default, Platform=Web",Filter Dropdown Trigger,2025-09-07,341,0
Type=7. Achtung,Image ratio,2025-09-07,3,0
Breakpoints=1280+,Footer,2025-09-07,148,0
"Left action=Back (Arrow), Number of titles=1, Right Action=None",Top bar (Android),2025-09-07,88,0
"Type=Tertiary, State=Default, Size=Small",Button,2025-09-07,78,0
Icon - Equalizer,,2025-09-07,68,0
Platform=Web,Icon button - More,2025-09-07,78,0
"Type=List Item, Lines=Two, Style=Bold, States=Default, Icon=False, Chevron=True",List - Item (Default),2025-09-07,83,0
Pill,,2025-09-07,7449,1
"Platform=iOS, Type=Icon link, State=Default, Size=Large",🚧 [DEPRECATED] Link,2025-09-07,62,0
"Platform=Web, Type=Success",Notifications,2025-09-07,7,0
Type=Error,Input message,2025-09-07,11,0
"Platform=Web, Size=Small (40x40), Outline=No, State=Selected",Icon button - Wishlist,2025-09-07,1,1
"Platform=Web, Type=Navigation, Size=Large, State=Default",Link,2025-09-07,34,0
Icon - Trash,,2025-09-07,5,0
Icon - Eye Open,,2025-09-07,31,0
Icon - Rose,,2025-09-07,3,0
"Platform=Web, Type=Icon link, State=Default, Size=Medium",🚧 [DEPRECATED] Link,2025-09-07,11,0
"Breakpoint=1280+ (Desktop), Size=Medium, Header (Optional)=On, Title (Optional)=On, Footer (Optional)=On",Dialog (Web),2025-09-07,10,0
"Type=Single/Multiselect, State=Selected",List - Controls,2025-09-07,34,0
Size=Medium,Plus Logo,2025-09-07,131,0
"States=Disabled, Type=Number, Orientation=Horizontal, Text=One",🚧 [DEPRECATED] Progress Stepper,2025-09-07,97,0
Icon - Full Length Mirror,,2025-09-07,2,0
"Type=Filter, Platform=Desktop, State=Focused filled",Search bar,2025-09-07,3,0
Icon - Shoes (Other),,2025-09-07,9,0
"State=Default, Label=Yes, Optional=Off, Message=Informative, Icon=Leading",Text input,2025-09-07,1,0
Icon - Box,,2025-09-07,151,0
Icon - Information,,2025-09-07,3332,0
"Type=Switch, Lines=Single, State=Selected, With icon=Yes",🚧 [DEPRECATED] List - Controls,2025-09-07,4,0
Type=Short Link,Message,2025-09-07,610,3
"Platform=Web, Type=Success, Icon (Optional)=On, Text link (Optional)=On",🚧 [DEPRECATED] Notifications,2025-09-07,1,0
Pill highlight,,2025-09-07,150,1
Icon - Spinner,,2025-09-07,6,0
Icon - Thumbhole,,2025-09-07,30,0
Icon - Necklaces (Women),,2025-09-07,1,0
Progress Stepper Message,,2025-09-07,43,0
Size=Small,Plus Wordmark,2025-09-07,28,0
"Platform=App, Type=Success, Icon (Optional)=Off, Text link (Optional)=On",🚧 [DEPRECATED] Notifications,2025-09-07,46,0
"Panel=Default, State=Collapsed, Optional=Off, Subtext=Off, Static content=Off",Panel,2025-09-07,5,0
"Type=List Item, Lines=One, Style=Bold, States=Disabled, Icon=True, Chevron=True",List - Item (Default),2025-09-07,135,0
"Platform=iOS, Type=Icon link, State=Default, Size=Medium",🚧 [DEPRECATED] Link,2025-09-07,245,0
"Type=Switch, Lines=Single, State=Deselected, With icon=No",🚧 [DEPRECATED] List - Controls,2025-09-07,3,0
"Direction=Vertical, Text=None, State=Completed, Type=Number",Progress Stepper,2025-09-07,41,0
"Platform=App, Size=Large (48x48), Outline=No, State=Selected",Icon button - Wishlist,2025-09-07,1,0
"Thickness=2px, Colour=Black",Divider (Horizontal),2025-09-07,95,0
"Type=List Item, Lines=Two, Style=Bold, States=Default, Icon=True, Chevron=False",List - Item (Default),2025-09-07,5,0
Icon - Placeholder,,2025-09-07,136,0
Icon - Chat,,2025-09-07,6,0
"Platform=App, Type=Default",Notifications,2025-09-07,15,0
Icon - Share (iOS),,2025-09-07,1988,0
Icon - Rocket,,2025-09-07,34,0
Icon - Dentalcare,,2025-09-07,3,0
Icon - Returns,,2025-09-07,2,0
"Platform=App, State=Default",Icon button - Trade-in,2025-09-07,12,0
"Type=Default, State=Selected, Label=On, Optional=No, Message=None",🚧 [DEPRECATED] Dropdown Trigger (Default),2025-09-07,2,0
Icon -  Arrow (Left),,2025-09-07,414,0
Icon - Eye Closed,,2025-09-07,8,0
Icon - bottle Rotate,,2025-09-07,1,0
"Type=Category, Platform=iOS, State=Focused (Filled)",🚧 [DEPRECATED] Search bar,2025-09-07,1,0
"Left action=Back (Arrow), Action=None",Top bar (iOS),2025-09-07,621,0
Icon -  Arrow (Diagonal),,2025-09-07,2,0
Icon - Calendar (100 days),,2025-09-07,2,0
Icon - Star (Filled),,2025-09-07,36,4
Icon - Credit Card,,2025-09-07,3,0
"Type=List Item, Lines=One, Style=Bold, States=Default, Icon=True, Chevron=False",List - Item (Default),2025-09-07,15,0
Icon - Barcode,,2025-09-07,31,0
"Platform=Web, Type=Standard link, State=Hover (web), Size=Medium",🚧 [DEPRECATED] Link,2025-09-07,192,0
Icon - Flag,,2025-09-07,9,0
"Level=4 Superstar, Size=Medium",Plus Levels Logo,2025-08-31,19,0
"Buttons=None, Visual=Icon",Tooltip,2025-08-31,4,1
Icon - Long Lasting,,2025-08-31,17,0
Icon - Price info,,2025-08-31,44,0
"Platform=App, Type=Success, Icon (Optional)=On, Text link (Optional)=On",🚧 [DEPRECATED] Notifications,2025-08-31,3,0
"Platform=Web, Type=Standard link, State=Pressed, Size=Small",🚧 [DEPRECATED] Link,2025-08-31,20,0
Icon - Heart (Filled),,2025-08-31,180,0
